id,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
3253,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,42,0.0,1.0,5.0,,6.0,,,1.0,,3.0,,3.0,7.0,2.0,3.0,1.0,,,,,2.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,3.0,29.0,6.0,,,2.0,,6.0,6.0,1.0,2.0,1.0,5.0,,4.0,1.0,1.0,,,,,,2.0,,7.0,,,,8.0,1.0,3.0,,,17.0,3.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10482,42,0.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,42,112.0,89.0,268.0,46.0,356.0,,4.0,17.0,8.0,28.0,6.0,99.0,64.0,137.0,60.0,37.0,19.0,6.0,1.0,8.0,115.0,63.0,7.0,3.0,26.0,12.0,89.0,12.0,12.0,1.0,3.0,30.0,122.0,15.0,5.0,1105.0,439.0,4.0,74.0,67.0,29.0,200.0,200.0,21.0,35.0,37.0,99.0,164.0,349.0,21.0,109.0,16.0,7.0,32.0,14.0,9.0,221.0,8.0,352.0,3.0,52.0,8.0,447.0,,15.0,27.0,4.0,715.0,22.0,22.0,11.0,13.0,23.0,6.0,1.0,,4.0,,2.0,17.0,9.0,4.0,1.0,,1.0,5.0,2.0,1.0,9.0,4.0,20.0,2.0,4.0,2.0,8.0,9.0,,17.0,,36.0,1.0,4.0,17.0,,5.0,1.0,3.0,2.0,13.0,9.0,,53.0,2.0,,2.0,13.0,,1.0,12.0,12.0,10.0,1.0,,3.0,15.0,13.0,1.0,,4.0,1.0,12.0,18.0,5.0,38.0,12.0,15.0,17.0,,1.0,,,3.0,,,,,,,1.0,4.0,2.0,1.0,2.0,,,,1.0,,,2.0,,2.0,4.0,4.0,,1.0,9.0,1.0,,,,3.0,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,42,249.0,153.0,574.0,60.0,722.0,,3.0,22.0,8.0,31.0,7.0,122.0,68.0,237.0,117.0,54.0,22.0,48.0,6.0,8.0,167.0,136.0,3.0,2.0,48.0,26.0,213.0,30.0,25.0,5.0,2.0,27.0,117.0,22.0,10.0,1925.0,842.0,14.0,265.0,54.0,81.0,336.0,336.0,38.0,52.0,54.0,279.0,392.0,718.0,19.0,174.0,19.0,3.0,79.0,58.0,55.0,473.0,14.0,730.0,8.0,64.0,20.0,846.0,4.0,8.0,34.0,3.0,1310.0,38.0,38.0,53.0,22.0,25.0,8.0,5.0,3.0,9.0,4.0,10.0,32.0,18.0,1.0,,,2.0,11.0,9.0,,12.0,4.0,9.0,2.0,5.0,2.0,5.0,5.0,4.0,14.0,,47.0,,11.0,41.0,1.0,5.0,3.0,6.0,1.0,16.0,5.0,,65.0,1.0,,27.0,23.0,5.0,,16.0,16.0,15.0,1.0,,12.0,23.0,22.0,,1.0,27.0,,14.0,35.0,3.0,52.0,15.0,13.0,41.0,1.0,1.0,,1.0,2.0,,,,,3.0,1.0,1.0,6.0,,5.0,,,,,2.0,,,6.0,2.0,4.0,6.0,6.0,,,5.0,2.0,1.0,3.0,1.0,12.0,,1.0,2.0,,2.0,2.0,,1.0,4.0,,1.0,1.0,,2.0,1.0,,1.0,5.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,42,69.0,247.0,226.0,3.0,466.0,,148.0,31.0,47.0,23.0,6.0,163.0,120.0,80.0,64.0,46.0,22.0,20.0,14.0,6.0,69.0,117.0,63.0,44.0,141.0,13.0,367.0,28.0,23.0,,56.0,106.0,19.0,178.0,9.0,1896.0,645.0,,217.0,5.0,41.0,314.0,289.0,39.0,24.0,46.0,207.0,107.0,446.0,19.0,319.0,79.0,88.0,9.0,34.0,34.0,189.0,2.0,388.0,79.0,3.0,146.0,673.0,1.0,,54.0,188.0,1184.0,8.0,8.0,9.0,7.0,43.0,30.0,7.0,7.0,1.0,17.0,48.0,4.0,1.0,,,,1.0,,1.0,1.0,,,4.0,,,2.0,1.0,1.0,,2.0,,4.0,,,,,,,,27.0,1.0,1.0,,1.0,27.0,,,23.0,5.0,1.0,42.0,42.0,78.0,31.0,6.0,1.0,3.0,1.0,12.0,2.0,1.0,1.0,3.0,4.0,,5.0,5.0,8.0,7.0,6.0,6.0,,3.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,42,181.0,900.0,364.0,1.0,1264.0,,7.0,70.0,124.0,35.0,17.0,243.0,133.0,116.0,194.0,23.0,13.0,,,9.0,137.0,203.0,135.0,91.0,132.0,47.0,500.0,31.0,28.0,1.0,105.0,285.0,561.0,302.0,9.0,3150.0,1505.0,,107.0,147.0,12.0,337.0,292.0,103.0,90.0,23.0,356.0,93.0,1240.0,16.0,984.0,71.0,180.0,15.0,,,181.0,6.0,549.0,78.0,1.0,218.0,1533.0,1.0,,55.0,7.0,1998.0,10.0,10.0,14.0,5.0,39.0,22.0,,,3.0,14.0,104.0,5.0,13.0,1.0,3.0,7.0,9.0,6.0,7.0,2.0,2.0,,1.0,,2.0,4.0,1.0,,,1.0,,2.0,,2.0,6.0,2.0,,1.0,2.0,5.0,7.0,,,9.0,5.0,1.0,,35.0,3.0,2.0,97.0,97.0,155.0,20.0,19.0,2.0,4.0,2.0,19.0,2.0,1.0,2.0,9.0,6.0,,18.0,,17.0,12.0,17.0,15.0,,8.0,,,,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,,,,1.0,4.0,1.0,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13869,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,42,153.0,933.0,458.0,3.0,1389.0,,12.0,30.0,53.0,33.0,7.0,280.0,186.0,101.0,180.0,31.0,14.0,3.0,1.0,13.0,74.0,147.0,109.0,75.0,156.0,11.0,606.0,45.0,42.0,,80.0,57.0,624.0,283.0,12.0,2779.0,1510.0,2.0,46.0,234.0,19.0,229.0,211.0,122.0,57.0,31.0,235.0,122.0,1341.0,11.0,981.0,69.0,127.0,31.0,4.0,4.0,203.0,2.0,589.0,65.0,3.0,231.0,1566.0,,2.0,46.0,13.0,1971.0,9.0,9.0,26.0,2.0,36.0,37.0,2.0,2.0,,11.0,144.0,6.0,7.0,,1.0,4.0,5.0,,6.0,,1.0,,,,1.0,4.0,1.0,,,1.0,,1.0,,,3.0,,,,,13.0,1.0,,,11.0,13.0,1.0,1.0,31.0,3.0,,56.0,56.0,199.0,23.0,19.0,3.0,3.0,1.0,34.0,5.0,1.0,,6.0,6.0,,8.0,2.0,8.0,23.0,8.0,20.0,,3.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,4.0,,,,1.0,2.0,,,,1.0,,,3.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,42,6.0,22.0,25.0,,47.0,,5.0,7.0,9.0,6.0,,7.0,12.0,7.0,7.0,,,1.0,,2.0,8.0,11.0,10.0,6.0,12.0,,38.0,2.0,1.0,,6.0,19.0,12.0,21.0,2.0,149.0,68.0,,3.0,21.0,1.0,34.0,30.0,3.0,4.0,,11.0,13.0,47.0,,26.0,8.0,14.0,1.0,1.0,1.0,24.0,3.0,43.0,4.0,,7.0,68.0,,5.0,2.0,8.0,112.0,2.0,2.0,1.0,,2.0,3.0,,,1.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,2.0,1.0,,,,2.0,,,1.0,1.0,,6.0,6.0,11.0,3.0,1.0,1.0,,2.0,2.0,,,,,1.0,,3.0,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13126,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13553,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,42,17.0,136.0,100.0,,236.0,,,,3.0,17.0,,104.0,85.0,,121.0,,,,,5.0,,8.0,7.0,,87.0,,322.0,19.0,16.0,,,,46.0,254.0,6.0,1530.0,220.0,,28.0,31.0,8.0,176.0,173.0,21.0,,,39.0,23.0,138.0,,153.0,1.0,10.0,,,,87.0,,254.0,156.0,,284.0,407.0,,,1.0,,531.0,,,3.0,,1.0,1.0,,,,53.0,113.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,,,,100.0,5.0,,1.0,,,,1.0,,,,1.0,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,58.0,125.0,14.0,86.0,58.0,17.0,31.0,16.0,,,,,,,,,,,,,,,,,,,,14.0,,,,7.0,,,3.0,3.0,1.0,6.0,13.0,2.0,,7.0,,,,,,,,,,
13799,42,18.0,20.0,43.0,9.0,63.0,,,20.0,9.0,13.0,4.0,34.0,13.0,24.0,11.0,5.0,,1.0,1.0,4.0,42.0,28.0,6.0,4.0,8.0,11.0,24.0,5.0,5.0,,5.0,16.0,17.0,8.0,6.0,269.0,80.0,,15.0,14.0,3.0,46.0,45.0,1.0,7.0,5.0,21.0,23.0,57.0,2.0,21.0,3.0,7.0,9.0,2.0,2.0,38.0,11.0,67.0,1.0,10.0,4.0,86.0,,11.0,4.0,,149.0,9.0,9.0,9.0,,3.0,1.0,,,3.0,,1.0,3.0,,,,1.0,2.0,,1.0,,1.0,,,1.0,2.0,1.0,,3.0,,3.0,,4.0,,,3.0,,1.0,,,,,,1.0,8.0,,,3.0,2.0,,,1.0,1.0,5.0,,,1.0,2.0,1.0,,1.0,3.0,,4.0,3.0,,5.0,2.0,3.0,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,42,48.0,132.0,200.0,12.0,332.0,,1.0,12.0,9.0,15.0,11.0,82.0,47.0,31.0,68.0,14.0,13.0,2.0,,4.0,54.0,45.0,7.0,5.0,82.0,14.0,155.0,18.0,15.0,,6.0,52.0,138.0,64.0,8.0,744.0,412.0,3.0,67.0,60.0,15.0,122.0,118.0,24.0,38.0,14.0,98.0,98.0,323.0,8.0,154.0,35.0,11.0,16.0,2.0,2.0,137.0,9.0,270.0,17.0,12.0,56.0,422.0,,7.0,21.0,1.0,543.0,6.0,6.0,5.0,,18.0,20.0,,,5.0,5.0,36.0,7.0,,,,,,,1.0,,,,3.0,2.0,,,3.0,3.0,1.0,7.0,,6.0,,1.0,5.0,1.0,,,,1.0,3.0,,,9.0,1.0,1.0,,8.0,3.0,,18.0,18.0,39.0,3.0,,2.0,5.0,1.0,2.0,2.0,6.0,,4.0,7.0,,8.0,3.0,3.0,10.0,,1.0,,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,42,200.0,922.0,1031.0,38.0,1951.0,,3.0,57.0,48.0,38.0,19.0,266.0,173.0,237.0,240.0,53.0,36.0,2.0,4.0,9.0,149.0,134.0,54.0,31.0,336.0,26.0,669.0,67.0,60.0,1.0,36.0,205.0,677.0,357.0,18.0,3420.0,2222.0,2.0,369.0,324.0,49.0,419.0,410.0,83.0,149.0,53.0,704.0,450.0,1889.0,32.0,1005.0,223.0,63.0,21.0,9.0,6.0,590.0,9.0,1291.0,28.0,39.0,317.0,2287.0,,,51.0,3.0,2707.0,30.0,30.0,20.0,3.0,34.0,143.0,2.0,2.0,2.0,3.0,218.0,35.0,3.0,,1.0,,,1.0,3.0,,,,17.0,,1.0,4.0,9.0,3.0,,13.0,,8.0,1.0,,,5.0,,,,4.0,10.0,4.0,,26.0,4.0,2.0,,38.0,7.0,1.0,109.0,109.0,234.0,7.0,1.0,14.0,29.0,,11.0,4.0,8.0,1.0,7.0,43.0,3.0,17.0,,11.0,16.0,7.0,9.0,,4.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,3.0,5.0,1.0,,,3.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,42,0.0,,4.0,,4.0,,,,,1.0,,1.0,5.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,2.0,,,,,1.0,2.0,,,14.0,5.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,4.0,1.0,,,1.0,,,,2.0,,5.0,,,,5.0,,1.0,1.0,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,42,21.0,134.0,176.0,,310.0,,,,10.0,21.0,,169.0,123.0,,187.0,,2.0,,,4.0,2.0,11.0,24.0,1.0,155.0,,545.0,37.0,32.0,,1.0,2.0,18.0,432.0,11.0,1890.0,242.0,,61.0,99.0,11.0,305.0,305.0,10.0,,,40.0,51.0,125.0,,183.0,10.0,24.0,,,,151.0,,420.0,270.0,,526.0,603.0,,,,,820.0,,,3.0,,,9.0,,,,107.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,21.0,5.0,,,,180.0,21.0,,1.0,,,,4.0,,,,1.0,,,,6.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,113.0,73.0,200.0,38.0,139.0,81.0,36.0,59.0,41.0,,,,,,,,,,,,,,,,,,,,33.0,,,,9.0,,2.0,22.0,3.0,4.0,18.0,22.0,3.0,2.0,10.0,,,,,,,,,,
12802,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498,42,272.0,109.0,578.0,41.0,639.0,4.0,20.0,20.0,9.0,34.0,9.0,165.0,136.0,176.0,121.0,82.0,25.0,116.0,41.0,8.0,144.0,116.0,14.0,2.0,122.0,25.0,347.0,29.0,24.0,1.0,3.0,46.0,155.0,73.0,10.0,2290.0,859.0,4.0,233.0,138.0,271.0,534.0,530.0,19.0,79.0,82.0,194.0,380.0,632.0,41.0,127.0,112.0,18.0,52.0,201.0,163.0,552.0,26.0,946.0,17.0,43.0,63.0,872.0,5.0,7.0,37.0,24.0,1514.0,52.0,52.0,35.0,28.0,24.0,54.0,48.0,35.0,8.0,3.0,28.0,52.0,18.0,2.0,3.0,,,10.0,13.0,,4.0,6.0,45.0,1.0,6.0,7.0,9.0,8.0,5.0,22.0,,50.0,,3.0,10.0,1.0,3.0,2.0,4.0,3.0,19.0,40.0,1.0,60.0,3.0,,16.0,27.0,5.0,1.0,24.0,24.0,43.0,1.0,1.0,36.0,37.0,16.0,2.0,,23.0,,21.0,74.0,38.0,56.0,19.0,16.0,37.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,,6.0,5.0,5.0,2.0,,,,,,1.0,3.0,12.0,4.0,7.0,6.0,,2.0,9.0,13.0,1.0,5.0,9.0,8.0,,6.0,12.0,1.0,10.0,11.0,1.0,,8.0,,,,1.0,2.0,4.0,1.0,1.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10363,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
