id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
8163,79,882.0,82.0,292.0,17.0,3.0,164.0,1172.0,1.0,73.0,122.0,38.0,18.0,307.0,253.0,25.0,2.0,10.0,,,9.0,1.0,3.0,2.0,,,1.0,1.0,2.0,,4.0,1.0,2.0,10.0,,102.0,252.0,3.0,28.0,9.0,23.0,10.0,4.0,3.0,8.0,13.0,142.0,214.0,223.0,128.0,231.0,36.0,593.0,38.0,1.0,54.0,51.0,,128.0,157.0,71.0,71.0,244.0,352.0,161.0,16.0,36.0,3420.0,6.0,5.0,9.0,1459.0,58.0,206.0,95.0,31.0,373.0,373.0,,181.0,71.0,28.0,557.0,9.0,3.0,100.0,1153.0,15.0,11.0,967.0,184.0,223.0,13.0,7.0,7.0,355388.3623046875,274.0,536.0,104.0,3.0,359.0,1496.0,,27.0,,,67.0,3.0,2100.0,43.0,21.0,21.0,17.0,9.0,10.0,33.0,2.0,2.0,,15.0,,16.0,,1.0,1.0,1.0,,,,7.0,6.0,13.0,1.0,8.0,7.0,,,,1.0,3.0,,,,,4.0,1.0,4.0,1.0,1.0,7.0,2.0,1.0,7.0,3.0,1.0,,,1.0,,16.0,16.0,1.0,,1.0,,4.0,1.0,1.0,3.0,0.0,15.0,6.0,7.0,,1.0,,,1.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14753,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759,79,99.0,9.0,112.0,,9.0,18.0,210.0,,16.0,10.0,14.0,3.0,96.0,63.0,2.0,5.0,5.0,,,1.0,2.0,,,3.0,,2.0,,5.0,,6.0,,1.0,5.0,,55.0,49.0,,21.0,4.0,12.0,,6.0,1.0,6.0,3.0,42.0,48.0,4.0,1.0,28.0,5.0,67.0,9.0,,20.0,19.0,,1.0,21.0,16.0,16.0,82.0,27.0,9.0,8.0,4.0,845.0,3.0,4.0,1.0,268.0,1.0,34.0,41.0,12.0,96.0,96.0,4.0,19.0,26.0,21.0,64.0,2.0,,45.0,210.0,12.0,7.0,113.0,16.0,4.0,13.0,7.0,7.0,100779.4718017578,66.0,162.0,1.0,11.0,25.0,268.0,1.0,7.0,6.0,5.0,17.0,,413.0,10.0,19.0,19.0,11.0,3.0,10.0,9.0,1.0,1.0,1.0,11.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,4.0,,,4.0,1.0,1.0,,1.0,,,,,2.0,,3.0,,1.0,,,8.0,,11.0,4.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14442,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13561,79,227.0,17.0,233.0,10.0,3.0,32.0,456.0,,22.0,19.0,21.0,13.0,134.0,79.0,2.0,6.0,6.0,,,1.0,5.0,1.0,3.0,1.0,,5.0,,6.0,,7.0,,,3.0,,59.0,97.0,,21.0,2.0,13.0,2.0,10.0,7.0,6.0,5.0,66.0,85.0,66.0,33.0,144.0,18.0,301.0,17.0,,29.0,23.0,,33.0,58.0,31.0,31.0,200.0,162.0,77.0,12.0,14.0,1594.0,2.0,4.0,,604.0,9.0,27.0,160.0,34.0,243.0,243.0,2.0,71.0,24.0,21.0,52.0,6.0,,99.0,448.0,8.0,6.0,263.0,60.0,66.0,18.0,17.0,17.0,164085.72528076172,178.0,366.0,64.0,3.0,117.0,612.0,0.0,8.0,2.0,4.0,42.0,,992.0,6.0,14.0,14.0,13.0,4.0,11.0,33.0,4.0,4.0,1.0,76.0,,,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,0.0,,8.0,,,8.0,6.0,,,,,,3.0,14.0,6.0,,1.0,,2.0,,,1.0,,114.0,4.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707,79,748.0,59.0,44.0,14.0,0.0,147.0,792.0,,,12.0,36.0,0.0,131.0,93.0,,,,,,,,,,,,,,,,,,,,,,286.0,,1.0,,,16.0,,,1.0,4.0,1.0,20.0,29.0,3.0,75.0,0.0,473.0,36.0,,26.0,20.0,,3.0,4.0,0.0,0.0,200.0,144.0,46.0,2.0,12.0,3195.0,1.0,,,688.0,,38.0,41.0,13.0,147.0,147.0,,77.0,4.0,1.0,255.0,,,18.0,624.0,1.0,1.0,787.0,74.0,29.0,1.0,,,136151.72985839844,74.0,141.0,77.0,0.0,280.0,928.0,,,1.0,,1.0,,1236.0,,3.0,3.0,6.0,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,4.0,,,,115.0,39.0,163.0,1.0,1.0,16.0,31.0,15.0,160.0,15.0,190.0,167.0,2.0,2.0,14.0,37.0,19.0,58.0,4.0,4.0,19.0,40.0,1.0,,,,,,,,,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,79,570.0,24.0,570.0,4.0,2.0,49.0,1130.0,,31.0,33.0,23.0,7.0,100.0,62.0,2.0,3.0,15.0,,,1.0,,1.0,1.0,1.0,,2.0,,3.0,,4.0,,,4.0,,189.0,144.0,1.0,30.0,2.0,19.0,9.0,23.0,22.0,13.0,9.0,80.0,124.0,48.0,26.0,243.0,15.0,499.0,21.0,,21.0,20.0,,26.0,106.0,34.0,34.0,565.0,232.0,138.0,2.0,11.0,1901.0,4.0,13.0,,1323.0,8.0,20.0,363.0,81.0,344.0,344.0,1.0,69.0,74.0,30.0,84.0,3.0,,247.0,1117.0,11.0,17.0,622.0,64.0,48.0,26.0,45.0,45.0,214271.192565918,355.0,760.0,23.0,2.0,107.0,1337.0,2.0,5.0,,2.0,58.0,,1882.0,10.0,16.0,16.0,10.0,12.0,23.0,45.0,10.0,10.0,,175.0,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,2.0,,9.0,,,9.0,1.0,2.0,1.0,2.0,,,2.0,5.0,1.0,,1.0,,4.0,,,,1.0,241.0,6.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,79,416.0,71.0,423.0,4.0,6.0,87.0,823.0,1.0,21.0,21.0,27.0,10.0,223.0,131.0,,11.0,18.0,,,,1.0,2.0,1.0,5.0,1.0,4.0,1.0,11.0,,7.0,1.0,1.0,10.0,,111.0,133.0,1.0,30.0,5.0,40.0,4.0,4.0,11.0,18.0,8.0,99.0,108.0,31.0,12.0,172.0,14.0,357.0,25.0,1.0,49.0,41.0,,12.0,93.0,26.0,26.0,297.0,173.0,105.0,12.0,6.0,2222.0,16.0,7.0,2.0,1027.0,3.0,95.0,124.0,86.0,312.0,312.0,5.0,46.0,82.0,30.0,283.0,4.0,,154.0,805.0,10.0,23.0,467.0,141.0,31.0,22.0,49.0,23.0,268725.7866210937,265.0,630.0,33.0,6.0,168.0,1048.0,,11.0,6.0,2.0,47.0,6.0,1350.0,7.0,24.0,24.0,25.0,7.0,15.0,26.0,16.0,6.0,2.0,4.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,2.0,,,2.0,8.0,1.0,1.0,,1.0,,2.0,2.0,1.0,,3.0,,,,,11.0,,4.0,5.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,8.0,,,,26.0,,,10.0,2.0,1.0,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,79,181.0,11.0,316.0,197.0,,367.0,497.0,,,5.0,37.0,1.0,280.0,227.0,,,,,,,,,,,,,,,,,,,,,,329.0,,,,7.0,10.0,,,,12.0,8.0,11.0,17.0,,372.0,1.0,999.0,37.0,,55.0,46.0,,,0.0,1.0,1.0,47.0,848.0,319.0,19.0,16.0,3330.0,,2.0,,514.0,,183.0,158.0,25.0,593.0,593.0,,55.0,,,33.0,,,125.0,267.0,,2.0,234.0,21.0,17.0,2.0,,,156406.00659179688,372.0,845.0,520.0,,947.0,1079.0,,,,,1.0,,1325.0,,3.0,3.0,3.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,2.0,,,,,,1.0,,,,139.0,14.0,68.0,1.0,3.0,28.0,53.0,3.0,338.0,34.0,240.0,70.0,1.0,,5.0,54.0,44.0,100.0,8.0,2.0,37.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23976,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,79,168.0,9.0,167.0,1.0,15.0,11.0,335.0,,26.0,38.0,16.0,6.0,50.0,32.0,9.0,1.0,5.0,,,1.0,,1.0,,,,1.0,,1.0,,6.0,2.0,1.0,4.0,,74.0,46.0,1.0,10.0,1.0,9.0,4.0,3.0,,13.0,,62.0,69.0,18.0,13.0,44.0,13.0,106.0,5.0,4.0,1.0,1.0,3.0,13.0,54.0,14.0,14.0,140.0,46.0,30.0,3.0,2.0,612.0,1.0,4.0,7.0,390.0,3.0,16.0,95.0,5.0,90.0,90.0,2.0,18.0,26.0,10.0,73.0,2.0,1.0,61.0,332.0,9.0,5.0,180.0,16.0,18.0,7.0,3.0,3.0,81679.5603637695,87.0,216.0,2.0,16.0,18.0,393.0,,10.0,2.0,11.0,15.0,,522.0,22.0,13.0,13.0,12.0,13.0,5.0,8.0,,,9.0,1.0,,3.0,,,,,1.0,,3.0,,1.0,4.0,4.0,,3.0,,,,,,,,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,,,,,,1.0,2.0,,,,,1.0,,,,22.0,3.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,79,691.0,83.0,514.0,24.0,2.0,123.0,1181.0,,75.0,142.0,32.0,9.0,272.0,160.0,6.0,7.0,26.0,,,3.0,1.0,3.0,1.0,3.0,,3.0,1.0,7.0,,4.0,,1.0,8.0,0.0,146.0,159.0,,47.0,6.0,19.0,4.0,37.0,39.0,10.0,9.0,131.0,217.0,176.0,99.0,278.0,24.0,778.0,31.0,,47.0,42.0,,99.0,231.0,49.0,49.0,529.0,395.0,196.0,13.0,25.0,2707.0,14.0,13.0,1.0,1541.0,18.0,50.0,424.0,92.0,548.0,548.0,8.0,108.0,43.0,47.0,153.0,6.0,1.0,228.0,1127.0,11.0,27.0,822.0,191.0,176.0,17.0,78.0,77.0,322797.5545654297,401.0,862.0,122.0,2.0,297.0,1606.0,3.0,13.0,2.0,1.0,49.0,1.0,2294.0,34.0,10.0,10.0,15.0,10.0,11.0,34.0,24.0,24.0,5.0,142.0,,3.0,1.0,,,,,,,2.0,0.0,2.0,,3.0,0.0,,,1.0,,1.0,,,,,1.0,,,1.0,,18.0,1.0,,18.0,5.0,1.0,0.0,1.0,1.0,,12.0,26.0,4.0,,2.0,,1.0,,,19.0,1.0,176.0,12.0,8.0,1.0,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,1.0,2.0,,,0.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2417,79,588.0,142.0,1281.0,2.0,48.0,127.0,1826.0,10.0,23.0,10.0,32.0,18.0,148.0,100.0,20.0,18.0,53.0,,,6.0,4.0,4.0,2.0,9.0,,5.0,3.0,18.0,0.0,30.0,1.0,7.0,32.0,1.0,309.0,171.0,2.0,59.0,15.0,51.0,6.0,30.0,10.0,24.0,7.0,126.0,118.0,23.0,10.0,389.0,25.0,838.0,25.0,2.0,26.0,24.0,2.0,10.0,66.0,22.0,22.0,538.0,291.0,218.0,9.0,3.0,2308.0,36.0,53.0,10.0,2034.0,4.0,188.0,373.0,275.0,529.0,529.0,8.0,76.0,87.0,59.0,504.0,13.0,3.0,751.0,1683.0,21.0,90.0,650.0,294.0,23.0,24.0,140.0,55.0,307023.17321777344,998.0,1679.0,8.0,49.0,221.0,2189.0,2.0,38.0,9.0,7.0,68.0,22.0,2643.0,73.0,21.0,21.0,22.0,16.0,18.0,49.0,43.0,15.0,10.0,4.0,,10.0,4.0,0.0,1.0,,,1.0,,1.0,,1.0,2.0,7.0,5.0,1.0,1.0,,2.0,4.0,1.0,,,,4.0,2.0,4.0,8.0,,3.0,,,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,,14.0,5.0,4.0,23.0,4.0,3.0,,1.0,,1.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,,0.0,,,1.0,2.0,,,,15.0,,,,151.0,,,29.0,5.0,3.0,1.0,86.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
3601,79,866.0,42.0,175.0,18.0,1.0,135.0,1039.0,,95.0,198.0,37.0,17.0,296.0,247.0,28.0,,7.0,1.0,,5.0,,5.0,6.0,,,,,,,1.0,,,3.0,,73.0,162.0,2.0,15.0,5.0,13.0,9.0,2.0,1.0,2.0,13.0,137.0,254.0,327.0,237.0,149.0,33.0,519.0,37.0,,52.0,49.0,,237.0,249.0,50.0,50.0,468.0,285.0,116.0,16.0,42.0,3294.0,5.0,3.0,5.0,1323.0,59.0,64.0,128.0,26.0,342.0,342.0,,130.0,32.0,15.0,298.0,18.0,3.0,64.0,1016.0,7.0,8.0,970.0,92.0,327.0,7.0,3.0,3.0,342927.880859375,192.0,391.0,121.0,2.0,297.0,1358.0,,28.0,2.0,,31.0,,1960.0,66.0,15.0,15.0,25.0,8.0,6.0,19.0,2.0,2.0,1.0,4.0,,21.0,2.0,0.0,2.0,,,,,16.0,5.0,22.0,,17.0,5.0,,,2.0,1.0,3.0,,,,,6.0,2.0,2.0,2.0,,5.0,4.0,1.0,5.0,3.0,1.0,1.0,,1.0,1.0,12.0,14.0,1.0,1.0,,1.0,4.0,,,10.0,7.0,4.0,6.0,8.0,3.0,,,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
4600,79,15.0,1.0,2.0,3.0,,7.0,17.0,,,1.0,1.0,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,14.0,1.0,,,,,,,,,4.0,6.0,2.0,,1.0,90.0,,,,12.0,,1.0,,,5.0,5.0,,,,,4.0,,,,10.0,,,16.0,1.0,1.0,,,,3720.55517578125,,6.0,4.0,,12.0,22.0,,,,,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,3.0,1.0,,1.0,2.0,,8.0,2.0,2.0,3.0,,,1.0,3.0,,3.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16803,79,50.0,3.0,57.0,,,4.0,105.0,,1.0,3.0,5.0,3.0,15.0,18.0,2.0,,,1.0,,,1.0,,,,,,,,,2.0,,1.0,1.0,1.0,42.0,17.0,,5.0,,,1.0,12.0,2.0,2.0,,9.0,19.0,9.0,5.0,5.0,3.0,36.0,3.0,,4.0,4.0,,5.0,8.0,2.0,2.0,3.0,7.0,1.0,3.0,,279.0,,1.0,2.0,128.0,,51.0,2.0,11.0,53.0,53.0,,12.0,5.0,5.0,50.0,,,25.0,102.0,2.0,1.0,62.0,11.0,9.0,8.0,15.0,14.0,34510.05676269531,31.0,84.0,3.0,,9.0,131.0,,2.0,1.0,2.0,6.0,,220.0,9.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,1.0,26.0,,1.0,,,,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,30.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,79,250.0,20.0,263.0,1.0,31.0,43.0,512.0,1.0,22.0,42.0,20.0,19.0,134.0,95.0,8.0,4.0,9.0,1.0,,1.0,5.0,2.0,1.0,1.0,,2.0,1.0,4.0,,8.0,,1.0,4.0,1.0,128.0,76.0,1.0,23.0,2.0,17.0,3.0,2.0,6.0,20.0,4.0,92.0,137.0,23.0,16.0,91.0,28.0,170.0,15.0,1.0,26.0,22.0,,16.0,59.0,12.0,12.0,209.0,51.0,26.0,12.0,3.0,1399.0,2.0,8.0,3.0,619.0,4.0,47.0,123.0,29.0,183.0,183.0,2.0,34.0,40.0,23.0,125.0,7.0,1.0,118.0,500.0,14.0,10.0,283.0,47.0,23.0,32.0,8.0,8.0,163303.42651367188,186.0,357.0,6.0,31.0,73.0,632.0,,12.0,5.0,5.0,44.0,3.0,873.0,15.0,28.0,28.0,26.0,4.0,26.0,32.0,1.0,1.0,12.0,2.0,,4.0,1.0,1.0,,,1.0,,,2.0,,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,25.0,1.0,2.0,4.0,5.0,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22546,79,266.0,19.0,410.0,8.0,2.0,28.0,661.0,,16.0,10.0,23.0,0.0,135.0,67.0,5.0,4.0,16.0,,,1.0,1.0,2.0,,1.0,,2.0,1.0,4.0,,6.0,1.0,2.0,8.0,,159.0,108.0,,40.0,2.0,13.0,3.0,46.0,13.0,13.0,6.0,53.0,92.0,30.0,14.0,75.0,7.0,252.0,19.0,1.0,34.0,29.0,,14.0,51.0,34.0,34.0,323.0,78.0,55.0,10.0,8.0,1714.0,10.0,7.0,3.0,790.0,2.0,21.0,260.0,69.0,247.0,247.0,5.0,56.0,47.0,40.0,60.0,4.0,,204.0,659.0,13.0,18.0,323.0,35.0,30.0,32.0,60.0,60.0,203986.2957763672,256.0,531.0,33.0,2.0,71.0,794.0,,9.0,6.0,4.0,36.0,1.0,1246.0,23.0,24.0,24.0,21.0,7.0,25.0,28.0,15.0,15.0,2.0,131.0,,2.0,3.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,2.0,,,,,1.0,,,3.0,,1.0,,,1.0,5.0,1.0,,1.0,2.0,,0.0,1.0,4.0,,3.0,,,,,5.0,2.0,149.0,11.0,2.0,1.0,1.0,0.0,,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,79,114.0,5.0,57.0,32.0,,72.0,171.0,,,3.0,12.0,,86.0,38.0,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,4.0,,,,1.0,,4.0,9.0,1.0,51.0,,245.0,12.0,,11.0,11.0,,1.0,,,,37.0,195.0,57.0,5.0,3.0,1080.0,,,,157.0,0.0,29.0,48.0,,145.0,145.0,,11.0,,,34.0,,,11.0,111.0,,,121.0,8.0,9.0,,,,58984.193359375,51.0,195.0,104.0,,217.0,316.0,,,,,,,401.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,39.0,7.0,32.0,2.0,,7.0,17.0,2.0,93.0,12.0,64.0,32.0,1.0,1.0,6.0,21.0,5.0,26.0,1.0,0.0,13.0,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7564,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14631,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
