id,year_id,appearances,clean_sheet,draws,goals,goal_assist,losses,red_card,wins,yellow_card,own_goals
1552,8,8.0,0.0,1.0,,,5.0,,2.0,1.0,
1716,8,,,,,,,,,,
79,8,23.0,4.0,5.0,1.0,6.0,11.0,,7.0,1.0,
1762,8,24.0,1.0,4.0,,2.0,9.0,,11.0,2.0,1.0
1814,8,2.0,0.0,1.0,,,1.0,,,,
1691,8,22.0,3.0,4.0,6.0,6.0,10.0,,8.0,1.0,
1409,8,,,,,,,,,,
60,8,34.0,3.0,8.0,3.0,2.0,17.0,,9.0,1.0,
1218,8,37.0,9.0,10.0,,,13.0,,14.0,1.0,1.0
586,8,4.0,0.0,1.0,,,1.0,,2.0,,
582,8,,,,,,,,,,
310,8,,,,,,,,,,
706,8,35.0,6.0,5.0,1.0,1.0,14.0,,16.0,4.0,
1592,8,2.0,0.0,,,,2.0,,,,
1446,8,20.0,1.0,3.0,2.0,,16.0,,1.0,2.0,
328,8,18.0,2.0,3.0,,1.0,11.0,,4.0,1.0,
1616,8,5.0,0.0,1.0,,,3.0,,1.0,1.0,
89,8,37.0,12.0,9.0,23.0,7.0,14.0,1.0,14.0,2.0,
1545,8,29.0,6.0,8.0,,1.0,12.0,2.0,9.0,4.0,
1465,8,,,,,,,,,,
1745,8,28.0,2.0,5.0,5.0,1.0,17.0,,6.0,2.0,
336,8,31.0,7.0,3.0,9.0,5.0,3.0,,25.0,7.0,1.0
1505,8,9.0,3.0,3.0,,,1.0,,5.0,2.0,
576,8,27.0,3.0,6.0,5.0,6.0,2.0,,19.0,,
154,8,29.0,6.0,5.0,,,16.0,,8.0,3.0,
558,8,15.0,2.0,5.0,,1.0,5.0,,5.0,4.0,
1803,8,,,,,,,,,,
78,8,27.0,3.0,5.0,8.0,1.0,10.0,,12.0,9.0,
1,8,24.0,5.0,5.0,,,6.0,,13.0,,
1570,8,18.0,5.0,6.0,,1.0,3.0,,9.0,2.0,1.0
103,8,34.0,7.0,5.0,,2.0,14.0,1.0,15.0,7.0,2.0
1614,8,27.0,1.0,6.0,,1.0,17.0,1.0,4.0,5.0,
1711,8,21.0,2.0,4.0,1.0,4.0,5.0,,12.0,1.0,
1360,8,24.0,2.0,4.0,1.0,4.0,12.0,,8.0,,
1719,8,31.0,9.0,6.0,,,3.0,,22.0,,
239,8,36.0,12.0,9.0,9.0,3.0,14.0,,13.0,6.0,
1412,8,26.0,3.0,4.0,4.0,3.0,8.0,1.0,14.0,5.0,
1152,8,,,,,,,,,,
1797,8,14.0,1.0,3.0,5.0,1.0,9.0,,2.0,1.0,
1554,8,1.0,0.0,,,,1.0,,,,
1580,8,33.0,8.0,7.0,,1.0,3.0,,23.0,5.0,1.0
172,8,1.0,0.0,,,,1.0,,,,
708,8,20.0,4.0,4.0,,,11.0,,5.0,,1.0
1708,8,1.0,0.0,,,,1.0,,,,
1597,8,30.0,3.0,7.0,3.0,15.0,13.0,,10.0,6.0,
75282,8,,,,,,,,,,
75293,8,,,,,,,,,,
153,8,31.0,11.0,12.0,2.0,1.0,9.0,1.0,10.0,,2.0
1584,8,11.0,0.0,2.0,1.0,1.0,6.0,,3.0,,
41,8,12.0,2.0,2.0,,1.0,4.0,1.0,6.0,2.0,
843,8,27.0,5.0,8.0,1.0,2.0,7.0,,12.0,11.0,
406,8,24.0,3.0,8.0,1.0,3.0,6.0,,10.0,1.0,
1295,8,,,,,,,,,,
769,8,32.0,8.0,8.0,1.0,5.0,10.0,,14.0,3.0,
583,8,37.0,5.0,12.0,,,19.0,,6.0,1.0,
1164,8,24.0,5.0,6.0,1.0,,9.0,1.0,9.0,9.0,
1362,8,3.0,0.0,1.0,,,1.0,,1.0,,
1178,8,25.0,1.0,7.0,6.0,,13.0,,5.0,3.0,
359,8,16.0,2.0,3.0,,1.0,5.0,,8.0,6.0,
1751,8,37.0,9.0,10.0,,1.0,11.0,,16.0,1.0,
1217,8,28.0,3.0,6.0,12.0,7.0,3.0,,19.0,2.0,
390,8,28.0,3.0,9.0,1.0,2.0,7.0,,12.0,7.0,
880,8,29.0,5.0,6.0,,5.0,11.0,,12.0,10.0,
1700,8,15.0,5.0,5.0,5.0,,6.0,,4.0,1.0,
1701,8,20.0,4.0,6.0,,,6.0,,8.0,,
1075,8,19.0,5.0,7.0,,,6.0,,6.0,4.0,1.0
1657,8,22.0,1.0,3.0,8.0,1.0,9.0,,10.0,4.0,
1639,8,2.0,0.0,1.0,2.0,,1.0,,,1.0,
3,8,21.0,7.0,2.0,,1.0,4.0,,15.0,2.0,
1714,8,4.0,0.0,2.0,,,1.0,,1.0,,
1704,8,,,,,,,,,,
1014,8,31.0,4.0,6.0,6.0,3.0,12.0,1.0,13.0,5.0,
926,8,,,,,,,,,,
1806,8,36.0,5.0,12.0,,3.0,18.0,,6.0,4.0,
1543,8,7.0,0.0,2.0,2.0,,4.0,,1.0,1.0,
1474,8,,,,,,,,,,
1680,8,16.0,0.0,5.0,,,4.0,,7.0,,
8267,8,,,,,,,,,,
566,8,22.0,3.0,4.0,3.0,5.0,10.0,,8.0,5.0,
73994,8,,,,,,,,,,
1771,8,,,,,,,,,,
75286,8,,,,,,,,,,
600,8,17.0,0.0,4.0,2.0,1.0,9.0,,4.0,,
1656,8,,,,,,,,,,
125,8,35.0,7.0,7.0,1.0,,20.0,,8.0,5.0,
1665,8,5.0,0.0,1.0,,,,,4.0,1.0,
1447,8,37.0,5.0,6.0,5.0,4.0,23.0,,8.0,2.0,
726,8,12.0,0.0,2.0,1.0,,5.0,,5.0,,
1272,8,,,,,,,,,,
1807,8,21.0,1.0,6.0,1.0,,12.0,,3.0,2.0,
1786,8,2.0,0.0,1.0,,,1.0,,,,
1219,8,,,,,,,,,,
1415,8,11.0,3.0,3.0,,,4.0,,4.0,,
128,8,,,,,,,,,,
1145,8,25.0,11.0,7.0,,,5.0,,13.0,3.0,
1394,8,9.0,0.0,2.0,,2.0,6.0,,1.0,1.0,
518,8,,,,,,,,,,
1812,8,,,,,,,,,,
569,8,37.0,5.0,14.0,9.0,8.0,12.0,,11.0,7.0,
1499,8,2.0,0.0,,,,,,2.0,,
1185,8,25.0,3.0,8.0,1.0,,9.0,,8.0,3.0,
1706,8,29.0,3.0,3.0,2.0,1.0,11.0,,15.0,7.0,
1663,8,,,,,,,,,,
1005,8,18.0,1.0,5.0,,,10.0,,3.0,2.0,
243,8,16.0,5.0,2.0,,3.0,3.0,,11.0,4.0,
590,8,34.0,8.0,7.0,,3.0,14.0,1.0,13.0,5.0,
187,8,35.0,2.0,9.0,7.0,5.0,18.0,,8.0,5.0,
1591,8,2.0,0.0,1.0,,,1.0,,,,
523,8,26.0,5.0,6.0,,,13.0,,7.0,4.0,1.0
1227,8,11.0,0.0,4.0,1.0,,6.0,,1.0,,
1686,8,2.0,0.0,,,,2.0,,,,
74,8,22.0,5.0,4.0,1.0,,1.0,,17.0,2.0,2.0
75292,8,,,,,,,,,,
1583,8,1.0,0.0,,,,1.0,,,,
331,8,31.0,6.0,6.0,6.0,15.0,3.0,,22.0,6.0,
1308,8,30.0,12.0,12.0,1.0,1.0,7.0,,11.0,6.0,
991,8,28.0,1.0,4.0,6.0,9.0,7.0,,17.0,6.0,
1205,8,34.0,13.0,9.0,9.0,3.0,9.0,,16.0,2.0,
1266,8,,,,,,,,,,
1496,8,1.0,0.0,,,,,,1.0,,
260,8,,,,,,,,,,
1456,8,,,,,,,,,,
1661,8,1.0,0.0,,,,,,1.0,,
1112,8,,,,,,,,,,
589,8,17.0,0.0,4.0,,,11.0,1.0,2.0,3.0,
1673,8,28.0,0.0,7.0,2.0,1.0,17.0,,4.0,1.0,
4415,8,,,,,,,,,,
942,8,13.0,1.0,4.0,,1.0,5.0,,4.0,1.0,
1549,8,2.0,0.0,1.0,,,,,1.0,,
1784,8,12.0,1.0,2.0,,,9.0,,1.0,1.0,
9,8,20.0,6.0,5.0,,,5.0,1.0,10.0,3.0,
1508,8,,,,,,,,,,
1361,8,33.0,7.0,11.0,2.0,,8.0,,14.0,9.0,
1547,8,12.0,1.0,2.0,,1.0,7.0,,3.0,2.0,
33504,8,,,,,,,,,,
21733,8,,,,,,,,,,
1241,8,23.0,4.0,4.0,2.0,3.0,14.0,,5.0,3.0,
1582,8,,,,,,,,,,
32,8,23.0,9.0,4.0,,,2.0,,17.0,,
1963,8,,,,,,,,,,
1697,8,,,,,,,,,,
1190,8,33.0,9.0,6.0,5.0,2.0,9.0,,18.0,13.0,
1658,8,,,,,,,,,,
1624,8,1.0,0.0,,,,1.0,,,1.0,
779,8,,,,,,,,,,
1458,8,19.0,5.0,3.0,1.0,2.0,9.0,,7.0,,
1416,8,,,,,,,,,,
1390,8,,,,,,,,,,
1155,8,21.0,3.0,5.0,,,10.0,,6.0,2.0,
1734,8,,,,,,,,,,
1043,8,,,,,,,,,,
1613,8,,,,,,,,,,
1270,8,34.0,5.0,6.0,19.0,4.0,8.0,,20.0,6.0,
285,8,,,,,,,,,,
749,8,16.0,0.0,5.0,,1.0,9.0,,2.0,1.0,
1793,8,1.0,0.0,,,,1.0,,,,
1633,8,,,,,,,,,,
256,8,15.0,2.0,1.0,,,10.0,1.0,4.0,,
1186,8,17.0,1.0,6.0,1.0,2.0,7.0,,4.0,2.0,
1588,8,,,,,,,,,,
1752,8,32.0,9.0,8.0,1.0,1.0,12.0,,12.0,6.0,
109,8,18.0,6.0,8.0,5.0,1.0,5.0,,5.0,7.0,
1472,8,4.0,1.0,1.0,,,2.0,,1.0,,
332,8,32.0,4.0,6.0,3.0,3.0,2.0,2.0,24.0,2.0,
1393,8,19.0,2.0,5.0,4.0,2.0,10.0,,4.0,6.0,
1211,8,,,,,,,,,,
663,8,,,,,,,,,,
1802,8,1.0,0.0,1.0,,,,,,,
1651,8,31.0,6.0,7.0,1.0,3.0,6.0,,18.0,3.0,
1808,8,14.0,0.0,3.0,1.0,,7.0,,4.0,1.0,
