id,year_id,appearances,clean_sheet,draws,goals,goal_assist,losses,wins,yellow_card,own_goals,red_card
2294,11,33.0,6.0,5.0,1.0,,15.0,13.0,4.0,,1.0
1929,11,1.0,0.0,,,,1.0,,,,
1267,11,,,,,,,,,,
1402,11,16.0,1.0,3.0,2.0,1.0,3.0,10.0,1.0,,
2180,11,6.0,0.0,2.0,,,4.0,,,1.0,
1947,11,,,,,,,,,,
1621,11,,,,,,,,,,
1072,11,10.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,,
1805,11,17.0,2.0,6.0,5.0,1.0,6.0,5.0,,,1.0
1692,11,32.0,3.0,5.0,14.0,1.0,14.0,13.0,1.0,,
324,11,1.0,0.0,,,,,1.0,,,
2373,11,3.0,0.0,,,,3.0,,,,
1905,11,,,,,,,,,,
2321,11,,,,,,,,,,
1193,11,38.0,5.0,8.0,,1.0,16.0,14.0,4.0,,
524,11,37.0,8.0,9.0,1.0,2.0,15.0,13.0,1.0,,
1681,11,1.0,0.0,,,,,1.0,,,
1731,11,,,,,,,,,,
1049,11,31.0,8.0,5.0,14.0,7.0,14.0,12.0,3.0,,
1757,11,30.0,3.0,5.0,1.0,2.0,22.0,3.0,6.0,,
469,11,1.0,0.0,,,,1.0,,,,
1958,11,8.0,0.0,1.0,,,1.0,6.0,,,
2260,11,2.0,0.0,,,,,2.0,,,
14,11,24.0,5.0,7.0,,1.0,3.0,14.0,6.0,1.0,
1502,11,16.0,0.0,4.0,5.0,4.0,3.0,9.0,,,
1520,11,19.0,5.0,3.0,,1.0,9.0,7.0,1.0,,
1249,11,9.0,0.0,4.0,1.0,,3.0,2.0,,,
2189,11,17.0,0.0,5.0,2.0,,10.0,2.0,1.0,,
1627,11,25.0,2.0,6.0,,1.0,11.0,8.0,,1.0,
2055,11,,,,,,,,,,
1848,11,38.0,8.0,7.0,,,17.0,14.0,1.0,,1.0
1515,11,30.0,2.0,6.0,3.0,1.0,14.0,10.0,4.0,,1.0
1359,11,8.0,2.0,4.0,,,3.0,1.0,,,
800,11,38.0,12.0,10.0,6.0,3.0,9.0,19.0,3.0,,
1850,11,34.0,4.0,6.0,2.0,,16.0,12.0,4.0,,
2002,11,26.0,2.0,4.0,2.0,1.0,5.0,17.0,1.0,2.0,
2139,11,,,,,,,,,,
1683,11,,,,,,,,,,
2382,11,32.0,1.0,6.0,4.0,5.0,20.0,6.0,4.0,,
928,11,,,,,,,,,,
2358,11,17.0,1.0,4.0,,2.0,9.0,4.0,1.0,,
2174,11,,,,,,,,,,
1701,11,4.0,2.0,2.0,,1.0,,2.0,,,
2407,11,,,,,,,,,,
1864,11,,,,,,,,,,
2149,11,1.0,0.0,,,,1.0,,,,
1973,11,17.0,0.0,1.0,,,14.0,2.0,2.0,,
2210,11,6.0,0.0,4.0,,,1.0,1.0,2.0,,
1704,11,,,,,,,,,,
2371,11,,,,,,,,,,
1831,11,27.0,4.0,9.0,1.0,1.0,3.0,15.0,7.0,,
2076,11,,,,,,,,,,
1656,11,3.0,0.0,1.0,1.0,,,2.0,,,
2400,11,,,,,,,,,,
2093,11,1.0,0.0,1.0,,,,,,,
2213,11,,,,,,,,,,
2401,11,1.0,0.0,,,,1.0,,,,
1956,11,4.0,0.0,1.0,,,,3.0,,,
2205,11,10.0,6.0,4.0,,,2.0,4.0,5.0,,1.0
1839,11,5.0,1.0,,,,4.0,1.0,2.0,,
2215,11,,,,,,,,,,
1447,11,7.0,0.0,2.0,,,3.0,2.0,,,
566,11,20.0,1.0,6.0,,6.0,7.0,7.0,1.0,,1.0
2175,11,20.0,1.0,5.0,5.0,1.0,8.0,7.0,2.0,,
1680,11,,,,,,,,,,
2291,11,,,,,,,,,,
2212,11,9.0,0.0,4.0,,,2.0,3.0,,,
1999,11,,,,,,,,,,
1135,11,38.0,9.0,6.0,14.0,5.0,17.0,15.0,,,
1843,11,15.0,1.0,3.0,1.0,3.0,6.0,6.0,1.0,,
1972,11,13.0,1.0,1.0,,1.0,10.0,2.0,,,
2376,11,,,,,,,,,,
1415,11,,,,,,,,,,
1771,11,12.0,2.0,3.0,1.0,,5.0,4.0,2.0,,
2264,11,,,,,,,,,,
2257,11,,,,,,,,,,
2220,11,,,,,,,,,,
1272,11,1.0,0.0,,,,1.0,,,,
167,11,,,,,,,,,,
259,11,20.0,5.0,3.0,,2.0,8.0,9.0,3.0,1.0,
1145,11,19.0,4.0,5.0,1.0,,6.0,8.0,3.0,,1.0
128,11,26.0,6.0,7.0,,,15.0,4.0,1.0,1.0,
1706,11,34.0,4.0,4.0,1.0,3.0,16.0,14.0,10.0,,
1920,11,2.0,1.0,1.0,,,1.0,,,,
2368,11,28.0,5.0,5.0,2.0,,18.0,5.0,,,
2014,11,,,,,,,,,,
2129,11,3.0,1.0,1.0,,,1.0,1.0,1.0,,
2028,11,,,,,,,,,,
2253,11,,,,,,,,,,
569,11,19.0,2.0,2.0,4.0,2.0,11.0,6.0,2.0,,
104,11,25.0,3.0,10.0,,,10.0,5.0,2.0,,
509,11,13.0,2.0,2.0,1.0,,5.0,6.0,,,
2111,11,27.0,3.0,5.0,9.0,2.0,10.0,12.0,2.0,,
1940,11,30.0,9.0,5.0,,,5.0,20.0,1.0,,
1854,11,31.0,2.0,7.0,4.0,2.0,11.0,13.0,3.0,,
2361,11,,,,,,,,,,
1308,11,35.0,8.0,9.0,3.0,4.0,15.0,11.0,11.0,,
243,11,,,,,,,,,,
2303,11,7.0,3.0,1.0,1.0,,3.0,3.0,2.0,,
1005,11,38.0,10.0,13.0,23.0,2.0,12.0,13.0,4.0,,
2140,11,11.0,0.0,2.0,1.0,,8.0,1.0,,,
1957,11,,,,,,,,,,
523,11,2.0,1.0,,,,1.0,1.0,1.0,,
331,11,31.0,8.0,6.0,6.0,8.0,4.0,21.0,5.0,,
2349,11,,,,,,,,,,
2301,11,8.0,0.0,,,2.0,6.0,2.0,,,
1869,11,29.0,10.0,5.0,7.0,5.0,8.0,16.0,1.0,,
2300,11,33.0,4.0,6.0,3.0,6.0,16.0,11.0,4.0,,1.0
2176,11,10.0,4.0,2.0,,,3.0,5.0,,,
2009,11,,,,,,,,,,
1205,11,2.0,0.0,1.0,,,1.0,,,,
1499,11,,,,,,,,,,
1247,11,27.0,4.0,5.0,1.0,8.0,12.0,10.0,2.0,,
991,11,29.0,0.0,7.0,4.0,9.0,5.0,17.0,3.0,,
1955,11,30.0,9.0,4.0,2.0,,10.0,16.0,5.0,,
2351,11,2.0,0.0,,,,2.0,,,,
74,11,16.0,7.0,2.0,1.0,,3.0,11.0,2.0,,
2297,11,1.0,0.0,1.0,,,,,,,
1661,11,,,,,,,,,,
548,11,31.0,10.0,11.0,1.0,,11.0,9.0,5.0,,
2136,11,20.0,3.0,4.0,,,14.0,2.0,4.0,,
1456,11,,,,,,,,,,
2356,11,1.0,0.0,,,,,1.0,,,
1361,11,28.0,5.0,8.0,,,11.0,9.0,7.0,,
2365,11,,,,,,,,,,
1951,11,18.0,2.0,6.0,2.0,2.0,5.0,7.0,2.0,,
2255,11,5.0,1.0,,,,4.0,1.0,1.0,,
2328,11,,,,,,,,,,
2114,11,19.0,3.0,5.0,,,5.0,9.0,2.0,,
1857,11,,,,,,,,,,
260,11,,,,,,,,,,
1155,11,14.0,1.0,5.0,,,6.0,3.0,1.0,,
445,11,33.0,11.0,9.0,,,12.0,12.0,9.0,1.0,1.0
1890,11,16.0,4.0,3.0,,,6.0,7.0,3.0,,
1921,11,6.0,0.0,2.0,,,3.0,1.0,,,
2143,11,,,,,,,,,,
1516,11,3.0,0.0,,,,2.0,1.0,,,
2398,11,,,,,,,,,,
1734,11,,,,,,,,,,
1582,11,3.0,0.0,,,,3.0,,,,
1906,11,2.0,0.0,,,,2.0,,2.0,,
2168,11,8.0,2.0,3.0,,,2.0,3.0,1.0,,
2144,11,35.0,4.0,8.0,,1.0,15.0,12.0,7.0,,
1458,11,34.0,12.0,13.0,1.0,2.0,9.0,12.0,6.0,,
2344,11,8.0,0.0,,,,8.0,,2.0,,
32,11,,,,,,,,,,
1270,11,5.0,0.0,1.0,,,3.0,1.0,,,
1834,11,18.0,2.0,3.0,2.0,,4.0,11.0,4.0,1.0,
35,11,32.0,10.0,8.0,3.0,,12.0,12.0,5.0,,
1190,11,25.0,5.0,5.0,3.0,2.0,12.0,8.0,12.0,,
1740,11,35.0,9.0,6.0,2.0,4.0,10.0,19.0,1.0,,
2214,11,,,,,,,,,,
2389,11,,,,,,,,,,
2378,11,,,,,,,,,,
1337,11,28.0,6.0,8.0,8.0,4.0,7.0,13.0,1.0,,
1926,11,,,,,,,,,,
2020,11,,,,,,,,,,
2152,11,,,,,,,,,,
290,11,,,,,,,,,,
2343,11,,,,,,,,,,
2267,11,,,,,,,,,,
1184,11,25.0,6.0,3.0,,1.0,10.0,12.0,5.0,,
1156,11,1.0,0.0,1.0,,,,,1.0,,
2383,11,,,,,,,,,,
1445,11,1.0,0.0,,,,1.0,,,,
2172,11,,,,,,,,,,
2195,11,1.0,0.0,,,,1.0,,,,
715,11,2.0,0.0,,,,,2.0,,,
1118,11,36.0,8.0,6.0,10.0,2.0,16.0,14.0,7.0,,
2211,11,9.0,0.0,3.0,1.0,1.0,3.0,3.0,,,
1503,11,33.0,7.0,8.0,,,15.0,10.0,1.0,1.0,1.0
1747,11,4.0,1.0,,,,3.0,1.0,,,
2399,11,,,,,,,,,,
45,11,8.0,0.0,3.0,1.0,,5.0,,,,
2355,11,,,,,,,,,,
2234,11,3.0,0.0,1.0,,,,2.0,,,
2072,11,32.0,8.0,7.0,,2.0,14.0,11.0,6.0,,
1772,11,23.0,1.0,4.0,1.0,3.0,11.0,8.0,,,
1344,11,23.0,4.0,6.0,1.0,,7.0,10.0,2.0,1.0,
2053,11,2.0,1.0,1.0,,,1.0,,1.0,,
1532,11,3.0,0.0,1.0,,,1.0,1.0,,,
877,11,7.0,0.0,,,,5.0,2.0,1.0,,
2348,11,,,,,,,,,,
1222,11,,,,,,,,,,
2131,11,37.0,4.0,13.0,3.0,3.0,11.0,13.0,3.0,,
2332,11,,,,,,,,,,
2118,11,25.0,1.0,5.0,6.0,2.0,4.0,16.0,2.0,,
1111,11,28.0,9.0,5.0,,1.0,4.0,19.0,3.0,,
300,11,33.0,12.0,10.0,2.0,,8.0,15.0,3.0,,1.0
1943,11,,,,,,,,,,
2372,11,,,,,,,,,,
2281,11,,,,,,,,,,
1346,11,34.0,9.0,13.0,2.0,2.0,11.0,10.0,7.0,,
858,11,,,,,,,,,,
1538,11,,,,,,,,,,
2280,11,,,,,,,,,,
519,11,,,,,,,,,,
2101,11,,,,,,,,,,
1635,11,35.0,10.0,6.0,9.0,,15.0,14.0,7.0,,
1628,11,17.0,2.0,4.0,,,7.0,6.0,5.0,,
277,11,21.0,1.0,4.0,4.0,1.0,10.0,7.0,1.0,,
2091,11,,,,,,,,,,
2147,11,,,,,,,,,,
2041,11,32.0,7.0,13.0,2.0,1.0,11.0,8.0,4.0,,1.0
2204,11,1.0,0.0,,,,,1.0,,,
1420,11,37.0,15.0,12.0,,,9.0,16.0,,,
2390,11,,,,,,,,,,
2316,11,33.0,9.0,10.0,7.0,8.0,11.0,12.0,1.0,,
2051,11,26.0,4.0,3.0,1.0,,13.0,10.0,3.0,,
401,11,16.0,1.0,3.0,,3.0,7.0,6.0,2.0,,
2000,11,1.0,0.0,,,,,1.0,,,
2054,11,38.0,11.0,10.0,4.0,1.0,9.0,19.0,5.0,1.0,
1804,11,,,,,,,,,,
1739,11,,,,,,,,,,
1220,11,,,,,,,,,,
321,11,26.0,8.0,5.0,,4.0,3.0,18.0,3.0,,
329,11,25.0,2.0,6.0,,3.0,7.0,12.0,2.0,,
2164,11,,,,,,,,,,
2405,11,,,,,,,,,,
416,11,2.0,0.0,,,,1.0,1.0,,,
639,11,22.0,4.0,4.0,,,14.0,4.0,1.0,1.0,
2165,11,35.0,8.0,8.0,,2.0,5.0,22.0,,,
335,11,36.0,11.0,7.0,8.0,10.0,5.0,24.0,,,
1536,11,10.0,3.0,3.0,,,3.0,4.0,,,
2182,11,9.0,1.0,2.0,,1.0,5.0,2.0,3.0,,
2353,11,,,,,,,,,,
1938,11,26.0,1.0,4.0,7.0,2.0,13.0,9.0,,,
1738,11,,,,,,,,,,
1736,11,29.0,7.0,8.0,,,12.0,9.0,1.0,1.0,1.0
1886,11,33.0,8.0,8.0,1.0,8.0,12.0,13.0,11.0,,
2019,11,,,,,,,,,,
2375,11,36.0,5.0,7.0,1.0,,23.0,6.0,10.0,,
1429,11,38.0,10.0,10.0,2.0,3.0,15.0,13.0,6.0,,
2283,11,,,,,,,,,,
2262,11,,,,,,,,,,
2198,11,10.0,5.0,1.0,,,3.0,6.0,2.0,1.0,
1919,11,1.0,0.0,,,,1.0,,,,
1253,11,32.0,4.0,6.0,1.0,2.0,23.0,3.0,3.0,,
1493,11,,,,,,,,,,
2026,11,11.0,0.0,2.0,1.0,,4.0,5.0,2.0,,
2312,11,,,,,,,,,,
2173,11,11.0,0.0,2.0,2.0,2.0,5.0,4.0,2.0,,1.0
1863,11,30.0,0.0,8.0,4.0,4.0,7.0,15.0,5.0,,
938,11,,,,,,,,,,
1437,11,27.0,7.0,4.0,1.0,1.0,8.0,15.0,6.0,1.0,1.0
851,11,38.0,14.0,6.0,,,11.0,21.0,,,
2135,11,,,,,,,,,,
1829,11,,,,,,,,,,
1688,11,11.0,0.0,3.0,,,7.0,1.0,1.0,,
1866,11,35.0,2.0,10.0,10.0,2.0,9.0,16.0,1.0,,
2230,11,,,,,,,,,,
