id,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4040,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,22,0.0,1.0,,,,,,3.0,,,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,3.0,,,,,,1.0,,,,,1.0,1.0,,1.0,11.0,,,,4.0,,,2.0,,,,,,,,1.0,,,2.0,4.0,,,1.0,,1.0,,,,,2.0,3.0,,,,,4.0,,,1.0,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,22,27.0,225.0,10.0,,,,,35.0,,65.0,260.0,,3.0,6.0,26.0,,179.0,138.0,,,,,,,,,,,,,,,,,,,,,258.0,,2.0,,2.0,,,,1.0,7.0,10.0,,14.0,44.0,,1.0,,271.0,26.0,32.0,25.0,7.0,,,,,,67.0,271.0,88.0,11.0,17.0,2339.0,,,,314.0,,9.0,25.0,3.0,247.0,247.0,,38.0,1.0,2.0,58.0,,,6.0,226.0,,,265.0,13.0,14.0,,,,,35.0,131.0,148.0,,195.0,,396.0,,,,,,894.0,1.0,1.0,6.0,9.0,,,,2.0,,44.0,,,,,,,,,,,,,,,,,7.0,6.0,,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,110.0,3.0,156.0,13.0,28.0,211.0,188.0,160.0,13.0,36.0,27.0,62.0,6.0,6.0,,,,1.0,2.0,,31.0,3.0,,2.0,35.0,,,,,,,,,
4482,22,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,22,230.0,63.0,8.0,,5.0,5.0,,358.0,53.0,8.0,416.0,3.0,8.0,9.0,23.0,5.0,63.0,78.0,29.0,,10.0,,22.0,21.0,,8.0,10.0,2.0,6.0,5.0,15.0,72.0,20.0,56.0,8.0,5.0,9.0,146.0,49.0,,22.0,14.0,7.0,1.0,24.0,1.0,49.0,137.0,87.0,,1.0,33.0,12.0,17.0,,101.0,20.0,13.0,11.0,2.0,1.0,18.0,6.0,6.0,,127.0,12.0,9.0,4.0,,1539.0,14.0,21.0,43.0,483.0,,95.0,61.0,31.0,252.0,252.0,11.0,8.0,30.0,22.0,116.0,,29.0,242.0,409.0,4.0,35.0,72.0,16.0,1.0,100.0,1.0,26.0,25.0,296.0,444.0,,58.0,12.0,18.0,490.0,86.0,15.0,3.0,13.0,3.0,868.0,36.0,36.0,23.0,16.0,43.0,21.0,11.0,4.0,7.0,,3.0,5.0,37.0,3.0,1.0,8.0,12.0,15.0,21.0,4.0,10.0,,,7.0,11.0,6.0,2.0,3.0,,,17.0,15.0,6.0,5.0,6.0,,2.0,,,15.0,,,,1.0,2.0,,4.0,20.0,4.0,9.0,12.0,,4.0,3.0,,2.0,7.0,2.0,,,,5.0,5.0,2.0,1.0,5.0,,2.0,,,,11.0,5.0,2.0,1.0,,1.0,,1.0,1.0,,,,1.0,6.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
4543,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,22,190.0,113.0,8.0,,8.0,8.0,2.0,200.0,46.0,17.0,305.0,2.0,14.0,4.0,17.0,10.0,86.0,72.0,7.0,1.0,1.0,2.0,2.0,17.0,,3.0,3.0,2.0,6.0,5.0,14.0,18.0,2.0,3.0,1.0,2.0,3.0,120.0,49.0,,22.0,5.0,8.0,3.0,14.0,9.0,27.0,88.0,63.0,,,27.0,11.0,19.0,3.0,76.0,10.0,12.0,11.0,1.0,1.0,8.0,8.0,8.0,,86.0,15.0,12.0,8.0,,935.0,5.0,6.0,7.0,349.0,,33.0,83.0,26.0,149.0,149.0,3.0,17.0,29.0,23.0,79.0,,9.0,101.0,293.0,10.0,11.0,127.0,14.0,,41.0,2.0,28.0,26.0,133.0,262.0,4.0,47.0,21.0,7.0,361.0,21.0,8.0,7.0,13.0,2.0,577.0,20.0,20.0,31.0,6.0,18.0,11.0,12.0,1.0,2.0,,,1.0,2.0,,,,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,,,3.0,,,1.0,1.0,3.0,3.0,3.0,,1.0,,,3.0,,,,1.0,1.0,1.0,1.0,5.0,,1.0,3.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
3564,22,0.0,78.0,15.0,14.0,41.0,27.0,4.0,222.0,6.0,24.0,259.0,15.0,15.0,3.0,19.0,9.0,66.0,51.0,22.0,8.0,5.0,,2.0,8.0,,1.0,2.0,10.0,5.0,3.0,19.0,23.0,5.0,17.0,2.0,1.0,1.0,69.0,54.0,2.0,30.0,10.0,17.0,40.0,73.0,47.0,16.0,79.0,76.0,2.0,7.0,83.0,5.0,13.0,14.0,128.0,9.0,19.0,13.0,6.0,1.0,24.0,5.0,5.0,,119.0,49.0,20.0,11.0,2.0,966.0,18.0,16.0,7.0,346.0,,39.0,134.0,64.0,291.0,291.0,6.0,24.0,24.0,30.0,42.0,,8.0,115.0,250.0,17.0,34.0,95.0,41.0,7.0,41.0,35.0,169.0,134.0,173.0,432.0,19.0,6.0,54.0,3.0,358.0,25.0,4.0,10.0,35.0,17.0,745.0,21.0,21.0,16.0,4.0,22.0,21.0,26.0,4.0,4.0,3.0,1.0,,1.0,,,,,,4.0,2.0,1.0,1.0,,3.0,1.0,,2.0,4.0,2.0,,,,4.0,4.0,3.0,2.0,1.0,,,3.0,,,2.0,1.0,,,,10.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,22,91.0,43.0,5.0,11.0,21.0,10.0,,188.0,21.0,2.0,210.0,3.0,14.0,4.0,13.0,2.0,59.0,69.0,13.0,6.0,8.0,3.0,7.0,4.0,,3.0,6.0,1.0,5.0,1.0,8.0,27.0,11.0,27.0,5.0,2.0,3.0,71.0,23.0,,8.0,4.0,1.0,36.0,28.0,2.0,12.0,51.0,23.0,,4.0,22.0,3.0,4.0,7.0,50.0,9.0,13.0,12.0,1.0,,20.0,4.0,4.0,,83.0,13.0,6.0,2.0,,858.0,7.0,16.0,17.0,247.0,,11.0,109.0,11.0,142.0,142.0,5.0,9.0,9.0,8.0,54.0,,12.0,102.0,199.0,4.0,23.0,47.0,7.0,4.0,30.0,30.0,67.0,37.0,134.0,278.0,1.0,25.0,3.0,6.0,258.0,33.0,3.0,4.0,5.0,3.0,454.0,12.0,12.0,7.0,9.0,9.0,16.0,4.0,1.0,4.0,,1.0,1.0,12.0,,1.0,2.0,3.0,4.0,11.0,1.0,3.0,,,6.0,7.0,1.0,2.0,2.0,1.0,,5.0,5.0,4.0,4.0,3.0,1.0,1.0,,,2.0,,,3.0,,,,3.0,6.0,1.0,2.0,3.0,,3.0,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,,3.0,,1.0,1.0,,1.0,,2.0,2.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
4748,22,0.0,228.0,42.0,24.0,38.0,14.0,1.0,652.0,60.0,73.0,842.0,9.0,24.0,8.0,25.0,4.0,102.0,84.0,50.0,12.0,4.0,2.0,6.0,4.0,,5.0,4.0,9.0,11.0,6.0,27.0,42.0,11.0,39.0,7.0,,4.0,262.0,110.0,2.0,21.0,12.0,20.0,77.0,38.0,10.0,32.0,124.0,113.0,2.0,8.0,96.0,5.0,25.0,7.0,213.0,18.0,14.0,14.0,,2.0,30.0,17.0,17.0,,271.0,56.0,39.0,3.0,1.0,1677.0,28.0,36.0,16.0,960.0,,146.0,175.0,70.0,332.0,332.0,14.0,43.0,53.0,21.0,238.0,1.0,17.0,390.0,822.0,6.0,65.0,253.0,72.0,8.0,68.0,66.0,121.0,55.0,480.0,852.0,6.0,62.0,94.0,4.0,984.0,45.0,9.0,7.0,46.0,10.0,1419.0,29.0,29.0,21.0,17.0,38.0,13.0,35.0,3.0,4.0,3.0,1.0,,8.0,1.0,,2.0,3.0,2.0,6.0,1.0,3.0,,,4.0,2.0,1.0,3.0,5.0,3.0,,4.0,4.0,2.0,1.0,1.0,3.0,1.0,,,7.0,,,1.0,,1.0,,6.0,17.0,2.0,4.0,4.0,1.0,,,,1.0,2.0,4.0,,2.0,,2.0,2.0,,,1.0,4.0,2.0,,,,3.0,1.0,4.0,1.0,,,,2.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
3955,22,54.0,487.0,56.0,4.0,18.0,14.0,2.0,677.0,8.0,100.0,1146.0,216.0,31.0,49.0,26.0,7.0,190.0,109.0,22.0,7.0,,7.0,,,,,3.0,5.0,7.0,4.0,16.0,7.0,4.0,17.0,2.0,,1.0,177.0,147.0,16.0,34.0,5.0,26.0,22.0,50.0,10.0,34.0,129.0,151.0,16.0,68.0,259.0,3.0,26.0,7.0,527.0,26.0,36.0,33.0,3.0,,109.0,57.0,57.0,,556.0,280.0,170.0,7.0,15.0,2298.0,11.0,20.0,5.0,1350.0,5.0,53.0,484.0,46.0,472.0,472.0,2.0,85.0,60.0,34.0,135.0,1.0,7.0,332.0,1111.0,17.0,31.0,542.0,93.0,68.0,34.0,22.0,89.0,67.0,455.0,942.0,62.0,8.0,166.0,1.0,1395.0,17.0,1.0,,53.0,291.0,2151.0,16.0,16.0,31.0,14.0,22.0,21.0,44.0,5.0,8.0,7.0,2.0,,,,,,,,,,3.0,,,1.0,,,9.0,5.0,53.0,,1.0,,2.0,1.0,1.0,53.0,1.0,6.0,7.0,10.0,,,3.0,,13.0,,3.0,19.0,6.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,3.0,,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
3684,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,22,0.0,18.0,2.0,,4.0,4.0,,71.0,8.0,3.0,85.0,,11.0,1.0,12.0,,44.0,29.0,3.0,,5.0,,4.0,,,1.0,3.0,,1.0,,1.0,9.0,3.0,7.0,1.0,,1.0,35.0,7.0,,4.0,,4.0,,6.0,4.0,5.0,29.0,7.0,,2.0,6.0,1.0,7.0,,18.0,5.0,5.0,3.0,2.0,,1.0,1.0,1.0,,31.0,9.0,7.0,5.0,,410.0,2.0,2.0,4.0,100.0,,16.0,26.0,9.0,52.0,52.0,2.0,1.0,4.0,4.0,24.0,,5.0,43.0,77.0,3.0,4.0,19.0,2.0,2.0,5.0,,10.0,10.0,59.0,99.0,1.0,11.0,4.0,7.0,108.0,9.0,3.0,7.0,2.0,,164.0,14.0,14.0,4.0,5.0,1.0,4.0,1.0,,,1.0,1.0,,3.0,,,2.0,,,4.0,,1.0,,,2.0,2.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,22,104.0,482.0,52.0,,,,,449.0,18.0,77.0,931.0,,43.0,53.0,23.0,26.0,103.0,76.0,7.0,,,,1.0,3.0,,2.0,8.0,4.0,10.0,2.0,16.0,11.0,1.0,14.0,,,1.0,165.0,157.0,,21.0,5.0,20.0,,,,30.0,147.0,163.0,,48.0,138.0,2.0,47.0,,269.0,19.0,14.0,10.0,4.0,,103.0,33.0,33.0,,355.0,161.0,104.0,6.0,5.0,1659.0,4.0,3.0,2.0,1084.0,2.0,117.0,126.0,11.0,234.0,234.0,3.0,39.0,115.0,21.0,313.0,,11.0,144.0,913.0,12.0,7.0,530.0,94.0,48.0,27.0,,,,209.0,572.0,9.0,20.0,108.0,,1102.0,18.0,5.0,4.0,65.0,,1398.0,15.0,15.0,31.0,11.0,16.0,3.0,53.0,7.0,,2.0,,,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,8.0,6.0,29.0,2.0,,,,,,29.0,,,1.0,4.0,,,2.0,,2.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,22,266.0,420.0,53.0,32.0,55.0,23.0,8.0,533.0,23.0,74.0,898.0,15.0,36.0,14.0,34.0,5.0,102.0,76.0,20.0,17.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,8.0,5.0,16.0,16.0,6.0,18.0,3.0,1.0,1.0,206.0,108.0,9.0,39.0,4.0,24.0,97.0,19.0,30.0,17.0,106.0,71.0,9.0,15.0,171.0,3.0,21.0,21.0,332.0,16.0,23.0,19.0,4.0,,68.0,23.0,23.0,,285.0,163.0,123.0,10.0,5.0,1601.0,22.0,17.0,7.0,1000.0,3.0,107.0,204.0,78.0,282.0,281.0,10.0,42.0,56.0,39.0,208.0,2.0,9.0,211.0,873.0,25.0,39.0,455.0,87.0,16.0,14.0,89.0,159.0,70.0,283.0,735.0,20.0,24.0,105.0,,1031.0,20.0,7.0,18.0,36.0,16.0,1415.0,9.0,9.0,17.0,14.0,5.0,13.0,30.0,3.0,1.0,6.0,,1.0,1.0,,,,,,2.0,1.0,1.0,,,4.0,,,1.0,10.0,8.0,,,,2.0,2.0,1.0,8.0,,3.0,2.0,1.0,,,1.0,,,,,11.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,2.0,,,,,,,3.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,22,0.0,343.0,32.0,,1.0,1.0,,174.0,2.0,81.0,516.0,20.0,42.0,70.0,23.0,5.0,194.0,138.0,4.0,,1.0,,4.0,4.0,,2.0,1.0,,2.0,,2.0,3.0,1.0,1.0,,,1.0,56.0,51.0,7.0,19.0,1.0,8.0,,3.0,4.0,4.0,79.0,107.0,7.0,190.0,131.0,,25.0,,345.0,20.0,43.0,35.0,8.0,,41.0,44.0,44.0,,59.0,203.0,105.0,12.0,27.0,1846.0,1.0,3.0,4.0,661.0,17.0,114.0,15.0,27.0,202.0,202.0,,39.0,12.0,19.0,219.0,,6.0,55.0,502.0,7.0,5.0,379.0,90.0,190.0,10.0,,7.0,7.0,141.0,307.0,61.0,2.0,159.0,1.0,679.0,11.0,1.0,3.0,23.0,37.0,1073.0,4.0,4.0,12.0,7.0,7.0,5.0,19.0,5.0,,13.0,,,5.0,,1.0,6.0,1.0,1.0,3.0,,2.0,,,2.0,1.0,,3.0,4.0,128.0,,1.0,,,,,128.0,,8.0,13.0,,2.0,,2.0,,1.0,,,2.0,,,2.0,1.0,,,,1.0,1.0,,,,,1.0,3.0,2.0,,,,,,,,,2.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,22,72.0,334.0,32.0,7.0,16.0,9.0,,480.0,8.0,38.0,798.0,244.0,42.0,72.0,36.0,11.0,289.0,207.0,11.0,7.0,2.0,,5.0,6.0,,1.0,1.0,5.0,1.0,2.0,8.0,16.0,4.0,9.0,1.0,2.0,1.0,191.0,199.0,18.0,64.0,8.0,27.0,26.0,45.0,23.0,30.0,157.0,254.0,18.0,167.0,228.0,1.0,31.0,4.0,464.0,36.0,44.0,38.0,6.0,1.0,143.0,88.0,88.0,,251.0,260.0,123.0,17.0,23.0,3240.0,9.0,11.0,5.0,1039.0,12.0,134.0,271.0,53.0,535.0,534.0,7.0,111.0,81.0,64.0,151.0,,6.0,221.0,782.0,31.0,20.0,404.0,76.0,168.0,62.0,25.0,97.0,72.0,321.0,750.0,91.0,8.0,103.0,2.0,1057.0,19.0,,,114.0,348.0,2134.0,21.0,21.0,41.0,13.0,31.0,22.0,102.0,3.0,1.0,25.0,1.0,,8.0,,,4.0,3.0,,3.0,,3.0,,,3.0,1.0,,12.0,6.0,105.0,2.0,,,2.0,1.0,2.0,105.0,1.0,15.0,8.0,5.0,,,5.0,,6.0,,,5.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
3446,22,0.0,24.0,4.0,,,,,74.0,6.0,10.0,98.0,,3.0,1.0,4.0,1.0,7.0,6.0,4.0,,,,,2.0,,1.0,,,1.0,1.0,2.0,2.0,,,,,1.0,10.0,7.0,,6.0,,1.0,,,,4.0,13.0,8.0,,3.0,23.0,,5.0,,39.0,2.0,2.0,1.0,1.0,,6.0,3.0,3.0,,37.0,18.0,16.0,2.0,1.0,155.0,1.0,3.0,1.0,118.0,,18.0,22.0,2.0,30.0,30.0,1.0,1.0,5.0,6.0,32.0,,1.0,31.0,98.0,1.0,4.0,30.0,6.0,3.0,2.0,,,,39.0,88.0,,6.0,13.0,1.0,118.0,2.0,2.0,2.0,5.0,1.0,144.0,2.0,2.0,1.0,2.0,1.0,,5.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
