id,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4821,22,111.0,469.0,45.0,,11.0,11.0,,455.0,10.0,49.0,913.0,275.0,49.0,74.0,36.0,25.0,253.0,219.0,13.0,1.0,,,1.0,10.0,2.0,2.0,2.0,,7.0,,5.0,8.0,,,,,,196.0,146.0,29.0,89.0,1.0,47.0,,40.0,21.0,19.0,191.0,240.0,29.0,125.0,222.0,6.0,57.0,,536.0,34.0,46.0,38.0,8.0,,165.0,56.0,56.0,1.0,85.0,288.0,150.0,14.0,30.0,2902.0,9.0,7.0,1.0,1173.0,14.0,392.0,21.0,50.0,489.0,488.0,4.0,94.0,48.0,89.0,395.0,,8.0,180.0,885.0,41.0,16.0,566.0,106.0,126.0,32.0,,61.0,61.0,294.0,707.0,63.0,10.0,125.0,2.0,1212.0,10.0,5.0,2.0,119.0,344.0,2161.0,24.0,24.0,36.0,11.0,13.0,6.0,89.0,5.0,1.0,14.0,1.0,,,,,,1.0,,,,2.0,,,4.0,,,7.0,11.0,70.0,2.0,1.0,1.0,2.0,1.0,2.0,70.0,,10.0,9.0,4.0,1.0,,4.0,,11.0,,,2.0,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,22,0.0,3.0,1.0,,,,,7.0,,9.0,10.0,,,,1.0,,10.0,8.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,6.0,,,,20.0,1.0,3.0,3.0,,,,,,,,23.0,11.0,1.0,2.0,90.0,,,,12.0,,1.0,9.0,,13.0,13.0,,,,,1.0,,,1.0,7.0,,,4.0,1.0,,,,,,5.0,17.0,15.0,,20.0,,21.0,,,,,,40.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,1.0,2.0,6.0,8.0,4.0,,2.0,2.0,4.0,,,,,,,,1.0,3.0,,,,3.0,,,,,,,,,
4540,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,22,0.0,448.0,16.0,,1.0,1.0,,440.0,5.0,51.0,887.0,,36.0,66.0,29.0,7.0,81.0,83.0,10.0,,,,2.0,,,1.0,,1.0,,1.0,2.0,2.0,1.0,3.0,3.0,,1.0,78.0,94.0,2.0,7.0,2.0,17.0,,1.0,1.0,7.0,77.0,102.0,2.0,58.0,105.0,,18.0,,330.0,14.0,20.0,17.0,3.0,,114.0,32.0,32.0,,315.0,155.0,117.0,4.0,5.0,1527.0,5.0,5.0,6.0,978.0,4.0,78.0,144.0,3.0,112.0,111.0,5.0,41.0,48.0,7.0,261.0,,2.0,138.0,882.0,6.0,10.0,478.0,23.0,59.0,3.0,,2.0,2.0,168.0,508.0,7.0,5.0,59.0,,984.0,10.0,2.0,15.0,25.0,,1159.0,4.0,4.0,11.0,21.0,2.0,2.0,21.0,7.0,1.0,,,1.0,7.0,,,6.0,1.0,,5.0,,1.0,,,1.0,,,6.0,4.0,41.0,1.0,,,,,,42.0,,1.0,6.0,,,,,,,1.0,,6.0,,1.0,,,,2.0,,,,,,,,,1.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,22,385.0,369.0,27.0,2.0,7.0,5.0,,495.0,47.0,37.0,857.0,3.0,66.0,68.0,35.0,8.0,226.0,142.0,25.0,,4.0,1.0,10.0,13.0,,3.0,6.0,10.0,5.0,3.0,19.0,43.0,7.0,32.0,3.0,4.0,4.0,251.0,165.0,5.0,56.0,17.0,21.0,7.0,33.0,12.0,46.0,198.0,164.0,5.0,30.0,97.0,3.0,35.0,2.0,244.0,31.0,45.0,37.0,8.0,1.0,108.0,33.0,33.0,,209.0,81.0,50.0,17.0,2.0,2620.0,10.0,18.0,18.0,1014.0,,179.0,120.0,43.0,353.0,353.0,8.0,61.0,96.0,56.0,321.0,,17.0,222.0,847.0,36.0,28.0,413.0,45.0,30.0,57.0,5.0,52.0,47.0,301.0,664.0,3.0,51.0,50.0,5.0,1025.0,52.0,17.0,4.0,58.0,3.0,1501.0,39.0,39.0,18.0,15.0,21.0,16.0,49.0,3.0,20.0,,2.0,1.0,14.0,1.0,2.0,7.0,7.0,6.0,9.0,3.0,3.0,1.0,,5.0,8.0,4.0,2.0,3.0,21.0,2.0,6.0,3.0,3.0,1.0,3.0,21.0,2.0,1.0,,13.0,,,2.0,2.0,4.0,1.0,3.0,53.0,2.0,8.0,7.0,1.0,3.0,,,2.0,,2.0,,,,2.0,3.0,2.0,1.0,3.0,2.0,,,,,1.0,3.0,2.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
4248,22,0.0,159.0,7.0,,5.0,5.0,,185.0,2.0,10.0,339.0,68.0,7.0,8.0,14.0,5.0,52.0,67.0,2.0,,1.0,,1.0,,,1.0,,,,,,2.0,,2.0,,,,106.0,31.0,3.0,20.0,,2.0,1.0,32.0,1.0,1.0,27.0,33.0,3.0,28.0,35.0,,6.0,,111.0,7.0,9.0,7.0,2.0,,17.0,6.0,6.0,,162.0,42.0,24.0,2.0,5.0,800.0,1.0,3.0,1.0,390.0,4.0,4.0,126.0,6.0,116.0,116.0,3.0,19.0,9.0,20.0,19.0,,1.0,86.0,332.0,8.0,4.0,180.0,17.0,28.0,19.0,,33.0,33.0,112.0,251.0,9.0,2.0,21.0,,398.0,2.0,,7.0,14.0,78.0,610.0,5.0,5.0,4.0,10.0,8.0,4.0,11.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,3.0,2.0,16.0,,1.0,1.0,2.0,2.0,2.0,16.0,,,2.0,2.0,,,2.0,,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,22,138.0,178.0,8.0,,1.0,1.0,,228.0,6.0,23.0,405.0,2.0,42.0,28.0,23.0,7.0,198.0,153.0,12.0,,,,7.0,1.0,,3.0,2.0,6.0,1.0,,7.0,15.0,1.0,13.0,1.0,,1.0,88.0,48.0,3.0,21.0,7.0,27.0,,2.0,2.0,13.0,105.0,93.0,3.0,40.0,62.0,2.0,23.0,,182.0,17.0,33.0,26.0,7.0,,81.0,27.0,27.0,,119.0,70.0,43.0,12.0,6.0,1539.0,7.0,7.0,3.0,507.0,11.0,52.0,86.0,9.0,163.0,163.0,3.0,15.0,30.0,21.0,131.0,,8.0,85.0,392.0,13.0,14.0,201.0,16.0,40.0,13.0,,4.0,4.0,138.0,323.0,7.0,8.0,33.0,1.0,520.0,18.0,7.0,6.0,34.0,2.0,760.0,22.0,22.0,23.0,5.0,9.0,2.0,27.0,1.0,6.0,1.0,,1.0,9.0,,,4.0,1.0,1.0,2.0,1.0,2.0,,,2.0,2.0,1.0,2.0,6.0,18.0,,1.0,1.0,2.0,,2.0,18.0,,2.0,1.0,1.0,,,,,,,,18.0,,2.0,1.0,,1.0,,,,1.0,,,,,1.0,4.0,,,,1.0,,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,22,0.0,18.0,1.0,2.0,4.0,2.0,,44.0,2.0,1.0,58.0,1.0,6.0,4.0,8.0,2.0,20.0,13.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,19.0,19.0,,5.0,,5.0,10.0,6.0,,5.0,24.0,11.0,,,14.0,1.0,6.0,3.0,28.0,,2.0,2.0,,,5.0,2.0,2.0,,17.0,9.0,6.0,4.0,,178.0,1.0,1.0,1.0,75.0,1.0,11.0,23.0,7.0,45.0,45.0,2.0,8.0,9.0,5.0,15.0,,,23.0,55.0,2.0,2.0,25.0,6.0,,3.0,9.0,18.0,9.0,32.0,72.0,,2.0,3.0,3.0,79.0,1.0,,8.0,2.0,1.0,125.0,3.0,3.0,5.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,22,0.0,405.0,26.0,,,,,166.0,2.0,63.0,571.0,1.0,37.0,22.0,17.0,9.0,112.0,96.0,4.0,,,,2.0,,1.0,1.0,,,1.0,,,2.0,,2.0,,,,42.0,58.0,6.0,18.0,,11.0,,,,6.0,72.0,65.0,6.0,77.0,43.0,,18.0,,248.0,13.0,21.0,17.0,4.0,,61.0,30.0,30.0,,189.0,126.0,80.0,9.0,14.0,1246.0,2.0,2.0,1.0,657.0,9.0,37.0,52.0,3.0,116.0,116.0,1.0,40.0,17.0,18.0,197.0,,3.0,30.0,554.0,5.0,4.0,449.0,53.0,77.0,4.0,,,,58.0,227.0,30.0,2.0,98.0,,676.0,4.0,1.0,4.0,32.0,1.0,868.0,3.0,3.0,8.0,5.0,4.0,,23.0,3.0,1.0,8.0,,,3.0,,,2.0,,,1.0,,1.0,,,,1.0,,1.0,3.0,32.0,,,,,,,32.0,,7.0,10.0,1.0,,,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545,22,0.0,65.0,6.0,,2.0,2.0,,74.0,,1.0,137.0,39.0,4.0,9.0,11.0,2.0,50.0,23.0,1.0,,,1.0,,3.0,,,,2.0,,1.0,3.0,2.0,,,1.0,,,30.0,16.0,4.0,10.0,2.0,3.0,,19.0,5.0,8.0,29.0,31.0,4.0,27.0,19.0,1.0,6.0,,62.0,3.0,14.0,11.0,3.0,,18.0,14.0,14.0,,7.0,28.0,17.0,7.0,6.0,426.0,,1.0,1.0,167.0,1.0,63.0,4.0,10.0,85.0,85.0,,7.0,9.0,10.0,71.0,,,29.0,136.0,7.0,1.0,76.0,14.0,27.0,14.0,,24.0,24.0,41.0,118.0,5.0,,8.0,,170.0,3.0,,8.0,10.0,43.0,345.0,6.0,6.0,6.0,2.0,6.0,5.0,7.0,2.0,,,,,,,,,,,,1.0,,,,,,,,2.0,18.0,,,,,,,18.0,,1.0,,4.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,22,0.0,65.0,2.0,,,,,11.0,,10.0,76.0,,4.0,13.0,2.0,1.0,12.0,8.0,,,,,2.0,,,2.0,,,,,,,,,,,,3.0,4.0,1.0,,1.0,1.0,,,,,6.0,15.0,1.0,21.0,9.0,,1.0,,46.0,2.0,3.0,2.0,1.0,,13.0,5.0,5.0,,13.0,18.0,9.0,2.0,2.0,147.0,,,,90.0,2.0,12.0,,,17.0,17.0,,3.0,1.0,,31.0,,2.0,2.0,74.0,,,71.0,5.0,21.0,,,,,10.0,22.0,1.0,,14.0,,93.0,3.0,2.0,,,,128.0,,,2.0,,,,,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,15.0,,,,,,,15.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,22,190.0,1218.0,70.0,,4.0,4.0,,378.0,3.0,177.0,1592.0,3.0,52.0,86.0,36.0,10.0,193.0,141.0,3.0,,1.0,,6.0,3.0,,2.0,3.0,,1.0,,1.0,1.0,1.0,7.0,,,3.0,201.0,165.0,15.0,20.0,7.0,23.0,,4.0,10.0,3.0,109.0,171.0,15.0,297.0,205.0,2.0,33.0,,773.0,35.0,41.0,31.0,10.0,,180.0,74.0,74.0,1.0,651.0,428.0,243.0,11.0,28.0,3181.0,2.0,1.0,6.0,1866.0,19.0,51.0,229.0,34.0,364.0,364.0,2.0,109.0,54.0,20.0,304.0,1.0,7.0,94.0,1542.0,10.0,3.0,1310.0,166.0,297.0,5.0,,14.0,14.0,240.0,633.0,148.0,3.0,319.0,,1929.0,20.0,,1.0,68.0,3.0,2502.0,7.0,7.0,16.0,15.0,3.0,3.0,52.0,7.0,1.0,32.0,,,12.0,,2.0,8.0,7.0,3.0,3.0,,1.0,,,,,1.0,15.0,10.0,145.0,,3.0,,,,,145.0,,10.0,46.0,,3.0,,3.0,,4.0,1.0,,3.0,,,2.0,1.0,,,,1.0,,,,,,1.0,4.0,2.0,,,,,,,,1.0,6.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,22,0.0,135.0,3.0,,3.0,3.0,,401.0,53.0,7.0,533.0,12.0,14.0,18.0,20.0,6.0,89.0,68.0,6.0,,,1.0,7.0,36.0,,2.0,5.0,3.0,4.0,4.0,11.0,34.0,1.0,1.0,6.0,1.0,,173.0,34.0,1.0,18.0,10.0,11.0,,21.0,2.0,18.0,59.0,53.0,1.0,16.0,59.0,1.0,9.0,,122.0,14.0,11.0,10.0,1.0,,31.0,4.0,4.0,,98.0,26.0,17.0,5.0,,1172.0,2.0,6.0,19.0,594.0,,170.0,20.0,15.0,136.0,135.0,6.0,9.0,19.0,18.0,207.0,,12.0,222.0,527.0,12.0,8.0,147.0,4.0,17.0,13.0,,23.0,23.0,260.0,476.0,3.0,57.0,10.0,5.0,600.0,41.0,9.0,6.0,18.0,13.0,814.0,18.0,18.0,11.0,12.0,6.0,22.0,14.0,,5.0,,1.0,2.0,15.0,,,4.0,7.0,8.0,7.0,8.0,3.0,,,2.0,4.0,3.0,3.0,3.0,12.0,,8.0,8.0,2.0,2.0,2.0,12.0,2.0,,,,,,1.0,1.0,,,1.0,15.0,4.0,4.0,12.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,,,1.0,4.0,2.0,2.0,1.0,8.0,,,,,,,2.0,1.0,,,,,1.0,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
4671,22,0.0,25.0,4.0,,1.0,1.0,,24.0,,2.0,48.0,7.0,2.0,,2.0,,4.0,12.0,,,,,,,,,,,,,,,,,,,,6.0,4.0,,1.0,,,,1.0,1.0,,3.0,2.0,,9.0,16.0,,,,39.0,1.0,3.0,2.0,1.0,,3.0,1.0,1.0,,,13.0,8.0,,,83.0,,,,64.0,,20.0,2.0,2.0,19.0,19.0,,4.0,,1.0,19.0,,,11.0,48.0,,,33.0,8.0,9.0,3.0,,2.0,2.0,17.0,33.0,6.0,,9.0,,64.0,,1.0,1.0,,8.0,87.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,3.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,22,0.0,55.0,6.0,,,,,80.0,4.0,7.0,135.0,1.0,3.0,3.0,12.0,3.0,40.0,35.0,1.0,,,,,4.0,,,1.0,1.0,1.0,2.0,5.0,8.0,2.0,4.0,,2.0,1.0,26.0,18.0,,7.0,2.0,10.0,1.0,2.0,1.0,13.0,45.0,22.0,,7.0,18.0,1.0,10.0,,52.0,2.0,9.0,7.0,2.0,,16.0,10.0,10.0,,32.0,17.0,14.0,3.0,1.0,390.0,1.0,,5.0,149.0,2.0,20.0,27.0,8.0,53.0,53.0,,5.0,13.0,7.0,43.0,,1.0,35.0,131.0,5.0,1.0,59.0,8.0,7.0,12.0,1.0,4.0,3.0,47.0,98.0,,5.0,9.0,,153.0,8.0,,10.0,14.0,1.0,247.0,9.0,9.0,2.0,8.0,3.0,1.0,7.0,2.0,1.0,,,,1.0,1.0,,,1.0,,2.0,2.0,,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,3.0,,3.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
