id,year_id,appearances,formation_place,mins_played,total_sub_on,wins,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obx_centre,att_openplay,att_rf_goal,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yardplus,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,head_pass,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,yellow_card,dispossessed,won_contest,accurate_goal_kicks,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,cross_not_claimed,stand_catch,total_keeper_sweeper,att_assist_setplay,att_bx_right,att_cmiss_right,att_hd_post,att_ibox_post,att_post_high,big_chance_created,crosses_18yard,goal_assist,goal_assist_intentional,goal_assist_setplay,hit_woodwork,post_scoring_att,total_sub_off,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_freekick_miss,att_freekick_target,att_freekick_total,att_obox_miss,att_obox_target,att_rf_target,att_sv_high_centre,clearance_off_line,corner_taken,fouled_final_third,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_openplay,second_goal_assist,total_corners_intobox,total_through_ball,assist_own_goal,att_bx_left,att_cmiss_left,att_fastbreak,att_goal_high_left,att_goal_high_right,att_miss_high_right,att_obp_goal,att_pen_goal,att_post_right,att_sv_high_left,dangerous_play,goals_openplay,hand_ball,penalty_won,shot_fastbreak,total_fastbreak,total_pull_back,accurate_pull_back,att_one_on_one,attempts_obox,att_cmiss_high_right,att_goal_high_centre,att_lg_centre,att_miss_high_left,att_obox_goal,att_sv_high_right,times_tackled,winning_goal,assist_pass_lost,error_lead_to_goal,att_obxd_left,att_obx_right,assist_attempt_saved,assist_free_kick_won,att_obxd_right,att_cmiss_high_left,att_obox_post,att_post_left,goal_fastbreak,assist_penalty_won,att_obx_left,att_freekick_goal,red_card,second_yellow,att_pen_target,assist_blocked_shot,accurate_keeper_sweeper,dive_catch,att_freekick_post,att_corner,penalty_faced,penalty_save,stand_save,assist_post,att_pen_post,att_lg_left,att_lg_right,back_pass,att_pen_miss
7488,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,27,31.0,101.0,2774.0,,10.0,551.0,44.0,49.0,22.0,2.0,775.0,6.0,14.0,69.0,1277.0,254.0,33.0,19.0,13.0,210.0,184.0,,38.0,3.0,,1.0,1.0,,,,,,2.0,2.0,,2.0,2.0,6.0,20.0,2.0,,3.0,6.0,16.0,10.0,,2.0,,1.0,3.0,2.0,224.0,135.0,1.0,2.0,24.0,65.0,8.0,15.0,9.0,16.0,10.0,111.0,144.0,24.0,88.0,43.0,1.0,249.0,22.0,538.0,31.0,2.0,41.0,38.0,3.0,43.0,57.0,45.0,8.0,45.0,,45.0,234.0,134.0,11.0,17.0,5.0,29.0,41.0,9.0,1469.0,7.0,4.0,,438.0,15.0,,103.0,4.0,502.0,502.0,10.0,87.0,38.0,65.0,713.0,4.0,5.0,,430.0,1235.0,23.0,70.0,599.0,93.0,88.0,53.0,186.0,91.0,571.0,8.0,1107.0,46.0,14.0,162.0,7.0,1520.0,22.0,53.0,303.0,2441.0,,17.0,17.0,49.0,28.0,47.0,4.0,16.0,28.0,,,,,,,,,,,,,,,,,,23.0,,1.0,,,,8.0,52.0,9.0,8.0,6.0,,,1.0,27.0,7.0,4.0,3.0,2.0,8.0,5.0,5.0,1.0,1.0,,105.0,12.0,1.0,23.0,3.0,3.0,,96.0,4.0,,3.0,,,,,,,2.0,,,,,,,,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3672,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,27,16.0,90.0,940.0,6.0,6.0,45.0,16.0,1.0,1.0,2.0,124.0,,19.0,10.0,168.0,1.0,29.0,9.0,10.0,67.0,46.0,2.0,7.0,12.0,1.0,,,,,3.0,1.0,4.0,4.0,1.0,7.0,12.0,,3.0,6.0,2.0,4.0,6.0,16.0,29.0,43.0,1.0,46.0,2.0,5.0,4.0,5.0,69.0,37.0,7.0,1.0,,11.0,20.0,1.0,1.0,3.0,3.0,92.0,58.0,,12.0,6.0,,34.0,29.0,62.0,10.0,1.0,11.0,11.0,,6.0,14.0,3.0,,3.0,,45.0,11.0,7.0,7.0,2.0,,4.0,3.0,20.0,230.0,2.0,6.0,,34.0,42.0,,15.0,,143.0,143.0,5.0,7.0,25.0,11.0,65.0,,16.0,,81.0,157.0,4.0,9.0,56.0,32.0,12.0,25.0,5.0,5.0,130.0,10.0,190.0,1.0,24.0,15.0,12.0,241.0,56.0,13.0,1.0,444.0,2.0,20.0,20.0,26.0,10.0,11.0,5.0,24.0,11.0,,,,,,,,,,,,,,,,,,,3.0,3.0,,1.0,1.0,2.0,2.0,,,,2.0,1.0,6.0,,,2.0,,2.0,8.0,8.0,7.0,15.0,2.0,,,7.0,,,,,,,5.0,,2.0,1.0,,1.0,,2.0,,,,,,1.0,3.0,,,1.0,,,,2.0,,,,1.0,,3.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
4496,27,29.0,87.0,2484.0,,22.0,484.0,35.0,5.0,5.0,1.0,608.0,10.0,5.0,46.0,1087.0,207.0,37.0,38.0,11.0,152.0,151.0,,13.0,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,4.0,7.0,,6.0,,,1.0,1.0,179.0,144.0,,,20.0,63.0,2.0,31.0,14.0,6.0,5.0,100.0,146.0,20.0,89.0,52.0,,203.0,19.0,564.0,29.0,,20.0,16.0,4.0,52.0,98.0,59.0,4.0,59.0,1.0,49.0,244.0,156.0,2.0,24.0,4.0,6.0,11.0,3.0,1285.0,12.0,1.0,,420.0,8.0,,34.0,2.0,343.0,343.0,9.0,77.0,58.0,63.0,508.0,2.0,2.0,,300.0,1076.0,35.0,17.0,552.0,75.0,89.0,17.0,38.0,38.0,385.0,3.0,786.0,52.0,5.0,115.0,,1300.0,7.0,86.0,271.0,1992.0,1.0,14.0,14.0,14.0,4.0,70.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,32.0,3.0,3.0,,,,2.0,,,1.0,,,,1.0,2.0,3.0,1.0,2.0,,3.0,,,,3.0,,,1.0,,3.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
4859,27,5.0,10.0,110.0,4.0,2.0,17.0,1.0,1.0,1.0,1.0,35.0,,1.0,1.0,51.0,,1.0,2.0,,9.0,5.0,,4.0,,,,,,,,,,,,1.0,1.0,,1.0,3.0,,1.0,1.0,1.0,2.0,4.0,,1.0,,,1.0,,19.0,10.0,,,1.0,2.0,1.0,,,,2.0,4.0,7.0,1.0,1.0,,1.0,7.0,,17.0,1.0,,5.0,5.0,,,9.0,1.0,,1.0,,26.0,5.0,1.0,1.0,,,2.0,3.0,1.0,67.0,,2.0,,5.0,13.0,,2.0,1.0,24.0,24.0,,4.0,6.0,2.0,5.0,,2.0,,21.0,51.0,2.0,5.0,19.0,2.0,1.0,6.0,1.0,1.0,30.0,2.0,49.0,,1.0,1.0,,67.0,4.0,1.0,,92.0,,3.0,3.0,,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,27,29.0,221.0,1964.0,7.0,10.0,302.0,21.0,6.0,4.0,7.0,721.0,,96.0,61.0,1017.0,3.0,30.0,27.0,5.0,147.0,139.0,,31.0,7.0,,1.0,,,,,,,3.0,1.0,2.0,5.0,1.0,2.0,12.0,9.0,3.0,5.0,15.0,39.0,35.0,1.0,38.0,3.0,4.0,3.0,3.0,298.0,106.0,2.0,1.0,2.0,23.0,18.0,23.0,3.0,7.0,8.0,175.0,151.0,2.0,11.0,9.0,1.0,142.0,19.0,253.0,22.0,2.0,22.0,19.0,3.0,9.0,74.0,9.0,1.0,9.0,,240.0,76.0,57.0,11.0,1.0,,6.0,27.0,14.0,1135.0,2.0,15.0,,153.0,155.0,,40.0,2.0,330.0,330.0,11.0,39.0,56.0,23.0,365.0,1.0,19.0,1.0,401.0,997.0,14.0,33.0,335.0,33.0,11.0,116.0,33.0,23.0,472.0,18.0,854.0,3.0,101.0,78.0,1.0,1156.0,51.0,32.0,3.0,1593.0,,36.0,36.0,34.0,13.0,24.0,1.0,51.0,61.0,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,12.0,2.0,1.0,,,,10.0,2.0,1.0,6.0,4.0,,7.0,17.0,7.0,10.0,,,14.0,13.0,,4.0,,2.0,,10.0,11.0,,1.0,,3.0,1.0,,1.0,,,,1.0,,2.0,1.0,,3.0,8.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
4665,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,27,9.0,11.0,224.0,8.0,3.0,25.0,,2.0,2.0,,46.0,,3.0,,69.0,1.0,4.0,,1.0,14.0,17.0,,2.0,,,,,,,,,,2.0,,,3.0,,2.0,2.0,,,,,,5.0,,3.0,,2.0,,1.0,27.0,15.0,,,1.0,3.0,2.0,4.0,,1.0,1.0,34.0,13.0,1.0,2.0,,,2.0,7.0,12.0,1.0,,4.0,3.0,1.0,,3.0,1.0,,1.0,,8.0,1.0,,5.0,1.0,,1.0,2.0,3.0,76.0,,1.0,,31.0,1.0,,,,46.0,46.0,1.0,7.0,7.0,3.0,29.0,1.0,,,31.0,69.0,2.0,3.0,28.0,,2.0,11.0,13.0,11.0,33.0,,61.0,,3.0,,,76.0,5.0,6.0,1.0,145.0,,7.0,7.0,4.0,3.0,6.0,1.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,2.0,1.0,,,,1.0,,2.0,,,5.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,27,7.0,36.0,630.0,,2.0,221.0,10.0,,,,79.0,1.0,,17.0,300.0,1.0,9.0,12.0,5.0,54.0,35.0,,,1.0,,,,,,,1.0,1.0,2.0,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,35.0,23.0,,,2.0,3.0,2.0,,1.0,1.0,1.0,16.0,35.0,2.0,31.0,23.0,,35.0,7.0,120.0,7.0,,10.0,10.0,,23.0,29.0,10.0,3.0,10.0,,122.0,50.0,30.0,4.0,7.0,4.0,,,1.0,336.0,4.0,,,10.0,46.0,,3.0,1.0,51.0,51.0,,17.0,6.0,3.0,70.0,2.0,1.0,,22.0,290.0,1.0,,233.0,27.0,31.0,4.0,2.0,2.0,42.0,,116.0,4.0,,35.0,2.0,347.0,4.0,11.0,1.0,432.0,,2.0,2.0,9.0,1.0,11.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,27,28.0,160.0,2351.0,1.0,7.0,414.0,101.0,37.0,13.0,6.0,624.0,13.0,11.0,145.0,1001.0,8.0,49.0,54.0,31.0,266.0,166.0,1.0,34.0,4.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,5.0,2.0,5.0,10.0,29.0,24.0,,30.0,1.0,2.0,1.0,2.0,140.0,220.0,2.0,1.0,5.0,66.0,11.0,58.0,5.0,22.0,6.0,188.0,185.0,5.0,68.0,44.0,4.0,308.0,47.0,566.0,27.0,1.0,47.0,39.0,8.0,44.0,153.0,46.0,7.0,46.0,,348.0,238.0,124.0,15.0,16.0,1.0,17.0,40.0,7.0,1312.0,22.0,2.0,,183.0,243.0,,139.0,1.0,522.0,522.0,12.0,90.0,118.0,66.0,314.0,,17.0,,266.0,973.0,37.0,57.0,484.0,215.0,68.0,25.0,123.0,64.0,471.0,18.0,1007.0,61.0,11.0,285.0,,1368.0,35.0,83.0,9.0,1936.0,3.0,19.0,19.0,39.0,23.0,52.0,11.0,29.0,17.0,,,,,,,,,,,,,,,,,,20.0,1.0,1.0,,1.0,,8.0,18.0,3.0,3.0,3.0,2.0,1.0,2.0,25.0,4.0,2.0,1.0,1.0,4.0,15.0,4.0,5.0,1.0,,62.0,6.0,,24.0,3.0,,1.0,60.0,3.0,,1.0,,,,,2.0,,,1.0,,,1.0,,,,1.0,1.0,,,2.0,,,,2.0,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,
8978,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451,27,23.0,115.0,1284.0,8.0,7.0,299.0,60.0,3.0,3.0,1.0,460.0,,34.0,84.0,756.0,6.0,7.0,9.0,23.0,113.0,97.0,,7.0,,,,,,,,,,,,,,,1.0,3.0,,5.0,1.0,7.0,18.0,15.0,,15.0,3.0,1.0,,,144.0,89.0,,,7.0,31.0,7.0,40.0,1.0,9.0,7.0,112.0,112.0,7.0,33.0,17.0,1.0,132.0,30.0,244.0,15.0,,16.0,15.0,1.0,17.0,41.0,24.0,4.0,24.0,1.0,262.0,120.0,89.0,9.0,10.0,,2.0,6.0,3.0,857.0,4.0,2.0,,103.0,167.0,,25.0,1.0,172.0,172.0,3.0,30.0,56.0,31.0,218.0,,8.0,,193.0,745.0,15.0,8.0,326.0,84.0,33.0,48.0,11.0,11.0,245.0,1.0,553.0,7.0,34.0,114.0,,868.0,18.0,58.0,6.0,1146.0,,11.0,11.0,13.0,5.0,44.0,8.0,21.0,32.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,9.0,,,1.0,,,,8.0,3.0,2.0,,,,2.0,,,,,,,2.0,,,2.0,1.0,,,2.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,27,38.0,297.0,2929.0,6.0,11.0,181.0,12.0,5.0,5.0,8.0,468.0,1.0,71.0,16.0,644.0,2.0,47.0,19.0,10.0,251.0,222.0,1.0,27.0,28.0,,1.0,5.0,5.0,2.0,2.0,2.0,8.0,11.0,13.0,19.0,8.0,1.0,7.0,19.0,5.0,11.0,5.0,6.0,31.0,70.0,11.0,59.0,3.0,9.0,4.0,6.0,237.0,100.0,7.0,9.0,1.0,48.0,17.0,17.0,5.0,5.0,11.0,210.0,113.0,1.0,7.0,4.0,1.0,52.0,32.0,162.0,32.0,14.0,46.0,38.0,8.0,4.0,40.0,9.0,,9.0,,178.0,45.0,36.0,16.0,2.0,,11.0,17.0,37.0,730.0,2.0,8.0,,121.0,152.0,1.0,32.0,4.0,377.0,377.0,16.0,26.0,58.0,48.0,197.0,,32.0,,278.0,600.0,30.0,28.0,200.0,18.0,7.0,51.0,33.0,33.0,366.0,30.0,607.0,8.0,78.0,28.0,20.0,774.0,86.0,31.0,2.0,1273.0,2.0,87.0,87.0,38.0,17.0,26.0,2.0,94.0,26.0,,,,,,,,,,,,,,,,,,,11.0,3.0,2.0,3.0,2.0,1.0,28.0,1.0,1.0,,3.0,3.0,12.0,,,1.0,1.0,1.0,4.0,10.0,15.0,14.0,1.0,,1.0,12.0,,,,1.0,,,3.0,,6.0,4.0,4.0,1.0,2.0,5.0,,4.0,,1.0,,6.0,3.0,2.0,4.0,4.0,,,1.0,,1.0,,,3.0,1.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,
3561,27,11.0,48.0,763.0,3.0,2.0,115.0,,,,1.0,33.0,3.0,,11.0,148.0,1.0,26.0,37.0,3.0,95.0,47.0,,4.0,5.0,2.0,,,,,6.0,,6.0,,,6.0,,,,,2.0,1.0,2.0,,,,,,4.0,,,,14.0,18.0,1.0,,6.0,5.0,,11.0,1.0,,2.0,43.0,52.0,6.0,102.0,69.0,,23.0,7.0,96.0,8.0,,13.0,10.0,3.0,69.0,44.0,18.0,,18.0,,35.0,57.0,25.0,7.0,12.0,6.0,3.0,1.0,,184.0,8.0,,,26.0,7.0,,6.0,,50.0,50.0,,14.0,4.0,5.0,47.0,1.0,6.0,,10.0,143.0,5.0,4.0,123.0,1.0,102.0,,,,28.0,1.0,69.0,24.0,,37.0,,192.0,6.0,14.0,3.0,363.0,,1.0,1.0,1.0,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,27,35.0,326.0,3069.0,,7.0,119.0,15.0,11.0,11.0,32.0,389.0,2.0,38.0,21.0,497.0,5.0,189.0,92.0,11.0,354.0,199.0,3.0,18.0,50.0,1.0,5.0,5.0,6.0,5.0,3.0,4.0,13.0,25.0,16.0,10.0,22.0,2.0,3.0,12.0,4.0,12.0,5.0,26.0,54.0,102.0,11.0,101.0,4.0,20.0,3.0,4.0,183.0,85.0,16.0,11.0,,45.0,51.0,26.0,3.0,8.0,6.0,324.0,168.0,,41.0,26.0,,104.0,36.0,203.0,35.0,18.0,65.0,56.0,9.0,26.0,204.0,10.0,,10.0,,156.0,62.0,25.0,22.0,1.0,,8.0,15.0,53.0,715.0,3.0,2.0,,135.0,146.0,,30.0,2.0,453.0,453.0,24.0,9.0,52.0,45.0,212.0,,26.0,5.0,204.0,458.0,22.0,23.0,150.0,35.0,41.0,35.0,40.0,40.0,370.0,132.0,644.0,19.0,45.0,53.0,35.0,754.0,130.0,23.0,5.0,1289.0,8.0,75.0,75.0,44.0,22.0,16.0,4.0,63.0,15.0,,,,,,,,,,,,,,,,,,,7.0,,1.0,2.0,1.0,3.0,32.0,5.0,3.0,2.0,2.0,2.0,3.0,,,1.0,,,,14.0,13.0,28.0,6.0,1.0,,14.0,1.0,,,3.0,1.0,,1.0,,10.0,6.0,5.0,,1.0,2.0,,3.0,1.0,1.0,,9.0,6.0,1.0,5.0,6.0,,,3.0,2.0,,1.0,,1.0,2.0,1.0,6.0,0.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,2.0,1.0,,,,2.0,,,,,,,,,
4291,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8813,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9762,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,27,25.0,98.0,2171.0,,14.0,613.0,45.0,1.0,1.0,2.0,777.0,5.0,8.0,102.0,1389.0,69.0,38.0,32.0,19.0,164.0,78.0,,15.0,5.0,,,1.0,1.0,,1.0,,1.0,3.0,1.0,3.0,1.0,2.0,5.0,23.0,1.0,1.0,4.0,8.0,19.0,18.0,,4.0,3.0,,2.0,5.0,174.0,126.0,,,7.0,42.0,11.0,28.0,7.0,3.0,5.0,109.0,107.0,7.0,62.0,22.0,2.0,229.0,25.0,451.0,25.0,2.0,27.0,25.0,2.0,22.0,102.0,81.0,5.0,81.0,,385.0,229.0,171.0,6.0,11.0,2.0,6.0,11.0,9.0,1547.0,2.0,,,320.0,99.0,,35.0,2.0,261.0,261.0,4.0,44.0,78.0,42.0,573.0,,8.0,,326.0,1354.0,27.0,17.0,654.0,85.0,62.0,13.0,21.0,21.0,431.0,8.0,950.0,26.0,9.0,152.0,1.0,1583.0,28.0,58.0,81.0,2016.0,,10.0,10.0,11.0,6.0,43.0,4.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,2.0,2.0,,1.0,,3.0,,,2.0,,,,5.0,6.0,2.0,,,,3.0,,,,2.0,,,4.0,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10520,27,11.0,7.0,277.0,10.0,4.0,12.0,,3.0,3.0,,57.0,,2.0,,66.0,,4.0,3.0,6.0,20.0,29.0,,4.0,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,1.0,2.0,,,,,,,27.0,18.0,,,2.0,8.0,2.0,12.0,,5.0,3.0,36.0,34.0,2.0,3.0,1.0,1.0,3.0,8.0,24.0,1.0,,4.0,2.0,2.0,1.0,10.0,7.0,1.0,7.0,,34.0,9.0,6.0,4.0,2.0,,2.0,3.0,,87.0,1.0,1.0,,2.0,39.0,,9.0,,52.0,52.0,1.0,8.0,9.0,8.0,2.0,,,,27.0,66.0,8.0,5.0,18.0,,3.0,21.0,13.0,13.0,36.0,3.0,82.0,3.0,4.0,3.0,1.0,87.0,2.0,8.0,,178.0,,7.0,7.0,13.0,2.0,4.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,8.0,1.0,,,,,2.0,,,,,,,,,,,,,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
