id,year_id,appearances,formation_place,mins_played,total_sub_on,wins,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obx_centre,att_openplay,att_rf_goal,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yardplus,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,head_pass,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,yellow_card,dispossessed,won_contest,accurate_goal_kicks,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,cross_not_claimed,stand_catch,total_keeper_sweeper,att_assist_setplay,att_bx_right,att_cmiss_right,att_hd_post,att_ibox_post,att_post_high,big_chance_created,crosses_18yard,goal_assist,goal_assist_intentional,goal_assist_setplay,hit_woodwork,post_scoring_att,total_sub_off,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_freekick_miss,att_freekick_target,att_freekick_total,att_obox_miss,att_obox_target,att_rf_target,att_sv_high_centre,clearance_off_line,corner_taken,fouled_final_third,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_openplay,second_goal_assist,total_corners_intobox,total_through_ball,assist_own_goal,att_bx_left,att_cmiss_left,att_fastbreak,att_goal_high_left,att_goal_high_right,att_miss_high_right,att_obp_goal,att_pen_goal,att_post_right,att_sv_high_left,dangerous_play,goals_openplay,hand_ball,penalty_won,shot_fastbreak,total_fastbreak,total_pull_back,accurate_pull_back,att_one_on_one,attempts_obox,att_cmiss_high_right,att_goal_high_centre,att_lg_centre,att_miss_high_left,att_obox_goal,att_sv_high_right,times_tackled,winning_goal,assist_pass_lost,error_lead_to_goal,att_obxd_left,att_obx_right,assist_attempt_saved,assist_free_kick_won,att_obxd_right,att_cmiss_high_left,att_obox_post,att_post_left,goal_fastbreak,assist_penalty_won,att_obx_left,att_freekick_goal,red_card,second_yellow,att_pen_target,assist_blocked_shot,accurate_keeper_sweeper,dive_catch,att_freekick_post,att_corner,penalty_faced,penalty_save,stand_save,assist_post,att_pen_post,att_lg_left,att_lg_right,back_pass,att_pen_miss
3957,27,35.0,198.0,3015.0,1.0,8.0,360.0,49.0,,,4.0,247.0,22.0,3.0,75.0,607.0,7.0,107.0,146.0,6.0,345.0,199.0,1.0,17.0,21.0,,,,1.0,1.0,14.0,4.0,19.0,5.0,1.0,17.0,5.0,,,,1.0,5.0,10.0,,,6.0,,5.0,6.0,2.0,,1.0,68.0,112.0,1.0,1.0,20.0,41.0,5.0,24.0,6.0,1.0,6.0,149.0,198.0,20.0,345.0,229.0,1.0,155.0,15.0,482.0,34.0,1.0,61.0,53.0,8.0,229.0,202.0,69.0,17.0,69.0,1.0,181.0,276.0,135.0,21.0,32.0,30.0,11.0,6.0,6.0,852.0,36.0,,1.0,122.0,106.0,,34.0,2.0,306.0,306.0,1.0,68.0,43.0,41.0,149.0,1.0,17.0,2.0,104.0,587.0,28.0,17.0,427.0,101.0,345.0,9.0,3.0,3.0,228.0,21.0,456.0,88.0,3.0,188.0,,880.0,28.0,38.0,12.0,1525.0,2.0,9.0,9.0,10.0,4.0,30.0,1.0,7.0,8.0,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,1.0,2.0,,,,,,2.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,27,13.0,72.0,1080.0,1.0,2.0,408.0,4.0,,,,193.0,4.0,,33.0,601.0,8.0,22.0,41.0,2.0,87.0,65.0,,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,43.0,52.0,,,8.0,12.0,,7.0,,,4.0,34.0,73.0,8.0,118.0,77.0,2.0,73.0,3.0,298.0,12.0,,26.0,23.0,3.0,77.0,32.0,21.0,,21.0,,164.0,158.0,112.0,7.0,10.0,2.0,1.0,2.0,1.0,677.0,12.0,,,129.0,5.0,,10.0,2.0,97.0,97.0,,33.0,19.0,12.0,186.0,,,,41.0,590.0,4.0,3.0,437.0,29.0,118.0,9.0,,,80.0,,254.0,28.0,,84.0,3.0,691.0,1.0,21.0,10.0,909.0,,,,7.0,,14.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,27,35.0,213.0,2684.0,5.0,11.0,356.0,42.0,15.0,10.0,7.0,463.0,15.0,42.0,50.0,804.0,8.0,47.0,49.0,30.0,234.0,209.0,,24.0,9.0,2.0,,1.0,1.0,,3.0,,3.0,,2.0,10.0,5.0,,2.0,11.0,3.0,9.0,5.0,14.0,39.0,37.0,3.0,42.0,4.0,6.0,1.0,1.0,196.0,157.0,2.0,1.0,7.0,78.0,14.0,52.0,8.0,14.0,9.0,184.0,194.0,7.0,57.0,29.0,1.0,183.0,57.0,355.0,30.0,3.0,36.0,30.0,6.0,29.0,121.0,57.0,5.0,57.0,,267.0,137.0,66.0,15.0,7.0,1.0,22.0,13.0,18.0,1056.0,9.0,3.0,,145.0,164.0,,62.0,5.0,393.0,393.0,13.0,57.0,87.0,78.0,254.0,1.0,24.0,,229.0,789.0,53.0,35.0,415.0,80.0,57.0,18.0,64.0,49.0,383.0,25.0,721.0,63.0,44.0,131.0,5.0,1072.0,56.0,94.0,9.0,1638.0,1.0,29.0,29.0,38.0,21.0,67.0,10.0,32.0,14.0,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,,,1.0,3.0,24.0,4.0,3.0,2.0,2.0,1.0,11.0,5.0,3.0,2.0,1.0,3.0,8.0,13.0,10.0,13.0,5.0,,15.0,9.0,,11.0,1.0,2.0,,15.0,4.0,,1.0,2.0,,1.0,,1.0,,,,2.0,,2.0,7.0,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
4505,27,23.0,109.0,2043.0,,7.0,634.0,25.0,1.0,1.0,,295.0,11.0,1.0,73.0,928.0,22.0,34.0,60.0,2.0,163.0,150.0,,4.0,7.0,,,,,1.0,3.0,,4.0,2.0,1.0,4.0,,,,,,3.0,,,,,,1.0,2.0,,,,95.0,102.0,,,12.0,22.0,2.0,5.0,7.0,4.0,7.0,54.0,124.0,12.0,138.0,81.0,2.0,98.0,6.0,361.0,23.0,1.0,25.0,22.0,3.0,81.0,49.0,35.0,8.0,35.0,2.0,420.0,176.0,123.0,9.0,20.0,17.0,2.0,2.0,1.0,1008.0,25.0,,,17.0,164.0,,12.0,3.0,133.0,133.0,2.0,71.0,29.0,22.0,161.0,4.0,4.0,1.0,88.0,908.0,14.0,4.0,667.0,43.0,138.0,27.0,6.0,6.0,133.0,3.0,376.0,51.0,1.0,132.0,,1037.0,7.0,33.0,24.0,1394.0,,8.0,8.0,10.0,1.0,27.0,1.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,27,3.0,0.0,51.0,3.0,1.0,8.0,1.0,,,,14.0,1.0,,2.0,22.0,,,4.0,1.0,9.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,3.0,,2.0,,,1.0,7.0,13.0,,3.0,2.0,,4.0,1.0,11.0,,,2.0,1.0,1.0,2.0,6.0,,,,,9.0,4.0,3.0,1.0,1.0,,,1.0,,29.0,,,,2.0,4.0,,2.0,,13.0,13.0,,4.0,3.0,3.0,8.0,,,,4.0,21.0,2.0,1.0,11.0,1.0,3.0,4.0,,,8.0,,19.0,3.0,,4.0,,30.0,,4.0,,51.0,,,,3.0,,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10380,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,27,12.0,64.0,750.0,5.0,8.0,45.0,11.0,2.0,2.0,3.0,155.0,,24.0,8.0,198.0,,12.0,5.0,1.0,46.0,40.0,,10.0,14.0,1.0,,2.0,2.0,1.0,3.0,,4.0,4.0,4.0,7.0,8.0,1.0,7.0,25.0,3.0,5.0,4.0,3.0,14.0,37.0,2.0,9.0,,2.0,3.0,5.0,77.0,25.0,3.0,2.0,,11.0,7.0,2.0,2.0,,1.0,61.0,36.0,,9.0,4.0,,19.0,5.0,64.0,7.0,4.0,9.0,8.0,1.0,4.0,8.0,,,,,58.0,13.0,6.0,3.0,,,3.0,8.0,14.0,238.0,,3.0,,27.0,52.0,,17.0,,115.0,115.0,11.0,2.0,12.0,11.0,51.0,1.0,18.0,1.0,90.0,186.0,3.0,11.0,48.0,18.0,9.0,29.0,4.0,4.0,128.0,12.0,206.0,,24.0,13.0,6.0,250.0,39.0,1.0,,405.0,,16.0,16.0,16.0,6.0,1.0,,28.0,15.0,,,,,,,,,,,,,,,,,,,4.0,2.0,,2.0,,3.0,4.0,1.0,,,2.0,2.0,2.0,,,2.0,,,,9.0,2.0,3.0,,,,6.0,,,,1.0,1.0,,4.0,,4.0,1.0,1.0,,,2.0,,,2.0,,,4.0,,1.0,1.0,3.0,,,,,,,,2.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
4315,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,27,9.0,30.0,327.0,6.0,2.0,27.0,2.0,2.0,2.0,3.0,92.0,,4.0,1.0,117.0,3.0,3.0,3.0,1.0,29.0,8.0,,5.0,4.0,,,,,,1.0,,1.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,5.0,,5.0,,,,1.0,25.0,27.0,,,1.0,13.0,3.0,3.0,,1.0,2.0,25.0,27.0,1.0,3.0,1.0,,18.0,4.0,50.0,3.0,,4.0,3.0,1.0,1.0,13.0,5.0,1.0,5.0,,44.0,9.0,4.0,5.0,,,2.0,3.0,1.0,148.0,,1.0,,25.0,30.0,,15.0,1.0,70.0,70.0,7.0,7.0,13.0,13.0,34.0,,3.0,,59.0,112.0,5.0,5.0,29.0,6.0,3.0,16.0,11.0,8.0,86.0,8.0,135.0,1.0,4.0,3.0,2.0,153.0,7.0,6.0,4.0,240.0,2.0,7.0,7.0,7.0,6.0,6.0,1.0,10.0,11.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,,,,,,3.0,,1.0,,,,,1.0,,1.0,,,4.0,6.0,,2.0,,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,27,17.0,17.0,1499.0,,7.0,179.0,5.0,,,,62.0,39.0,,83.0,241.0,,,5.0,,105.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,1.0,3.0,,6.0,1.0,6.0,,10.0,1.0,3.0,62.0,,290.0,17.0,,21.0,19.0,2.0,1.0,,,,,,50.0,192.0,62.0,4.0,9.0,,,,,217.0,,,,33.0,32.0,,3.0,2.0,148.0,148.0,,31.0,1.0,,47.0,,,,16.0,157.0,,,196.0,5.0,10.0,,,,62.0,,191.0,117.0,,228.0,,387.0,,,,547.0,,,,3.0,,,1.0,,,54.0,72.0,11.0,24.0,3.0,103.0,24.0,96.0,74.0,2.0,25.0,18.0,45.0,25.0,4.0,7.0,20.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,17.0,6.0,,,2.0,,3.0,,,,,,
3746,27,21.0,137.0,1593.0,2.0,4.0,228.0,17.0,10.0,8.0,6.0,412.0,7.0,24.0,34.0,630.0,5.0,15.0,11.0,10.0,121.0,97.0,,20.0,5.0,,,1.0,,,,,,1.0,1.0,4.0,2.0,,,3.0,1.0,3.0,2.0,4.0,12.0,16.0,1.0,17.0,1.0,1.0,1.0,1.0,157.0,96.0,1.0,,5.0,44.0,5.0,16.0,5.0,17.0,7.0,69.0,58.0,5.0,10.0,3.0,,122.0,21.0,228.0,19.0,1.0,24.0,19.0,5.0,3.0,32.0,25.0,3.0,25.0,,261.0,66.0,46.0,10.0,3.0,1.0,9.0,16.0,6.0,746.0,2.0,2.0,,69.0,134.0,,45.0,2.0,227.0,227.0,14.0,44.0,38.0,44.0,117.0,1.0,9.0,,222.0,614.0,28.0,25.0,254.0,34.0,10.0,10.0,65.0,48.0,298.0,21.0,574.0,18.0,28.0,57.0,1.0,763.0,20.0,23.0,7.0,1018.0,,14.0,14.0,16.0,9.0,16.0,5.0,16.0,8.0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,3.0,19.0,3.0,3.0,2.0,,,9.0,4.0,1.0,4.0,,,,5.0,3.0,5.0,2.0,,21.0,2.0,,12.0,1.0,1.0,,19.0,7.0,,1.0,,,,,2.0,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
1926,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,27,3.0,0.0,34.0,3.0,1.0,2.0,1.0,,,3.0,6.0,,,,8.0,,4.0,4.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,1.0,7.0,6.0,,1.0,1.0,,3.0,2.0,4.0,,,,,,1.0,7.0,,,,,2.0,1.0,,1.0,,,,,,10.0,,,,2.0,,,1.0,,9.0,9.0,,1.0,1.0,1.0,4.0,,,,2.0,8.0,1.0,,2.0,1.0,1.0,,1.0,1.0,3.0,5.0,9.0,,,,,10.0,,1.0,,21.0,,4.0,4.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,27,33.0,154.0,1675.0,16.0,12.0,112.0,9.0,,,48.0,277.0,,89.0,1.0,389.0,1.0,99.0,156.0,7.0,126.0,107.0,,12.0,34.0,4.0,,3.0,1.0,5.0,15.0,3.0,24.0,9.0,8.0,23.0,6.0,1.0,1.0,3.0,7.0,12.0,7.0,1.0,10.0,45.0,2.0,26.0,4.0,2.0,1.0,1.0,155.0,65.0,3.0,5.0,,30.0,10.0,8.0,2.0,,7.0,179.0,189.0,,32.0,30.0,,73.0,30.0,170.0,17.0,8.0,23.0,20.0,3.0,30.0,256.0,5.0,1.0,5.0,,137.0,22.0,8.0,14.0,1.0,,4.0,10.0,17.0,608.0,2.0,2.0,,112.0,144.0,,24.0,4.0,335.0,335.0,5.0,7.0,53.0,30.0,153.0,,31.0,1.0,146.0,382.0,13.0,15.0,128.0,20.0,32.0,15.0,3.0,3.0,287.0,146.0,490.0,,106.0,3.0,12.0,615.0,58.0,11.0,1.0,888.0,,53.0,53.0,16.0,3.0,10.0,4.0,42.0,7.0,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,,,,,,,7.0,3.0,5.0,3.0,,1.0,5.0,,,,1.0,,,2.0,,2.0,5.0,3.0,2.0,,3.0,,,1.0,2.0,2.0,8.0,2.0,,3.0,3.0,,,,,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,27,7.0,30.0,295.0,4.0,1.0,46.0,6.0,3.0,2.0,4.0,120.0,,14.0,6.0,163.0,2.0,2.0,,,36.0,15.0,1.0,11.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,4.0,9.0,10.0,,10.0,1.0,1.0,,,41.0,17.0,,,,5.0,5.0,,,2.0,,27.0,24.0,,,,,23.0,2.0,50.0,3.0,,6.0,6.0,,,5.0,2.0,,2.0,,47.0,11.0,7.0,6.0,,,6.0,7.0,1.0,182.0,,2.0,,35.0,21.0,,21.0,,76.0,76.0,,3.0,14.0,5.0,53.0,,5.0,,68.0,155.0,2.0,13.0,50.0,9.0,,20.0,16.0,12.0,83.0,9.0,157.0,,15.0,8.0,,191.0,11.0,2.0,2.0,285.0,1.0,9.0,9.0,11.0,,1.0,,15.0,11.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,4.0,1.0,1.0,,,6.0,4.0,,8.0,,,,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,27,23.0,108.0,1488.0,7.0,7.0,298.0,51.0,7.0,5.0,7.0,457.0,8.0,24.0,44.0,748.0,3.0,32.0,17.0,14.0,122.0,95.0,,8.0,4.0,1.0,,,,,1.0,,1.0,3.0,,1.0,1.0,,1.0,8.0,2.0,2.0,3.0,,10.0,9.0,,6.0,3.0,1.0,,1.0,166.0,154.0,,,3.0,53.0,3.0,23.0,,10.0,5.0,111.0,96.0,3.0,32.0,17.0,,159.0,32.0,338.0,16.0,,27.0,22.0,5.0,17.0,76.0,40.0,4.0,40.0,,193.0,118.0,68.0,11.0,6.0,,5.0,4.0,3.0,931.0,5.0,4.0,,148.0,236.0,,36.0,1.0,277.0,277.0,10.0,71.0,73.0,53.0,247.0,1.0,9.0,1.0,230.0,739.0,25.0,9.0,342.0,96.0,32.0,26.0,26.0,24.0,338.0,29.0,628.0,31.0,25.0,95.0,,944.0,15.0,52.0,3.0,1245.0,,27.0,27.0,11.0,8.0,42.0,1.0,18.0,16.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,14.0,,,,,,6.0,2.0,,,,,,8.0,2.0,2.0,,1.0,2.0,3.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,27,21.0,105.0,1798.0,,4.0,385.0,11.0,,,1.0,97.0,7.0,,22.0,482.0,1.0,39.0,94.0,8.0,159.0,142.0,,2.0,10.0,,,,,,3.0,1.0,4.0,3.0,,5.0,2.0,,,,1.0,1.0,1.0,,2.0,3.0,,5.0,3.0,,1.0,1.0,55.0,70.0,2.0,,8.0,17.0,3.0,16.0,4.0,,5.0,68.0,144.0,8.0,209.0,142.0,,45.0,14.0,208.0,21.0,,31.0,21.0,10.0,142.0,83.0,67.0,7.0,67.0,1.0,131.0,100.0,54.0,12.0,20.0,8.0,,2.0,2.0,552.0,18.0,1.0,,44.0,21.0,,4.0,,91.0,91.0,2.0,51.0,17.0,17.0,168.0,5.0,7.0,2.0,28.0,475.0,13.0,2.0,405.0,27.0,209.0,5.0,,,58.0,2.0,157.0,34.0,,61.0,,562.0,12.0,35.0,1.0,958.0,,6.0,6.0,10.0,3.0,31.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10456,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,27,34.0,260.0,2886.0,1.0,23.0,772.0,153.0,58.0,15.0,7.0,1622.0,2.0,73.0,182.0,2336.0,9.0,37.0,28.0,20.0,178.0,177.0,,54.0,7.0,,,3.0,,,1.0,1.0,2.0,3.0,3.0,4.0,7.0,,2.0,5.0,3.0,3.0,2.0,13.0,26.0,35.0,3.0,36.0,2.0,7.0,2.0,3.0,376.0,265.0,2.0,1.0,4.0,80.0,16.0,72.0,10.0,5.0,8.0,205.0,190.0,4.0,30.0,15.0,,477.0,30.0,1023.0,33.0,3.0,26.0,22.0,4.0,15.0,108.0,24.0,,24.0,,632.0,402.0,307.0,3.0,7.0,,32.0,61.0,17.0,2597.0,5.0,2.0,,404.0,335.0,,203.0,2.0,667.0,667.0,23.0,105.0,137.0,80.0,712.0,,10.0,1.0,903.0,2209.0,38.0,95.0,832.0,285.0,30.0,59.0,198.0,65.0,1173.0,10.0,2109.0,11.0,74.0,279.0,1.0,2743.0,43.0,90.0,9.0,3398.0,3.0,34.0,34.0,36.0,27.0,73.0,11.0,47.0,36.0,,,,,,,,,,,,,,,,,,21.0,2.0,2.0,,,,16.0,26.0,18.0,15.0,7.0,1.0,,8.0,44.0,6.0,16.0,,1.0,4.0,6.0,7.0,11.0,1.0,,150.0,9.0,,34.0,7.0,11.0,3.0,134.0,35.0,,7.0,2.0,,,,2.0,,,,,,3.0,1.0,1.0,,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
