id,year_id,appearances,clean_sheet,draws,goals,goal_assist,losses,wins,yellow_card,own_goals,red_card
627,9,12.0,1.0,5.0,3.0,,2.0,5.0,,,
1449,9,8.0,0.0,2.0,,,4.0,2.0,1.0,,
394,9,5.0,0.0,,,,4.0,1.0,,,1.0
1175,9,21.0,4.0,7.0,2.0,1.0,9.0,5.0,6.0,,
1351,9,27.0,5.0,5.0,,1.0,14.0,8.0,1.0,,
1841,9,,,,,,,,,,
1436,9,9.0,3.0,3.0,,,2.0,4.0,1.0,,
1676,9,24.0,7.0,8.0,,,5.0,11.0,1.0,,
1557,9,5.0,1.0,1.0,,,1.0,3.0,,,
1837,9,2.0,0.0,1.0,,,1.0,,,,
1535,9,29.0,6.0,7.0,2.0,3.0,8.0,14.0,8.0,,
1764,9,,,,,,,,,,
908,9,36.0,8.0,8.0,14.0,4.0,8.0,20.0,4.0,,
1163,9,12.0,2.0,3.0,,,7.0,2.0,4.0,1.0,
929,9,23.0,6.0,4.0,,1.0,3.0,16.0,8.0,,
1868,9,1.0,0.0,1.0,,,,,,,
1705,9,4.0,0.0,1.0,,,1.0,2.0,,,
108,9,11.0,2.0,2.0,,,8.0,1.0,1.0,,
1236,9,17.0,2.0,6.0,,,9.0,2.0,3.0,,
1881,9,3.0,1.0,,,,1.0,2.0,,,
1514,9,13.0,5.0,4.0,,,5.0,4.0,1.0,,
1775,9,13.0,0.0,2.0,2.0,3.0,7.0,4.0,,,
1082,9,20.0,0.0,7.0,1.0,1.0,9.0,4.0,2.0,,
1528,9,8.0,1.0,3.0,4.0,1.0,2.0,3.0,,,
937,9,27.0,4.0,10.0,2.0,,10.0,7.0,10.0,,
1350,9,15.0,3.0,2.0,,,6.0,7.0,,,
917,9,2.0,0.0,1.0,,,1.0,,1.0,,
1402,9,12.0,1.0,3.0,6.0,1.0,4.0,5.0,3.0,,
1634,9,33.0,7.0,11.0,1.0,3.0,12.0,10.0,2.0,,
1856,9,,,,,,,,,,
1722,9,,,,,,,,,,
999,9,8.0,0.0,1.0,,,5.0,2.0,1.0,,
1750,9,,,,,,,,,,
1560,9,33.0,7.0,8.0,3.0,3.0,8.0,17.0,13.0,,
1754,9,34.0,11.0,11.0,,1.0,10.0,13.0,4.0,,
1687,9,32.0,1.0,10.0,,,16.0,6.0,7.0,,
1553,9,34.0,3.0,10.0,8.0,1.0,15.0,9.0,5.0,,
1622,9,,,,,,,,,,
396,9,1.0,0.0,,,,1.0,,,,
315,9,21.0,8.0,2.0,,2.0,6.0,13.0,2.0,,
1470,9,,,,,,,,,,
326,9,30.0,8.0,12.0,2.0,1.0,9.0,9.0,8.0,,
488,9,25.0,1.0,10.0,2.0,1.0,10.0,5.0,2.0,,
1526,9,1.0,0.0,,,,1.0,,,,
1504,9,19.0,3.0,7.0,,,5.0,7.0,1.0,1.0,
1533,9,34.0,8.0,10.0,2.0,1.0,9.0,15.0,10.0,,
742,9,15.0,0.0,3.0,1.0,1.0,4.0,8.0,2.0,,
1561,9,,,,,,,,,,
1498,9,11.0,2.0,2.0,,,5.0,4.0,,,
1391,9,33.0,11.0,9.0,3.0,,14.0,10.0,3.0,,
1924,9,2.0,0.0,2.0,,,,,2.0,,
27,9,21.0,2.0,3.0,4.0,2.0,14.0,4.0,7.0,,1.0
528,9,31.0,10.0,8.0,1.0,1.0,13.0,10.0,2.0,,
1581,9,1.0,0.0,,,,1.0,,,,
1744,9,4.0,0.0,,,,2.0,2.0,,,
338,9,33.0,5.0,14.0,8.0,4.0,9.0,10.0,2.0,1.0,
1590,9,14.0,2.0,2.0,,,5.0,7.0,2.0,,
903,9,22.0,5.0,7.0,1.0,1.0,8.0,7.0,5.0,,
1184,9,28.0,5.0,10.0,,,13.0,5.0,4.0,,
290,9,6.0,0.0,1.0,,,4.0,1.0,1.0,1.0,
384,9,24.0,2.0,4.0,2.0,1.0,10.0,10.0,4.0,,
1740,9,26.0,3.0,4.0,5.0,5.0,12.0,10.0,,,1.0
1765,9,,,,,,,,,,
1747,9,32.0,6.0,9.0,1.0,,12.0,11.0,7.0,,
1503,9,,,,,,,,,,
1392,9,28.0,3.0,8.0,2.0,6.0,12.0,8.0,7.0,,
1913,9,1.0,0.0,,,,1.0,,,,
1445,9,32.0,12.0,10.0,1.0,,8.0,14.0,6.0,,
1156,9,32.0,2.0,7.0,2.0,1.0,19.0,6.0,11.0,,
1105,9,,,,,,,,,,
1772,9,6.0,0.0,2.0,,,3.0,1.0,1.0,,
349,9,30.0,4.0,14.0,,1.0,11.0,5.0,4.0,,
877,9,12.0,1.0,2.0,6.0,2.0,6.0,4.0,2.0,,
1532,9,14.0,3.0,4.0,,,3.0,7.0,2.0,,
1111,9,35.0,11.0,9.0,2.0,,8.0,18.0,,2.0,
1222,9,25.0,4.0,11.0,2.0,,9.0,5.0,3.0,,
10245,9,,,,,,,,,,
1943,9,,,,,,,,,,
200,9,4.0,0.0,2.0,,,2.0,,,,
1538,9,,,,,,,,,,
519,9,22.0,6.0,5.0,,,7.0,10.0,,,
1979,9,5.0,1.0,,,,4.0,1.0,2.0,,
1900,9,2.0,0.0,,,,,2.0,,,
1861,9,2.0,0.0,,,,1.0,1.0,,,
1149,9,7.0,1.0,4.0,,1.0,2.0,1.0,,,
1447,9,20.0,1.0,5.0,2.0,1.0,10.0,5.0,2.0,,
1956,9,26.0,1.0,7.0,3.0,,11.0,8.0,5.0,,
3,9,26.0,14.0,4.0,1.0,2.0,4.0,18.0,7.0,,
1543,9,19.0,0.0,6.0,3.0,2.0,10.0,3.0,,,
1994,9,1.0,0.0,,,,1.0,,,,
1418,9,,,,,,,,,,
1932,9,,,,,,,,,,
1843,9,9.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,,
1370,9,24.0,2.0,8.0,1.0,,12.0,4.0,1.0,,
518,9,,,,,,,,,,
1451,9,31.0,6.0,12.0,9.0,7.0,10.0,9.0,6.0,,
1839,9,33.0,7.0,12.0,,,9.0,12.0,12.0,1.0,
1680,9,,,,,,,,,,
1665,9,,,,,,,,,,
566,9,23.0,6.0,7.0,2.0,3.0,8.0,8.0,7.0,,
669,9,5.0,1.0,2.0,,,2.0,1.0,,,
1656,9,,,,,,,,,,
1770,9,22.0,7.0,6.0,3.0,1.0,10.0,6.0,3.0,,
734,9,37.0,6.0,6.0,9.0,2.0,17.0,14.0,1.0,,
1344,9,24.0,6.0,6.0,1.0,,9.0,9.0,,1.0,
388,9,,,,,,,,,,
1694,9,1.0,0.0,1.0,,,,,,,
1564,9,1.0,0.0,,,,1.0,,,,
1701,9,11.0,2.0,2.0,,,6.0,3.0,2.0,,1.0
1389,9,6.0,0.0,3.0,,,3.0,,1.0,,
1704,9,,,,,,,,,,
1771,9,8.0,1.0,1.0,,,5.0,2.0,,,
125,9,25.0,3.0,7.0,,2.0,15.0,3.0,1.0,,
13,9,29.0,10.0,9.0,1.0,2.0,5.0,15.0,2.0,,
1920,9,38.0,13.0,9.0,3.0,3.0,9.0,20.0,6.0,,
1718,9,7.0,4.0,,2.0,,1.0,6.0,,,
1972,9,27.0,6.0,9.0,2.0,4.0,7.0,11.0,5.0,,
1262,9,,,,,,,,,,
1912,9,,,,,,,,,,
1834,9,5.0,0.0,1.0,,,2.0,2.0,,1.0,
1415,9,,,,,,,,,,
1145,9,24.0,2.0,5.0,,5.0,6.0,13.0,4.0,,
1706,9,29.0,6.0,5.0,2.0,1.0,6.0,18.0,9.0,,
569,9,26.0,5.0,4.0,2.0,3.0,8.0,14.0,3.0,,
1185,9,29.0,4.0,7.0,3.0,,14.0,8.0,5.0,,
1852,9,1.0,0.0,,,,1.0,,,,
1957,9,22.0,2.0,7.0,1.0,,6.0,9.0,5.0,,
1940,9,30.0,14.0,5.0,,,4.0,21.0,1.0,,
1854,9,18.0,3.0,6.0,7.0,1.0,5.0,7.0,,,
1499,9,,,,,,,,,,
243,9,16.0,5.0,4.0,,,1.0,11.0,2.0,,1.0
1005,9,37.0,10.0,9.0,11.0,4.0,14.0,14.0,5.0,,
1983,9,3.0,0.0,1.0,,,1.0,1.0,,,
590,9,29.0,5.0,7.0,,,12.0,10.0,6.0,,1.0
1591,9,,,,,,,,,,
1219,9,,,,,,,,,,
523,9,4.0,0.0,1.0,,,1.0,2.0,,,
1308,9,30.0,7.0,12.0,,,8.0,10.0,3.0,,
1869,9,34.0,3.0,8.0,6.0,1.0,18.0,8.0,7.0,,
331,9,31.0,10.0,8.0,9.0,12.0,4.0,19.0,3.0,,
187,9,19.0,0.0,6.0,1.0,1.0,12.0,1.0,2.0,,
74,9,1.0,0.0,1.0,,,,,,,
1583,9,1.0,0.0,,,,1.0,,,,
1955,9,,,,,,,,,,
991,9,25.0,7.0,7.0,3.0,3.0,4.0,14.0,2.0,,
1205,9,14.0,2.0,2.0,2.0,5.0,2.0,10.0,1.0,,
1661,9,,,,,,,,,,
1456,9,,,,,,,,,,
1917,9,21.0,0.0,2.0,1.0,,13.0,6.0,2.0,,
1921,9,13.0,2.0,4.0,,,2.0,7.0,1.0,,1.0
1686,9,1.0,0.0,1.0,,,,,,,
1874,9,2.0,0.0,1.0,,,1.0,,1.0,,
795,9,10.0,1.0,3.0,,,6.0,1.0,,,
1963,9,1.0,0.0,,,,,1.0,,,
1673,9,21.0,0.0,6.0,4.0,,12.0,3.0,,,
1361,9,33.0,7.0,12.0,1.0,,9.0,12.0,9.0,1.0,
1582,9,,,,,,,,,,
1549,9,8.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,,
1951,9,28.0,3.0,13.0,12.0,3.0,8.0,7.0,3.0,,
942,9,2.0,0.0,,,,2.0,,,,
1697,9,2.0,0.0,1.0,,,,1.0,,,
1857,9,9.0,0.0,2.0,,,3.0,4.0,,,
32,9,,,,,,,,,,
9,9,1.0,0.0,,,,1.0,,,,
1190,9,38.0,9.0,8.0,9.0,5.0,10.0,20.0,9.0,,
1734,9,,,,,,,,,,
1241,9,4.0,2.0,2.0,,,1.0,1.0,,,
1155,9,31.0,4.0,7.0,1.0,2.0,18.0,6.0,8.0,,
1873,9,12.0,0.0,6.0,,1.0,6.0,,,,
1926,9,,,,,,,,,,
1458,9,38.0,14.0,10.0,,2.0,14.0,14.0,1.0,1.0,
1270,9,7.0,1.0,2.0,,3.0,2.0,3.0,,,
1633,9,,,,,,,,,,
109,9,24.0,9.0,7.0,2.0,2.0,10.0,7.0,5.0,,
1759,9,4.0,0.0,2.0,,,1.0,1.0,,,
1904,9,7.0,1.0,,1.0,1.0,2.0,5.0,,,
1516,9,25.0,6.0,7.0,,,9.0,9.0,,,1.0
332,9,28.0,9.0,5.0,3.0,2.0,4.0,19.0,8.0,,
1802,9,,,,,,,,,,
1589,9,7.0,0.0,1.0,,,4.0,2.0,1.0,,
1713,9,6.0,0.0,,,,4.0,2.0,1.0,,
1472,9,1.0,0.0,,,,,1.0,,,
1008,9,2.0,1.0,,,,1.0,1.0,,,
1890,9,26.0,7.0,5.0,1.0,,8.0,13.0,7.0,,
1333,9,28.0,4.0,4.0,1.0,1.0,14.0,10.0,3.0,,
1186,9,16.0,1.0,4.0,4.0,2.0,7.0,5.0,2.0,,
1906,9,4.0,0.0,1.0,,,1.0,2.0,,,
1546,9,27.0,12.0,8.0,1.0,,10.0,9.0,6.0,1.0,1.0
25,9,29.0,4.0,8.0,9.0,1.0,12.0,9.0,1.0,,
1847,9,1.0,0.0,,,,,1.0,,,
1240,9,31.0,4.0,10.0,5.0,4.0,17.0,4.0,3.0,,
1393,9,32.0,5.0,10.0,5.0,2.0,14.0,8.0,4.0,,1.0
915,9,34.0,11.0,7.0,,,9.0,18.0,6.0,,
1301,9,,,,,,,,,,
776,9,28.0,4.0,6.0,3.0,2.0,11.0,11.0,5.0,,
1009,9,2.0,1.0,1.0,,,1.0,,,,
779,9,,,,,,,,,,
35,9,23.0,6.0,9.0,3.0,1.0,8.0,6.0,2.0,,1.0
726,9,21.0,3.0,3.0,7.0,2.0,6.0,12.0,,,
1658,9,8.0,1.0,2.0,,,5.0,1.0,,,
