id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_freekick_miss,att_freekick_total,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,total_pull_back,accurate_flick_on,att_bx_left,att_bx_right,att_fastbreak,att_goal_high_left,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high_right,att_obox_post,att_obxd_left,att_one_on_one,att_post_left,att_sv_low_left,big_chance_scored,clean_sheet,hit_woodwork,outfielder_block,overrun,post_scoring_att,shot_fastbreak,total_fastbreak,total_flick_on,accurate_cross_nocorner,accurate_through_ball,assist_blocked_shot,att_goal_low_centre,att_hd_goal,att_post_high,att_sv_high_centre,att_sv_high_left,goal_fastbreak,shield_ball_oop,six_yard_block,foul_throw_in,hand_ball,interceptions_in_box,penalty_conceded,accurate_freekick_cross,assist_pass_lost,att_assist_setplay,att_cmiss_high_left,att_freekick_goal,att_freekick_target,att_goal_high_centre,att_goal_high_right,att_ibox_post,att_lg_centre,att_miss_high_left,att_pen_goal,att_pen_post,att_pen_target,att_sv_high_right,goal_assist_deadball,goal_assist_setplay,penalty_won,second_goal_assist,times_tackled,winning_goal,accurate_pull_back,clearance_off_line,att_cmiss_high_right,assist_penalty_won,gk_smother,att_goal_low_right,att_obx_left,assist_own_goal,accurate_goal_kicks,goal_kicks,own_goals,last_man_tackle,assist_attempt_saved,assist_free_kick_won,assist_handball_won,dangerous_play,att_obx_right,red_card,second_yellow,att_obxd_right,att_post_right,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_hd_post,att_freekick_post,assist_post,att_obp_goal,att_lg_right,fifty_fifty,rescinded_red_card
10535,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,274,250.0,19.0,17.0,20.0,508.0,,33.0,21.0,738.0,,4.0,1.0,18.0,8.0,150.0,90.0,8.0,1.0,19.0,6.0,,,,,,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,,1.0,1.0,,,,1.0,9.0,,,3.0,,1.0,,217.0,71.0,1.0,1.0,,21.0,4.0,19.0,57.0,6.0,3.0,22.0,9.0,65.0,52.0,,1.0,,,,73.0,4.0,14.0,14.0,176.0,18.0,1.0,20.0,17.0,3.0,1.0,2.0,2.0,1.0,,12.0,5.0,5.0,214.0,44.0,37.0,4.0,,1448.0,,18.0,19.0,3.0,809.0,133.0,150.0,117.0,1.0,211.0,211.0,7.0,29.0,35.0,21.0,229.0,2.0,301.0,718.0,4.0,37.0,271.0,33.0,1.0,22.0,49.0,72.0,23.0,361.0,637.0,1.0,35.0,28.0,6.0,836.0,9.0,11.0,,17.0,2.0,,1064.0,41.0,25.0,25.0,18.0,5.0,16.0,10.0,8.0,1.0,1.0,5.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,3.0,,1.0,1.0,9.0,3.0,,,0.0,,,1.0,,,,2.0,,,,,3.0,,16.0,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16467,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13283,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10905,274,34.0,6.0,,1.0,128.0,1.0,16.0,6.0,161.0,,76.0,41.0,30.0,7.0,103.0,43.0,29.0,7.0,11.0,16.0,1.0,,,4.0,,,,3.0,4.0,10.0,10.0,5.0,,4.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,6.0,30.0,4.0,5.0,27.0,2.0,2.0,1.0,67.0,51.0,5.0,8.0,1.0,18.0,14.0,3.0,,10.0,3.0,21.0,5.0,121.0,81.0,1.0,9.0,3.0,,,28.0,4.0,17.0,,63.0,12.0,4.0,17.0,17.0,,4.0,2.0,2.0,2.0,3.0,40.0,2.0,2.0,61.0,17.0,11.0,12.0,2.0,1105.0,1.0,6.0,7.0,10.0,248.0,45.0,52.0,14.0,,170.0,170.0,11.0,8.0,32.0,18.0,57.0,12.0,75.0,161.0,8.0,13.0,43.0,11.0,9.0,25.0,,13.0,13.0,130.0,218.0,3.0,18.0,11.0,10.0,248.0,36.0,12.0,18.0,6.0,4.0,,467.0,65.0,40.0,40.0,16.0,13.0,18.0,12.0,4.0,,1.0,3.0,2.0,7.0,1.0,,1.0,3.0,,2.0,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0,2.0,,1.0,,,0.0,1.0,,,3.0,,2.0,,,,,,,,,1.0,0.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14984,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14924,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,274,712.0,25.0,,,193.0,9.0,,70.0,905.0,9.0,28.0,59.0,19.0,7.0,163.0,119.0,7.0,,2.0,6.0,,,,6.0,,,0.0,2.0,3.0,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,2.0,,2.0,1.0,,,64.0,71.0,2.0,1.0,1.0,11.0,2.0,11.0,,1.0,,5.0,8.0,62.0,100.0,1.0,67.0,39.0,1.0,,67.0,,19.0,,371.0,19.0,2.0,25.0,23.0,2.0,,,,,39.0,57.0,17.0,17.0,336.0,138.0,87.0,4.0,15.0,1697.0,3.0,1.0,1.0,2.0,995.0,33.0,108.0,8.0,4.0,139.0,139.0,,44.0,27.0,11.0,258.0,3.0,48.0,872.0,6.0,2.0,766.0,56.0,67.0,5.0,,1.0,1.0,83.0,264.0,55.0,,144.0,1.0,1029.0,7.0,1.0,,25.0,1.0,10.0,1245.0,13.0,4.0,4.0,12.0,7.0,5.0,2.0,16.0,6.0,,,,,,,,2.0,,,,,,,,1.0,4.0,1.0,24.0,,1.0,,,,,,,,,1.0,,,,2.0,,1.0,,3.0,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,0.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
51753,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15560,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13485,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14674,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970,274,570.0,23.0,,16.0,502.0,12.0,2.0,38.0,1056.0,260.0,50.0,22.0,36.0,12.0,384.0,188.0,11.0,3.0,22.0,1.0,,,,1.0,,,,,,4.0,3.0,4.0,1.0,3.0,,2.0,,2.0,,1.0,,3.0,13.0,,3.0,11.0,,2.0,0.0,352.0,178.0,7.0,,24.0,82.0,6.0,18.0,,56.0,17.0,31.0,6.0,175.0,167.0,24.0,73.0,28.0,,1.0,112.0,13.0,29.0,,476.0,36.0,,71.0,63.0,8.0,,1.0,1.0,1.0,28.0,62.0,37.0,37.0,456.0,130.0,53.0,26.0,40.0,3240.0,7.0,13.0,10.0,4.0,1316.0,24.0,410.0,77.0,4.0,530.0,530.0,5.0,126.0,47.0,82.0,55.0,4.0,250.0,1035.0,17.0,23.0,694.0,78.0,73.0,99.0,,73.0,73.0,331.0,718.0,93.0,2.0,153.0,3.0,1339.0,14.0,,,48.0,,299.0,2275.0,45.0,54.0,54.0,49.0,4.0,48.0,20.0,30.0,7.0,4.0,2.0,,8.0,,,,,,2.0,,,,,,,5.0,,29.0,14.0,,,,3.0,16.0,,,,,,,1.0,,1.0,,1.0,3.0,10.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,274,102.0,9.0,1.0,3.0,163.0,1.0,3.0,10.0,262.0,1.0,4.0,3.0,11.0,6.0,44.0,18.0,18.0,4.0,15.0,9.0,,,1.0,3.0,,,,0.0,0.0,7.0,3.0,7.0,4.0,7.0,,2.0,1.0,1.0,,1.0,2.0,4.0,19.0,1.0,5.0,14.0,,4.0,0.0,77.0,52.0,1.0,1.0,,18.0,8.0,12.0,1.0,12.0,7.0,9.0,3.0,42.0,40.0,,1.0,,,,26.0,3.0,8.0,,68.0,8.0,1.0,12.0,11.0,1.0,1.0,1.0,,1.0,,15.0,9.0,9.0,87.0,15.0,9.0,4.0,,662.0,,8.0,9.0,10.0,313.0,42.0,56.0,39.0,1.0,108.0,108.0,7.0,16.0,29.0,18.0,83.0,4.0,94.0,260.0,9.0,17.0,113.0,20.0,1.0,21.0,1.0,20.0,19.0,125.0,222.0,1.0,3.0,17.0,,315.0,22.0,3.0,3.0,15.0,4.0,2.0,466.0,35.0,18.0,18.0,11.0,4.0,12.0,11.0,7.0,1.0,,3.0,2.0,6.0,1.0,,,1.0,,1.0,,,1.0,,0.0,1.0,1.0,,,1.0,,1.0,1.0,4.0,2.0,3.0,,,,,2.0,2.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13286,274,94.0,5.0,,3.0,181.0,,26.0,6.0,272.0,,114.0,90.0,34.0,8.0,150.0,63.0,79.0,9.0,18.0,53.0,2.0,2.0,5.0,14.0,,,4.0,11.0,19.0,14.0,29.0,21.0,5.0,10.0,7.0,13.0,9.0,,1.0,4.0,4.0,9.0,72.0,12.0,14.0,54.0,2.0,14.0,6.0,125.0,49.0,3.0,22.0,,42.0,14.0,11.0,,11.0,,42.0,5.0,201.0,137.0,,27.0,23.0,,,32.0,9.0,17.0,,83.0,25.0,15.0,34.0,31.0,3.0,15.0,3.0,2.0,3.0,23.0,62.0,6.0,6.0,108.0,23.0,15.0,10.0,6.0,2221.0,1.0,6.0,15.0,40.0,356.0,40.0,51.0,16.0,2.0,279.0,279.0,10.0,6.0,33.0,42.0,91.0,34.0,101.0,221.0,18.0,21.0,117.0,9.0,27.0,35.0,,11.0,11.0,168.0,301.0,4.0,39.0,13.0,23.0,407.0,88.0,16.0,9.0,8.0,2.0,,809.0,157.0,74.0,74.0,24.0,19.0,16.0,19.0,4.0,2.0,2.0,13.0,5.0,7.0,5.0,2.0,5.0,14.0,,3.0,,,6.0,1.0,1.0,9.0,2.0,3.0,2.0,1.0,1.0,5.0,6.0,44.0,3.0,,2.0,3.0,3.0,0.0,2.0,1.0,4.0,1.0,2.0,,1.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
13549,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13825,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51539,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21998,274,105.0,6.0,4.0,10.0,196.0,0.0,12.0,9.0,291.0,2.0,25.0,6.0,29.0,8.0,71.0,39.0,12.0,5.0,9.0,4.0,,1.0,,,,,1.0,,1.0,3.0,4.0,3.0,,13.0,,2.0,2.0,2.0,1.0,2.0,,5.0,17.0,1.0,2.0,3.0,,2.0,,140.0,53.0,5.0,3.0,1.0,16.0,5.0,11.0,13.0,32.0,4.0,18.0,10.0,93.0,63.0,1.0,3.0,,,,16.0,5.0,14.0,6.0,54.0,9.0,3.0,12.0,11.0,1.0,3.0,3.0,3.0,2.0,,23.0,6.0,6.0,88.0,10.0,6.0,6.0,1.0,928.0,,7.0,7.0,6.0,329.0,87.0,72.0,45.0,1.0,184.0,184.0,8.0,16.0,29.0,16.0,67.0,6.0,97.0,274.0,2.0,14.0,120.0,12.0,3.0,61.0,7.0,48.0,42.0,123.0,277.0,1.0,12.0,12.0,4.0,349.0,17.0,8.0,20.0,9.0,,2.0,609.0,43.0,31.0,31.0,16.0,13.0,32.0,11.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,,1.0,2.0,2.0,,,,,,1.0,1.0,,,,9.0,,4.0,4.0,9.0,7.0,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,,2.0,,,2.0,,,,,1.0,1.0,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,274,174.0,24.0,,,13.0,10.0,,50.0,187.0,,,4.0,11.0,,58.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,1.0,,,,,,,,,6.0,,12.0,1.0,2.0,1.0,12.0,,,,132.0,9.0,,10.0,8.0,2.0,,,,,1.0,1.0,,,62.0,61.0,13.0,,4.0,873.0,0.0,,,,152.0,13.0,12.0,0.0,,73.0,73.0,,5.0,,1.0,66.0,,3.0,109.0,,,199.0,40.0,12.0,,,,,12.0,61.0,47.0,,121.0,,260.0,,,2.0,1.0,,,354.0,,,,1.0,11.0,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,60.0,70.0,,1.0,,,,,,,,,,9.0,51.0,0.0,,3.0,6.0,5.0,63.0,51.0,,,4.0,8.0,9.0,18.0,1.0,3.0,7.0,9.0,,,,,,,
9131,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43856,274,4.0,,,,,,,,4.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,6.0,,,,,4.0,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,4.0,,,2.0,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50252,274,170.0,12.0,22.0,29.0,434.0,,24.0,16.0,575.0,6.0,41.0,21.0,31.0,11.0,205.0,120.0,27.0,23.0,21.0,10.0,,3.0,1.0,2.0,3.0,7.0,1.0,,,7.0,6.0,8.0,12.0,44.0,1.0,6.0,4.0,6.0,,11.0,5.0,23.0,40.0,,1.0,5.0,,4.0,4.0,242.0,104.0,8.0,2.0,1.0,36.0,13.0,8.0,66.0,28.0,21.0,53.0,9.0,176.0,162.0,1.0,4.0,2.0,,,47.0,8.0,14.0,7.0,127.0,22.0,5.0,30.0,28.0,2.0,4.0,6.0,6.0,5.0,2.0,35.0,8.0,8.0,270.0,14.0,8.0,9.0,3.0,2015.0,,22.0,17.0,18.0,688.0,45.0,206.0,140.0,6.0,396.0,396.0,12.0,49.0,43.0,36.0,67.0,19.0,264.0,557.0,13.0,40.0,203.0,26.0,4.0,133.0,55.0,109.0,56.0,345.0,612.0,1.0,27.0,23.0,4.0,706.0,50.0,11.0,9.0,32.0,10.0,7.0,1271.0,91.0,61.0,61.0,37.0,13.0,72.0,31.0,17.0,4.0,6.0,4.0,2.0,14.0,4.0,2.0,,5.0,5.0,1.0,1.0,,,1.0,3.0,3.0,1.0,3.0,2.0,7.0,2.0,4.0,4.0,20.0,9.0,3.0,,2.0,,1.0,2.0,,,,1.0,,1.0,,,,0.0,12.0,3.0,,2.0,,,1.0,,5.0,1.0,,,,1.0,1.0,,,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11357,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55603,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24695,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
