id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_freekick_miss,att_freekick_total,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,total_pull_back,accurate_flick_on,att_bx_left,att_bx_right,att_fastbreak,att_goal_high_left,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high_right,att_obox_post,att_obxd_left,att_one_on_one,att_post_left,att_sv_low_left,big_chance_scored,clean_sheet,hit_woodwork,outfielder_block,overrun,post_scoring_att,shot_fastbreak,total_fastbreak,total_flick_on,accurate_cross_nocorner,accurate_through_ball,assist_blocked_shot,att_goal_low_centre,att_hd_goal,att_post_high,att_sv_high_centre,att_sv_high_left,goal_fastbreak,shield_ball_oop,six_yard_block,foul_throw_in,hand_ball,interceptions_in_box,penalty_conceded,accurate_freekick_cross,assist_pass_lost,att_assist_setplay,att_cmiss_high_left,att_freekick_goal,att_freekick_target,att_goal_high_centre,att_goal_high_right,att_ibox_post,att_lg_centre,att_miss_high_left,att_pen_goal,att_pen_post,att_pen_target,att_sv_high_right,goal_assist_deadball,goal_assist_setplay,penalty_won,second_goal_assist,times_tackled,winning_goal,accurate_pull_back,clearance_off_line,att_cmiss_high_right,assist_penalty_won,gk_smother,att_goal_low_right,att_obx_left,assist_own_goal,accurate_goal_kicks,goal_kicks,own_goals,last_man_tackle,assist_attempt_saved,assist_free_kick_won,assist_handball_won,dangerous_play,att_obx_right,red_card,second_yellow,att_obxd_right,att_post_right,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_hd_post,att_freekick_post,assist_post,att_obp_goal,att_lg_right,fifty_fifty,rescinded_red_card
4626,274,33.0,3.0,,1.0,125.0,1.0,7.0,2.0,157.0,,40.0,19.0,25.0,7.0,80.0,48.0,15.0,1.0,12.0,7.0,,2.0,1.0,2.0,,,1.0,1.0,3.0,2.0,5.0,4.0,,3.0,1.0,3.0,1.0,1.0,,,,1.0,13.0,1.0,4.0,9.0,1.0,,4.0,53.0,45.0,5.0,5.0,,12.0,3.0,5.0,,11.0,,31.0,8.0,100.0,73.0,,2.0,2.0,,,8.0,7.0,20.0,,49.0,10.0,3.0,10.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,1.0,1.0,57.0,7.0,5.0,10.0,,1047.0,,5.0,9.0,7.0,199.0,57.0,36.0,15.0,,139.0,139.0,11.0,12.0,22.0,12.0,53.0,6.0,89.0,144.0,2.0,14.0,43.0,5.0,2.0,22.0,,11.0,11.0,124.0,180.0,3.0,11.0,4.0,11.0,212.0,16.0,10.0,15.0,6.0,,,391.0,61.0,35.0,35.0,32.0,7.0,16.0,11.0,5.0,1.0,3.0,2.0,,1.0,1.0,,,3.0,1.0,,,,,1.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,12.0,1.0,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,2.0,0.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
4135,274,401.0,106.0,14.0,22.0,424.0,14.0,3.0,143.0,803.0,2.0,13.0,17.0,26.0,16.0,244.0,118.0,11.0,34.0,31.0,7.0,1.0,1.0,1.0,4.0,4.0,8.0,2.0,3.0,4.0,2.0,4.0,1.0,,3.0,4.0,5.0,4.0,13.0,2.0,11.0,7.0,31.0,27.0,4.0,8.0,38.0,3.0,2.0,2.0,169.0,139.0,7.0,1.0,3.0,28.0,15.0,31.0,61.0,7.0,15.0,10.0,7.0,78.0,67.0,3.0,35.0,20.0,,,235.0,,19.0,13.0,375.0,25.0,6.0,34.0,30.0,4.0,3.0,2.0,2.0,1.0,20.0,45.0,23.0,23.0,220.0,206.0,108.0,10.0,11.0,2123.0,,16.0,29.0,14.0,968.0,134.0,158.0,144.0,2.0,363.0,363.0,2.0,60.0,77.0,28.0,280.0,16.0,208.0,740.0,9.0,45.0,461.0,208.0,35.0,20.0,55.0,89.0,35.0,329.0,672.0,64.0,3.0,262.0,1.0,1044.0,45.0,6.0,1.0,29.0,5.0,3.0,1391.0,24.0,24.0,24.0,6.0,9.0,15.0,8.0,19.0,3.0,,1.0,2.0,2.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,5.0,2.0,5.0,2.0,1.0,,,5.0,9.0,3.0,,,1.0,1.0,1.0,,,,2.0,,,3.0,,2.0,,12.0,1.0,1.0,3.0,,,,2.0,1.0,,,,2.0,1.0,1.0,,1.0,0.0,0.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,274,441.0,16.0,2.0,9.0,567.0,1.0,1.0,13.0,999.0,117.0,23.0,30.0,24.0,12.0,133.0,70.0,6.0,5.0,17.0,1.0,,,,2.0,,,,1.0,1.0,1.0,2.0,3.0,4.0,9.0,1.0,,1.0,3.0,,,2.0,5.0,8.0,,1.0,1.0,1.0,1.0,,196.0,92.0,1.0,1.0,5.0,38.0,4.0,14.0,4.0,18.0,15.0,3.0,7.0,72.0,96.0,5.0,51.0,30.0,,1.0,105.0,2.0,23.0,1.0,368.0,20.0,,15.0,14.0,1.0,,,,,30.0,81.0,24.0,24.0,71.0,110.0,83.0,5.0,23.0,1734.0,4.0,7.0,13.0,5.0,1127.0,376.0,5.0,55.0,2.0,221.0,221.0,4.0,49.0,39.0,38.0,508.0,2.0,295.0,983.0,20.0,20.0,493.0,45.0,51.0,31.0,4.0,38.0,34.0,360.0,688.0,14.0,1.0,41.0,4.0,1143.0,11.0,5.0,4.0,34.0,1.0,135.0,1564.0,34.0,15.0,15.0,10.0,12.0,22.0,10.0,18.0,7.0,4.0,,4.0,,,,,,,,,,,,3.0,,7.0,,6.0,2.0,,,,,7.0,1.0,,,,,1.0,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12576,274,363.0,34.0,,18.0,400.0,7.0,3.0,54.0,745.0,161.0,32.0,30.0,25.0,12.0,159.0,59.0,2.0,10.0,13.0,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,4.0,,4.0,2.0,10.0,9.0,,2.0,8.0,2.0,,1.0,157.0,148.0,4.0,,8.0,47.0,5.0,29.0,1.0,38.0,30.0,12.0,6.0,106.0,144.0,8.0,33.0,15.0,,,116.0,2.0,24.0,,350.0,18.0,,30.0,26.0,4.0,,4.0,4.0,4.0,15.0,72.0,40.0,40.0,404.0,130.0,83.0,10.0,16.0,1820.0,2.0,5.0,14.0,3.0,929.0,25.0,320.0,73.0,1.0,338.0,338.0,11.0,80.0,57.0,47.0,37.0,4.0,196.0,727.0,16.0,19.0,431.0,63.0,33.0,25.0,,68.0,68.0,289.0,585.0,26.0,3.0,96.0,2.0,948.0,12.0,3.0,7.0,83.0,5.0,185.0,1537.0,20.0,28.0,28.0,19.0,9.0,14.0,13.0,44.0,3.0,1.0,3.0,,2.0,,,,,,,,,,,2.0,,4.0,,3.0,5.0,,,,6.0,18.0,1.0,,,,,,,,3.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11364,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,274,97.0,5.0,,1.0,204.0,,10.0,9.0,300.0,,92.0,64.0,32.0,2.0,167.0,96.0,23.0,9.0,14.0,11.0,1.0,,1.0,3.0,,,,5.0,7.0,8.0,8.0,3.0,3.0,9.0,1.0,4.0,3.0,6.0,,1.0,2.0,9.0,24.0,2.0,2.0,16.0,5.0,2.0,1.0,92.0,83.0,1.0,6.0,2.0,26.0,14.0,28.0,,5.0,1.0,54.0,4.0,222.0,120.0,2.0,16.0,10.0,,1.0,53.0,7.0,15.0,,132.0,17.0,3.0,39.0,34.0,5.0,2.0,1.0,1.0,1.0,10.0,86.0,8.0,8.0,101.0,23.0,10.0,21.0,1.0,1644.0,,4.0,11.0,8.0,415.0,71.0,75.0,19.0,3.0,282.0,282.0,16.0,18.0,49.0,26.0,106.0,10.0,145.0,284.0,8.0,15.0,118.0,8.0,16.0,62.0,,6.0,6.0,224.0,319.0,3.0,14.0,16.0,4.0,431.0,32.0,7.0,15.0,8.0,0.0,,763.0,81.0,52.0,52.0,23.0,7.0,26.0,19.0,4.0,1.0,3.0,9.0,3.0,2.0,0.0,,,3.0,,1.0,,,1.0,,1.0,2.0,,2.0,1.0,2.0,1.0,0.0,0.0,48.0,1.0,0.0,,1.0,1.0,,1.0,,,,4.0,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,0.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
15374,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19862,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74743,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19867,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49158,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25183,274,133.0,10.0,,0.0,143.0,1.0,4.0,15.0,276.0,1.0,40.0,71.0,13.0,9.0,105.0,57.0,16.0,4.0,5.0,10.0,2.0,1.0,,4.0,,,1.0,4.0,8.0,2.0,6.0,5.0,,3.0,5.0,1.0,1.0,2.0,,2.0,,4.0,13.0,0.0,3.0,9.0,3.0,3.0,1.0,41.0,48.0,,3.0,1.0,13.0,4.0,13.0,1.0,,1.0,1.0,4.0,69.0,108.0,1.0,34.0,21.0,,,56.0,2.0,11.0,,153.0,12.0,3.0,18.0,16.0,2.0,1.0,,,,21.0,84.0,22.0,22.0,94.0,50.0,24.0,6.0,1.0,1041.0,,2.0,3.0,8.0,389.0,40.0,69.0,12.0,1.0,138.0,138.0,3.0,26.0,19.0,13.0,106.0,8.0,77.0,271.0,6.0,5.0,162.0,27.0,34.0,4.0,1.0,2.0,1.0,122.0,234.0,13.0,4.0,39.0,,394.0,20.0,2.0,1.0,29.0,,1.0,566.0,36.0,11.0,11.0,9.0,3.0,0.0,4.0,15.0,,,7.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,22.0,0.0,,,0.0,2.0,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,274,169.0,13.0,7.0,13.0,519.0,,26.0,22.0,675.0,14.0,38.0,7.0,30.0,11.0,252.0,143.0,58.0,23.0,26.0,20.0,1.0,2.0,5.0,4.0,,1.0,4.0,1.0,4.0,10.0,14.0,21.0,11.0,27.0,6.0,7.0,7.0,9.0,,8.0,6.0,22.0,72.0,6.0,14.0,50.0,3.0,8.0,5.0,234.0,127.0,12.0,6.0,1.0,49.0,19.0,48.0,48.0,24.0,2.0,57.0,8.0,204.0,119.0,1.0,17.0,10.0,,1.0,51.0,8.0,17.0,9.0,155.0,28.0,11.0,31.0,27.0,4.0,10.0,10.0,9.0,9.0,10.0,32.0,19.0,19.0,125.0,42.0,29.0,8.0,4.0,2485.0,,16.0,25.0,38.0,782.0,188.0,79.0,98.0,5.0,363.0,363.0,23.0,46.0,58.0,49.0,283.0,24.0,307.0,661.0,23.0,41.0,204.0,25.0,17.0,107.0,42.0,77.0,35.0,364.0,670.0,6.0,26.0,35.0,17.0,797.0,81.0,10.0,2.0,23.0,7.0,14.0,1374.0,155.0,66.0,66.0,27.0,14.0,62.0,26.0,15.0,,3.0,7.0,24.0,6.0,9.0,,2.0,11.0,4.0,,,,2.0,,7.0,8.0,4.0,3.0,,8.0,2.0,9.0,10.0,15.0,6.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,,2.0,,1.0,,,2.0,,5.0,,,,,,2.0,0.0,2.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,,4.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
4145,274,387.0,33.0,,3.0,940.0,1.0,34.0,30.0,1324.0,5.0,20.0,7.0,27.0,14.0,105.0,37.0,35.0,12.0,38.0,20.0,1.0,,3.0,6.0,1.0,5.0,2.0,1.0,2.0,13.0,9.0,9.0,10.0,41.0,1.0,1.0,9.0,2.0,2.0,4.0,3.0,12.0,35.0,1.0,1.0,3.0,1.0,9.0,,344.0,86.0,11.0,4.0,,36.0,15.0,18.0,9.0,27.0,1.0,19.0,3.0,85.0,86.0,,5.0,1.0,,,106.0,10.0,20.0,2.0,367.0,22.0,6.0,15.0,13.0,2.0,2.0,10.0,7.0,10.0,1.0,16.0,13.0,13.0,336.0,54.0,49.0,5.0,1.0,1832.0,,17.0,31.0,18.0,1430.0,356.0,103.0,99.0,3.0,259.0,259.0,19.0,25.0,42.0,36.0,436.0,14.0,593.0,1272.0,15.0,49.0,404.0,56.0,5.0,44.0,2.0,33.0,31.0,717.0,1112.0,5.0,35.0,41.0,3.0,1483.0,47.0,12.0,5.0,26.0,12.0,5.0,1790.0,182.0,34.0,34.0,20.0,19.0,33.0,19.0,14.0,,4.0,7.0,5.0,1.0,2.0,,1.0,4.0,5.0,,1.0,,,,1.0,3.0,4.0,1.0,3.0,,1.0,2.0,2.0,11.0,3.0,4.0,1.0,1.0,,1.0,1.0,,1.0,,5.0,,1.0,3.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,,0.0,2.0,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
21385,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14445,274,10.0,1.0,,,20.0,,3.0,0.0,30.0,,,,2.0,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,2.0,,1.0,,1.0,1.0,4.0,4.0,,2.0,2.0,,,2.0,,,,8.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,,97.0,,,,,35.0,7.0,12.0,1.0,,12.0,12.0,0.0,4.0,1.0,,11.0,,11.0,30.0,,,11.0,1.0,2.0,3.0,,1.0,1.0,13.0,25.0,,3.0,1.0,,35.0,,1.0,1.0,1.0,,,50.0,,4.0,4.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21413,274,19.0,,,,15.0,,,2.0,34.0,,2.0,,7.0,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,1.0,,3.0,,,,1.0,3.0,7.0,2.0,,0.0,,,,3.0,,1.0,,10.0,1.0,,1.0,1.0,,,,,,,4.0,,,17.0,7.0,5.0,,1.0,75.0,,,,,38.0,2.0,5.0,,,6.0,6.0,,3.0,2.0,1.0,9.0,,5.0,34.0,1.0,,21.0,1.0,0.0,,,,,5.0,17.0,,,3.0,,38.0,,1.0,6.0,2.0,,,47.0,,1.0,1.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10881,274,234.0,23.0,,4.0,215.0,9.0,,28.0,445.0,113.0,20.0,27.0,19.0,6.0,155.0,92.0,5.0,,7.0,1.0,,1.0,,,,,,,,,3.0,2.0,,1.0,,1.0,2.0,,,,,,5.0,,2.0,4.0,,1.0,,114.0,88.0,4.0,1.0,10.0,53.0,,14.0,,30.0,6.0,11.0,4.0,62.0,74.0,10.0,54.0,34.0,,1.0,104.0,1.0,10.0,,278.0,17.0,,27.0,23.0,4.0,,2.0,2.0,2.0,34.0,67.0,18.0,18.0,159.0,109.0,50.0,11.0,13.0,1541.0,1.0,5.0,5.0,2.0,596.0,15.0,203.0,31.0,2.0,261.0,261.0,6.0,58.0,24.0,53.0,50.0,3.0,113.0,440.0,16.0,10.0,294.0,65.0,54.0,23.0,,36.0,36.0,167.0,343.0,36.0,,87.0,1.0,601.0,5.0,3.0,2.0,21.0,1.0,146.0,1008.0,24.0,15.0,15.0,10.0,4.0,16.0,16.0,11.0,2.0,2.0,,,3.0,,,,,,,,,,,,,1.0,,11.0,5.0,,,,1.0,4.0,,,,,,,,,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26216,274,1425.0,44.0,,,653.0,16.0,,111.0,2078.0,8.0,64.0,109.0,34.0,18.0,222.0,118.0,15.0,2.0,3.0,7.0,2.0,2.0,,8.0,,,,7.0,11.0,0.0,10.0,4.0,,2.0,3.0,5.0,1.0,,,2.0,,2.0,2.0,,,3.0,7.0,0.0,1.0,89.0,195.0,1.0,2.0,5.0,26.0,0.0,19.0,,3.0,1.0,2.0,8.0,117.0,202.0,5.0,151.0,73.0,,1.0,158.0,,30.0,,784.0,34.0,1.0,33.0,31.0,2.0,,1.0,,,73.0,170.0,43.0,43.0,680.0,354.0,271.0,10.0,30.0,3037.0,22.0,1.0,3.0,5.0,2273.0,294.0,106.0,12.0,7.0,281.0,281.0,0.0,139.0,56.0,26.0,766.0,12.0,138.0,2035.0,16.0,4.0,1547.0,89.0,151.0,22.0,,4.0,4.0,191.0,776.0,85.0,,214.0,1.0,2319.0,17.0,,,60.0,,10.0,2763.0,33.0,17.0,17.0,20.0,16.0,17.0,0.0,40.0,4.0,,,,,,,3.0,1.0,,1.0,,,,,1.0,1.0,12.0,,19.0,1.0,,,,,,,,,1.0,,1.0,1.0,,2.0,,,1.0,5.0,2.0,,,,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,274,142.0,22.0,25.0,39.0,290.0,4.0,14.0,17.0,393.0,1.0,27.0,15.0,24.0,13.0,168.0,69.0,15.0,6.0,7.0,10.0,,,,1.0,,,2.0,2.0,2.0,5.0,2.0,3.0,5.0,16.0,1.0,2.0,1.0,,1.0,3.0,2.0,6.0,20.0,0.0,0.0,3.0,,3.0,,118.0,101.0,5.0,2.0,,29.0,5.0,31.0,73.0,27.0,17.0,25.0,4.0,118.0,94.0,,11.0,8.0,,,51.0,9.0,20.0,21.0,152.0,17.0,5.0,33.0,31.0,2.0,4.0,5.0,5.0,1.0,8.0,40.0,4.0,4.0,170.0,29.0,17.0,14.0,6.0,1511.0,,15.0,18.0,10.0,492.0,73.0,112.0,141.0,2.0,274.0,274.0,10.0,48.0,43.0,29.0,65.0,6.0,150.0,384.0,11.0,33.0,173.0,40.0,11.0,36.0,71.0,136.0,65.0,209.0,468.0,7.0,15.0,30.0,4.0,505.0,21.0,10.0,7.0,29.0,3.0,1.0,875.0,51.0,16.0,16.0,32.0,6.0,19.0,22.0,16.0,4.0,4.0,3.0,1.0,3.0,3.0,,,4.0,5.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,15.0,14.0,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,8.0,,21.0,1.0,,,,,1.0,,1.0,,,,,4.0,4.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
