id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
13283,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10527,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19673,54,77.0,7.0,1.0,1.0,3.0,160.0,,12.0,4.0,236.0,,1.0,4.0,8.0,3.0,17.0,3.0,78.0,59.0,8.0,1.0,2.0,,,,0.0,,,0.0,1.0,,,,1.0,,0.0,2.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,4.0,1.0,,,2.0,,,,,,1.0,68.0,62.0,2.0,1.0,,2.0,22.0,,18.0,3.0,,7.0,,20.0,3.0,73.0,60.0,2.0,,,,,28.0,0.0,2.0,10.0,70.0,8.0,0.0,11.0,7.0,4.0,0.0,1.0,1.0,1.0,,1.0,,20.0,1.0,8.0,,8.0,28.0,13.0,9.0,10.0,1.0,848.0,4.0,5.0,1.0,299.0,1.0,7.0,67.0,8.0,11.0,,135.0,135.0,3.0,27.0,32.0,1.0,22.0,133.0,,4.0,,3.0,97.0,236.0,11.0,9.0,98.0,15.0,,44.0,7.0,7.0,100260.568359375,,129.0,7.0,208.0,1.0,14.0,8.0,3.0,299.0,1.0,4.0,3.0,9.0,22.0,1.0,5.0,469.0,47.0,19.0,19.0,9.0,4.0,26.0,7.0,19.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
4540,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,54,138.0,9.0,2.0,2.0,3.0,197.0,1.0,21.0,9.0,333.0,,,,8.0,6.0,12.0,3.0,93.0,53.0,5.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,3.0,,,,8.0,,2.0,2.0,,2.0,2.0,1.0,4.0,1.0,,6.0,7.0,,,,1.0,1.0,,,,,,66.0,46.0,,,,,11.0,1.0,9.0,2.0,,3.0,4.0,13.0,4.0,44.0,50.0,,8.0,4.0,,,39.0,24.0,,3.0,105.0,9.0,,20.0,19.0,1.0,,,,,,,5.0,17.0,1.0,4.0,1.0,4.0,105.0,42.0,33.0,6.0,,796.0,1.0,4.0,,377.0,,4.0,60.0,22.0,11.0,1.0,100.0,99.0,2.0,23.0,21.0,1.0,11.0,108.0,,,,8.0,72.0,326.0,5.0,5.0,152.0,16.0,9.0,32.0,8.0,8.0,87647.67700195312,,92.0,3.0,240.0,4.0,22.0,19.0,,384.0,,9.0,3.0,3.0,11.0,2.0,,517.0,10.0,11.0,11.0,12.0,2.0,21.0,2.0,7.0,1.0,,,,1.0,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,54,162.0,28.0,24.0,13.0,4.0,336.0,1.0,33.0,29.0,474.0,,5.0,3.0,36.0,15.0,24.0,23.0,116.0,82.0,19.0,6.0,3.0,4.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,4.0,1.0,2.0,8.0,3.0,,5.0,22.0,,3.0,2.0,1.0,3.0,3.0,8.0,4.0,1.0,4.0,17.0,18.0,,1.0,1.0,6.0,2.0,1.0,,3.0,,3.0,119.0,137.0,2.0,2.0,2.0,5.0,54.0,9.0,50.0,1.0,38.0,15.0,12.0,38.0,8.0,189.0,138.0,5.0,11.0,7.0,,1.0,92.0,50.0,11.0,36.0,181.0,20.0,2.0,20.0,16.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,7.0,39.0,3.0,15.0,2.0,15.0,175.0,55.0,31.0,12.0,4.0,1549.0,15.0,16.0,9.0,617.0,2.0,8.0,102.0,106.0,100.0,1.0,348.0,348.0,21.0,40.0,77.0,2.0,54.0,150.0,,,1.0,14.0,170.0,467.0,36.0,31.0,193.0,60.0,11.0,83.0,81.0,44.0,192558.1396484375,1.0,252.0,11.0,513.0,8.0,35.0,55.0,1.0,625.0,1.0,32.0,14.0,4.0,46.0,9.0,3.0,1095.0,54.0,54.0,54.0,29.0,4.0,49.0,15.0,37.0,8.0,2.0,7.0,1.0,,11.0,4.0,,,,9.0,1.0,1.0,2.0,,,,,,,17.0,,,37.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
4252,54,179.0,50.0,14.0,11.0,5.0,471.0,,34.0,38.0,636.0,2.0,4.0,25.0,30.0,15.0,29.0,14.0,121.0,72.0,22.0,6.0,8.0,4.0,,1.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,8.0,1.0,6.0,4.0,,1.0,3.0,,2.0,1.0,1.0,3.0,3.0,2.0,4.0,,2.0,9.0,27.0,,2.0,5.0,23.0,,,,2.0,2.0,2.0,118.0,100.0,9.0,3.0,,13.0,55.0,10.0,16.0,,15.0,40.0,11.0,29.0,5.0,132.0,130.0,13.0,22.0,11.0,1.0,,104.0,33.0,4.0,30.0,209.0,16.0,2.0,22.0,21.0,1.0,2.0,7.0,5.0,6.0,,2.0,11.0,37.0,1.0,11.0,1.0,11.0,238.0,68.0,48.0,9.0,11.0,1562.0,12.0,19.0,8.0,767.0,2.0,7.0,120.0,120.0,105.0,4.0,293.0,293.0,13.0,33.0,54.0,,55.0,209.0,1.0,1.0,2.0,10.0,261.0,630.0,39.0,32.0,199.0,85.0,22.0,91.0,68.0,55.0,181090.2333984375,2.0,359.0,14.0,643.0,8.0,34.0,73.0,0.0,774.0,8.0,28.0,11.0,13.0,37.0,11.0,29.0,1223.0,70.0,26.0,26.0,17.0,15.0,61.0,15.0,30.0,1.0,,,,1.0,3.0,1.0,,,,2.0,,,,,1.0,,,,,4.0,1.0,,13.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12463,54,23.0,3.0,1.0,1.0,,34.0,,1.0,1.0,56.0,,,12.0,4.0,,4.0,,9.0,7.0,1.0,,,1.0,,0.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,2.0,3.0,,,,2.0,,,,,,,9.0,11.0,,,,1.0,1.0,1.0,1.0,,,4.0,9.0,,2.0,7.0,8.0,1.0,2.0,1.0,,,8.0,0.0,,1.0,29.0,1.0,,1.0,1.0,,,,,,,,1.0,5.0,,2.0,1.0,2.0,32.0,8.0,3.0,1.0,2.0,126.0,1.0,,,69.0,1.0,,,21.0,12.0,,29.0,29.0,,9.0,2.0,,1.0,,,,,2.0,20.0,56.0,0.0,1.0,25.0,6.0,2.0,3.0,13.0,13.0,15986.7470703125,,26.0,,58.0,1.0,1.0,5.0,,70.0,,3.0,,3.0,3.0,,13.0,116.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,54,124.0,13.0,3.0,3.0,1.0,152.0,5.0,3.0,27.0,273.0,,,47.0,12.0,19.0,13.0,6.0,32.0,23.0,3.0,3.0,,2.0,,,,,,,,,,2.0,3.0,2.0,,1.0,2.0,,1.0,1.0,,2.0,,,0.0,1.0,,2.0,,,2.0,4.0,,,,3.0,2.0,1.0,,,,1.0,54.0,31.0,,,,1.0,7.0,2.0,3.0,1.0,,11.0,12.0,1.0,1.0,26.0,44.0,1.0,22.0,14.0,,,68.0,12.0,2.0,8.0,121.0,6.0,,9.0,8.0,1.0,,,,,,,15.0,37.0,,11.0,1.0,11.0,143.0,40.0,25.0,2.0,5.0,584.0,1.0,2.0,2.0,320.0,2.0,,9.0,93.0,38.0,1.0,103.0,101.0,1.0,15.0,15.0,,7.0,11.0,,1.0,,3.0,90.0,264.0,6.0,3.0,138.0,28.0,24.0,9.0,23.0,23.0,66916.2367401123,,119.0,7.0,214.0,12.0,3.0,47.0,2.0,329.0,,7.0,,7.0,11.0,1.0,60.0,510.0,18.0,8.0,8.0,8.0,10.0,6.0,5.0,11.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
13962,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,54,187.0,42.0,50.0,19.0,4.0,479.0,2.0,67.0,44.0,616.0,,3.0,5.0,7.0,3.0,18.0,5.0,151.0,70.0,34.0,8.0,6.0,,,2.0,2.0,,,,2.0,,,,,7.0,1.0,1.0,6.0,,,4.0,,6.0,,2.0,8.0,2.0,13.0,16.0,3.0,7.0,39.0,33.0,1.0,2.0,13.0,51.0,2.0,1.0,,5.0,3.0,4.0,154.0,85.0,6.0,2.0,,,30.0,20.0,14.0,2.0,85.0,28.0,29.0,26.0,4.0,88.0,93.0,,5.0,,,,122.0,44.0,14.0,7.0,206.0,17.0,2.0,28.0,24.0,4.0,1.0,6.0,5.0,1.0,,,,8.0,3.0,5.0,,5.0,115.0,47.0,26.0,9.0,2.0,1513.0,39.0,35.0,15.0,730.0,0.0,6.0,169.0,80.0,198.0,1.0,357.0,357.0,7.0,35.0,43.0,3.0,30.0,288.0,,,,20.0,265.0,592.0,13.0,74.0,202.0,85.0,5.0,81.0,156.0,80.0,162091.73754882812,,367.0,9.0,717.0,5.0,70.0,69.0,0.0,763.0,,55.0,5.0,1.0,9.0,8.0,6.0,1206.0,54.0,30.0,30.0,35.0,5.0,47.0,23.0,7.0,2.0,3.0,17.0,,,32.0,9.0,,,,34.0,3.0,2.0,3.0,,1.0,,,,,24.0,6.0,1.0,77.0,2.0,,,2.0,,,,,,,,1.0,4.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
4760,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10535,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,54,206.0,26.0,4.0,4.0,,259.0,4.0,2.0,37.0,461.0,,1.0,82.0,13.0,13.0,18.0,4.0,85.0,50.0,7.0,1.0,,2.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,2.0,,,1.0,,1.0,2.0,4.0,,,1.0,3.0,,,,1.0,,1.0,52.0,51.0,1.0,,,8.0,20.0,,11.0,1.0,,5.0,6.0,2.0,1.0,38.0,57.0,8.0,27.0,17.0,,,105.0,4.0,2.0,10.0,237.0,8.0,1.0,24.0,22.0,2.0,1.0,,,,,,20.0,35.0,,26.0,4.0,26.0,232.0,91.0,64.0,10.0,10.0,823.0,4.0,3.0,3.0,538.0,3.0,2.0,5.0,157.0,32.0,3.0,125.0,121.0,2.0,32.0,17.0,,20.0,24.0,1.0,,,2.0,121.0,455.0,6.0,7.0,227.0,42.0,31.0,7.0,11.0,11.0,105893.79162597656,,166.0,1.0,329.0,16.0,2.0,62.0,1.0,545.0,,5.0,1.0,10.0,32.0,1.0,97.0,797.0,5.0,8.0,8.0,8.0,7.0,5.0,3.0,23.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,54,21.0,2.0,,,,12.0,1.0,,3.0,33.0,,,,2.0,2.0,3.0,1.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,1.0,3.0,,5.0,,,,,,1.0,8.0,4.0,1.0,2.0,2.0,,,3.0,0.0,,1.0,11.0,1.0,,1.0,1.0,,,,,,,,2.0,2.0,,4.0,,4.0,6.0,3.0,3.0,,2.0,62.0,,,,38.0,,,7.0,1.0,,,6.0,6.0,,2.0,4.0,,3.0,13.0,,,,,3.0,33.0,2.0,,23.0,3.0,2.0,,,,9367.78930664063,,6.0,,15.0,1.0,,3.0,,38.0,,,1.0,2.0,2.0,,,50.0,,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,54,162.0,30.0,11.0,8.0,3.0,200.0,1.0,14.0,21.0,351.0,1.0,,13.0,5.0,2.0,13.0,4.0,85.0,67.0,10.0,4.0,2.0,,1.0,,0.0,,,,1.0,1.0,,,1.0,,2.0,2.0,2.0,1.0,1.0,3.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,8.0,,1.0,,5.0,0.0,,,2.0,,,114.0,81.0,3.0,2.0,1.0,2.0,21.0,1.0,11.0,3.0,11.0,15.0,5.0,23.0,2.0,57.0,40.0,2.0,3.0,1.0,,,48.0,30.0,5.0,8.0,96.0,12.0,2.0,16.0,13.0,3.0,2.0,2.0,2.0,2.0,,,1.0,27.0,1.0,8.0,,8.0,97.0,18.0,12.0,6.0,1.0,1040.0,5.0,10.0,4.0,408.0,,5.0,46.0,74.0,35.0,1.0,152.0,152.0,6.0,37.0,38.0,1.0,21.0,113.0,1.0,,,4.0,108.0,339.0,9.0,15.0,181.0,45.0,3.0,22.0,32.0,23.0,120253.80932617188,,143.0,8.0,271.0,4.0,14.0,31.0,2.0,420.0,1.0,9.0,3.0,1.0,8.0,,14.0,612.0,33.0,21.0,21.0,18.0,5.0,12.0,4.0,6.0,2.0,,,1.0,,3.0,2.0,,,,3.0,,,,,,,,,,3.0,,,9.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
4621,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,54,7.0,,,,,35.0,26.0,,40.0,42.0,,,,,,3.0,,34.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,1.0,,2.0,,,,48.0,0.0,,,99.0,3.0,,7.0,7.0,,,,,,,,,,,,,,3.0,93.0,35.0,3.0,3.0,270.0,,,,44.0,,,11.0,6.0,5.0,,61.0,61.0,,2.0,,,,,,,,,17.0,22.0,,,9.0,,2.0,,,,16770.16845703125,,48.0,,93.0,61.0,,100.0,,102.0,,,,,,,,120.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,,,5.0,8.0,1.0,26.0,2.0,20.0,1.0,,2.0,4.0,6.0,10.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
4696,54,160.0,6.0,,,,130.0,72.0,0.0,162.0,290.0,,,,,3.0,20.0,1.0,137.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,10.0,,,,,4.0,1.0,9.0,,16.0,1.0,,,134.0,0.0,,1.0,471.0,19.0,,20.0,16.0,4.0,,1.0,,1.0,,,1.0,1.0,,0.0,,0.0,66.0,383.0,132.0,4.0,15.0,1736.0,,1.0,,293.0,,,44.0,73.0,15.0,2.0,284.0,284.0,,27.0,,,,33.0,,,,,33.0,168.0,,1.0,191.0,8.0,16.0,1.0,,,95890.69323730467,,133.0,,379.0,230.0,0.0,442.0,,570.0,,,,1.0,1.0,,,761.0,,,,4.0,12.0,1.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,78.0,5.0,68.0,1.0,1.0,17.0,32.0,2.0,147.0,37.0,114.0,71.0,2.0,9.0,40.0,14.0,54.0,8.0,5.0,38.0,5.0,,,,,,,,,,,,,,,,,,
4640,54,158.0,15.0,,,,282.0,130.0,,331.0,440.0,,,,1.0,11.0,29.0,,314.0,222.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,2.0,,,,1.0,,,4.0,,,,,4.0,1.0,17.0,,35.0,,3.0,,357.0,5.0,,,854.0,29.0,,50.0,45.0,5.0,,,,,,,,,,3.0,3.0,3.0,37.0,754.0,283.0,20.0,32.0,2610.0,1.0,3.0,,350.0,,0.0,207.0,179.0,26.0,2.0,527.0,527.0,0.0,34.0,,,1.0,63.0,,,,,121.0,179.0,1.0,4.0,201.0,19.0,35.0,,,,132954.138671875,,357.0,,753.0,351.0,,843.0,,954.0,,,,,,,,1294.0,,2.0,2.0,6.0,5.0,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,23.0,78.0,2.0,8.0,35.0,79.0,7.0,306.0,42.0,277.0,83.0,2.0,22.0,73.0,63.0,135.0,8.0,6.0,46.0,22.0,,,,,,,,,,,,,,,,,,
3669,54,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.428039550781,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
