id,year_id,appearances,clean_sheet,draws,goals,losses,wins,yellow_card,goal_assist,red_card,attempts_conceded_ibox,game_started,goals_conceded,goals_conceded_ibox,goal_assist_openplay,mins_played,ontarget_att_assist,open_play_pass,poss_lost_all,poss_lost_ctrl,times_tackled,total_att_assist,total_pass,touches,winning_goal,own_goals,attempts_ibox,att_bx_centre,att_ibox_goal,att_lf_goal,att_lf_total,att_openplay,goals_openplay,ontarget_scoring_att,total_scoring_att,att_rf_goal,att_rf_total,total_sub_on,accurate_pass,successful_open_play_pass,total_sub_off
52,1,13.0,0.0,5.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1,32.0,9.0,9.0,,11.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,4.0,0.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1,4.0,0.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1,30.0,7.0,8.0,3.0,11.0,11.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1,4.0,0.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1,5.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1,29.0,8.0,9.0,6.0,10.0,10.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
97,1,7.0,2.0,3.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1,15.0,6.0,6.0,,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,1,18.0,7.0,4.0,,7.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,32.0,9.0,9.0,5.0,13.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
591,1,20.0,4.0,7.0,,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1,11.0,1.0,2.0,,4.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1,37.0,6.0,11.0,20.0,10.0,16.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,10.0,2.0,3.0,,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,42.0,10.0,11.0,,18.0,13.0,1.0,1.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
200,1,11.0,2.0,7.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,7.0,0.0,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1,6.0,1.0,3.0,,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,31.0,7.0,9.0,2.0,10.0,12.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,27.0,6.0,6.0,,12.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,17.0,3.0,4.0,1.0,3.0,10.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1,34.0,9.0,8.0,4.0,11.0,15.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,5.0,0.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1,27.0,4.0,7.0,1.0,12.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,29.0,4.0,8.0,11.0,8.0,13.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1,31.0,10.0,8.0,2.0,12.0,11.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1,28.0,6.0,5.0,3.0,14.0,9.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1,41.0,15.0,11.0,9.0,6.0,24.0,1.0,5.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,
348,1,13.0,1.0,4.0,,8.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1,27.0,1.0,4.0,6.0,11.0,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,9.0,3.0,2.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,10.0,0.0,6.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1,14.0,1.0,3.0,,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1,25.0,2.0,4.0,,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1,33.0,8.0,8.0,1.0,17.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,25.0,2.0,12.0,3.0,8.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,11.0,2.0,4.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1,25.0,3.0,7.0,10.0,7.0,11.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,40.0,9.0,7.0,,19.0,14.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1,5.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1,25.0,4.0,4.0,1.0,7.0,14.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1,26.0,8.0,5.0,4.0,8.0,13.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1,8.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,31.0,9.0,6.0,5.0,10.0,15.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,34.0,4.0,8.0,6.0,14.0,12.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1,15.0,1.0,4.0,1.0,7.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1,35.0,10.0,11.0,15.0,13.0,11.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1,25.0,5.0,8.0,1.0,6.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,35.0,13.0,8.0,,12.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1,27.0,10.0,7.0,5.0,9.0,11.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1,34.0,8.0,8.0,,11.0,15.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1,40.0,8.0,11.0,3.0,13.0,16.0,3.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
645,1,31.0,6.0,7.0,8.0,15.0,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,31.0,8.0,10.0,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1,28.0,8.0,9.0,11.0,6.0,13.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,34.0,8.0,10.0,,14.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1,22.0,0.0,4.0,6.0,9.0,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,1,23.0,4.0,8.0,2.0,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,13.0,2.0,3.0,1.0,4.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1,27.0,3.0,4.0,6.0,13.0,10.0,,4.0,,2.0,,2.0,2.0,,25.0,,,,,0.0,,,1.0,0.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,
499,1,26.0,5.0,7.0,3.0,9.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1,39.0,9.0,10.0,2.0,17.0,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1,22.0,0.0,5.0,3.0,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1,30.0,9.0,14.0,1.0,8.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1,39.0,11.0,8.0,10.0,16.0,15.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,42.0,15.0,11.0,1.0,10.0,21.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,7.0,0.0,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1,26.0,1.0,4.0,5.0,13.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,39.0,10.0,13.0,,15.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1,15.0,1.0,4.0,4.0,4.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,4.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1,5.0,0.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,1,33.0,3.0,9.0,4.0,13.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1,33.0,6.0,9.0,,17.0,7.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
509,1,34.0,2.0,12.0,6.0,11.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1,11.0,3.0,5.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1,24.0,2.0,4.0,5.0,15.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1,14.0,5.0,6.0,,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1,24.0,5.0,8.0,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,17.0,8.0,3.0,,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,24.0,9.0,4.0,1.0,11.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,4.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,11.0,2.0,2.0,1.0,3.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1,9.0,1.0,3.0,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1,14.0,1.0,2.0,3.0,7.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1,15.0,3.0,6.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
478,1,32.0,6.0,9.0,1.0,14.0,9.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,38.0,10.0,13.0,2.0,15.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1,3.0,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,3.0,0.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1,42.0,11.0,9.0,1.0,12.0,21.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1,42.0,17.0,12.0,5.0,6.0,24.0,6.0,3.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
76,1,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1,16.0,2.0,2.0,3.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,35.0,7.0,11.0,12.0,13.0,11.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,3.0,0.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1,30.0,8.0,6.0,2.0,10.0,14.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,37.0,13.0,9.0,4.0,13.0,15.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,10.0,3.0,2.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1,35.0,10.0,11.0,15.0,5.0,19.0,3.0,16.0,,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,,,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,
332,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1,2.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1,26.0,2.0,3.0,1.0,8.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,16.0,0.0,5.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1,21.0,6.0,6.0,1.0,7.0,8.0,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
565,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1,2.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1,14.0,3.0,3.0,,7.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,9.0,1.0,4.0,2.0,2.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1,30.0,6.0,5.0,,18.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1,14.0,1.0,5.0,,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,20.0,3.0,8.0,,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
246,1,40.0,7.0,15.0,15.0,14.0,11.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,37.0,9.0,9.0,4.0,15.0,13.0,,2.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
146,1,42.0,11.0,16.0,,15.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,8.0,2.0,,3.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1,5.0,0.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,1,4.0,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,28.0,4.0,9.0,1.0,11.0,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,15.0,3.0,1.0,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1,42.0,17.0,12.0,9.0,6.0,24.0,,6.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
58,1,3.0,0.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,42.0,15.0,11.0,4.0,10.0,21.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
114,1,4.0,0.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,7.0,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1,3.0,0.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,32.0,7.0,10.0,5.0,13.0,9.0,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
459,1,3.0,0.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1,6.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1,27.0,7.0,8.0,1.0,7.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,1,23.0,6.0,3.0,1.0,7.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,42.0,10.0,16.0,8.0,15.0,11.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,34.0,17.0,11.0,1.0,7.0,16.0,6.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
271,1,31.0,8.0,9.0,4.0,9.0,13.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,33.0,9.0,7.0,6.0,11.0,15.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1,42.0,3.0,10.0,3.0,19.0,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,3.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,4.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1,12.0,0.0,5.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1,18.0,2.0,4.0,2.0,11.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,42.0,19.0,11.0,,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,33.0,8.0,7.0,1.0,15.0,11.0,4.0,1.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
540,1,3.0,0.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,36.0,15.0,11.0,4.0,7.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1,25.0,5.0,6.0,1.0,11.0,8.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
158,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,16.0,5.0,1.0,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,1,4.0,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1,10.0,0.0,4.0,3.0,4.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1,18.0,6.0,5.0,3.0,5.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,32.0,7.0,10.0,7.0,11.0,11.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1,23.0,4.0,6.0,1.0,10.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,13.0,1.0,5.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,5.0,0.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,2.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,40.0,18.0,10.0,13.0,11.0,19.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1,1.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,34.0,8.0,12.0,5.0,11.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1,32.0,12.0,8.0,,9.0,15.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1,37.0,6.0,14.0,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1,34.0,3.0,6.0,12.0,16.0,12.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1,20.0,4.0,6.0,1.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,33.0,8.0,11.0,,12.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1,31.0,6.0,10.0,2.0,12.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1,42.0,18.0,12.0,1.0,6.0,24.0,3.0,1.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
