id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
2946,21,15.0,1.0,,9.0,3.0,,3.0,24.0,10.0,2.0,2.0,6.0,13.0,14.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,5.0,2.0,2.0,1.0,5.0,,,2.0,3.0,2.0,16.0,11.0,2.0,9.0,6.0,,13.0,0.0,6.0,,19.0,1.0,4.0,2.0,2.0,,,12.0,,,1.0,10.0,4.0,2.0,,149.0,,,,,6.0,1.0,5.0,26.0,17.0,1.0,1.0,11.0,,,3.0,,16.0,2.0,18.0,,2.0,2.0,,10.0,,22.0,9.0,,7.0,36.0,1.0,,8.0,10.0,84.0,,,1.0,2.0,,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,21,60.0,6.0,,26.0,20.0,,41.0,85.0,,,3.0,9.0,64.0,60.0,,,,,,,,,,,,,,,,,,,,67.0,,,,1.0,1.0,,,2.0,,5.0,,12.0,,,31.0,0.0,1.0,,111.0,9.0,16.0,13.0,3.0,,,,,,23.0,124.0,40.0,4.0,4.0,810.0,,,,,24.0,25.0,2.0,105.0,105.0,9.0,,18.0,,,7.0,,71.0,9.0,12.0,,1.0,1.0,,26.0,,82.0,64.0,,105.0,152.0,,,,,334.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,79.0,,30.0,,,,,,,,,,,,1.0,,,,,,,,,,,44.0,6.0,1.0,1.0,2.0,5.0,4.0,10.0,48.0,7.0,14.0,8.0,22.0,3.0,2.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
3388,21,267.0,38.0,6.0,1078.0,2.0,67.0,54.0,1328.0,18.0,28.0,17.0,35.0,209.0,168.0,73.0,3.0,17.0,4.0,1.0,1.0,,2.0,10.0,11.0,2.0,1.0,9.0,11.0,11.0,29.0,52.0,48.0,305.0,203.0,6.0,21.0,21.0,8.0,48.0,28.0,84.0,13.0,212.0,193.0,6.0,7.0,3.0,,209.0,385.0,45.0,,501.0,35.0,34.0,27.0,7.0,6.0,6.0,9.0,70.0,57.0,320.0,106.0,62.0,7.0,5.0,3066.0,,23.0,59.0,3.0,535.0,147.0,127.0,581.0,574.0,56.0,127.0,497.0,1.0,22.0,684.0,82.0,299.0,79.0,14.0,58.0,95.0,79.0,9.0,890.0,15.0,1419.0,13.0,72.0,83.0,1623.0,62.0,5.0,67.0,19.0,2235.0,62.0,62.0,86.0,15.0,23.0,36.0,45.0,2.0,,17.0,14.0,9.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,4.0,7.0,1.0,3.0,,3.0,6.0,,3.0,9.0,1.0,4.0,1.0,2.0,8.0,4.0,2.0,34.0,6.0,6.0,1.0,19.0,5.0,20.0,2.0,4.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0,6.0,4.0,1.0,1.0,19.0,3.0,5.0,1.0,2.0,,16.0,,19.0,,,,,,49.0,,44.0,,,,1.0,2.0,,,,,,4.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
4103,21,464.0,33.0,1.0,641.0,5.0,30.0,63.0,1102.0,9.0,32.0,40.0,35.0,197.0,151.0,19.0,,8.0,4.0,,1.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,6.0,11.0,22.0,29.0,30.0,210.0,157.0,6.0,10.0,34.0,8.0,13.0,4.0,37.0,9.0,182.0,225.0,6.0,31.0,19.0,2.0,151.0,0.0,53.0,,415.0,28.0,32.0,27.0,5.0,1.0,1.0,30.0,55.0,39.0,334.0,160.0,117.0,7.0,9.0,2521.0,1.0,7.0,13.0,10.0,92.0,229.0,39.0,330.0,314.0,69.0,86.0,335.0,1.0,13.0,273.0,20.0,511.0,60.0,47.0,54.0,17.0,17.0,2.0,364.0,8.0,800.0,25.0,31.0,92.0,1294.0,35.0,3.0,112.0,9.0,1747.0,29.0,29.0,46.0,19.0,27.0,13.0,85.0,,7.0,3.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,4.0,5.0,1.0,,1.0,1.0,2.0,6.0,1.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,5.0,5.0,1.0,12.0,10.0,2.0,1.0,,1.0,8.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,7.0,1.0,,,3.0,,,,3.0,,45.0,,39.0,,,,1.0,,,,,,,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2925,21,125.0,1.0,,89.0,,,9.0,212.0,23.0,7.0,24.0,7.0,44.0,48.0,3.0,,9.0,,,,2.0,5.0,4.0,,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,30.0,25.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,,22.0,44.0,1.0,16.0,10.0,1.0,23.0,0.0,8.0,,84.0,7.0,4.0,4.0,,,,25.0,14.0,10.0,87.0,41.0,33.0,1.0,6.0,618.0,3.0,1.0,2.0,5.0,6.0,66.0,3.0,66.0,42.0,11.0,12.0,36.0,,4.0,36.0,3.0,129.0,4.0,40.0,8.0,3.0,3.0,,49.0,1.0,111.0,2.0,,11.0,237.0,10.0,2.0,11.0,26.0,373.0,6.0,6.0,4.0,6.0,5.0,3.0,10.0,,,2.0,2.0,,1.0,,,,,,,3.0,1.0,,4.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,4.0,1.0,2.0,,1.0,2.0,2.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,21,413.0,48.0,,230.0,7.0,1.0,77.0,643.0,29.0,24.0,22.0,16.0,128.0,99.0,2.0,,4.0,,,,1.0,3.0,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,2.0,51.0,69.0,5.0,1.0,16.0,3.0,1.0,,8.0,3.0,67.0,70.0,5.0,50.0,29.0,3.0,76.0,68.0,19.0,,311.0,16.0,27.0,25.0,2.0,,,41.0,21.0,13.0,270.0,164.0,122.0,8.0,10.0,1398.0,9.0,1.0,1.0,4.0,52.0,105.0,7.0,159.0,127.0,45.0,24.0,116.0,,2.0,53.0,2.0,453.0,76.0,82.0,7.0,1.0,1.0,,90.0,,296.0,27.0,1.0,110.0,748.0,6.0,2.0,33.0,38.0,971.0,2.0,2.0,8.0,5.0,7.0,1.0,29.0,3.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,2.0,,,,,,1.0,,2.0,,,3.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,21,182.0,12.0,,150.0,15.0,7.0,34.0,328.0,76.0,5.0,12.0,11.0,96.0,76.0,3.0,2.0,,,,,,,,,,1.0,,3.0,1.0,6.0,1.0,6.0,42.0,30.0,19.0,3.0,6.0,3.0,3.0,8.0,1.0,1.0,26.0,40.0,19.0,21.0,14.0,1.0,110.0,28.0,13.0,,190.0,11.0,8.0,6.0,2.0,,,27.0,10.0,7.0,164.0,107.0,55.0,5.0,15.0,908.0,2.0,4.0,1.0,5.0,10.0,91.0,27.0,158.0,142.0,20.0,9.0,22.0,,1.0,72.0,5.0,208.0,47.0,37.0,3.0,15.0,15.0,,121.0,,225.0,38.0,7.0,72.0,418.0,6.0,2.0,19.0,104.0,649.0,8.0,8.0,7.0,5.0,2.0,5.0,17.0,2.0,,4.0,4.0,,,1.0,5.0,,,,,,,,,,,,,2.0,,,2.0,,1.0,,,1.0,,,,,,,2.0,,1.0,,,,4.0,,1.0,,,1.0,,1.0,,,,4.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,21,19.0,,,34.0,,,,53.0,8.0,1.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,13.0,4.0,2.0,,,,,1.0,,,3.0,10.0,2.0,2.0,2.0,,4.0,0.0,2.0,,13.0,1.0,,,,,,3.0,,,2.0,6.0,4.0,,1.0,84.0,1.0,,,,23.0,,1.0,10.0,9.0,3.0,1.0,32.0,,,15.0,,23.0,,3.0,,1.0,1.0,,16.0,,38.0,,,,60.0,,1.0,1.0,8.0,78.0,,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,21,740.0,36.0,4.0,822.0,9.0,20.0,95.0,1543.0,247.0,47.0,39.0,33.0,276.0,175.0,23.0,,5.0,10.0,,,,,3.0,5.0,,,3.0,2.0,2.0,7.0,23.0,21.0,293.0,160.0,21.0,6.0,27.0,8.0,60.0,31.0,13.0,10.0,135.0,151.0,21.0,75.0,45.0,3.0,237.0,68.0,33.0,,754.0,30.0,39.0,35.0,4.0,1.0,1.0,71.0,87.0,66.0,736.0,279.0,179.0,12.0,19.0,2750.0,,9.0,15.0,10.0,15.0,588.0,75.0,524.0,455.0,93.0,63.0,59.0,,5.0,363.0,24.0,820.0,79.0,144.0,32.0,92.0,91.0,,499.0,14.0,1114.0,34.0,21.0,150.0,1842.0,27.0,,85.0,270.0,2681.0,19.0,19.0,14.0,11.0,13.0,29.0,64.0,2.0,3.0,19.0,19.0,,1.0,,,1.0,,,,,4.0,3.0,10.0,1.0,,,1.0,3.0,,2.0,13.0,1.0,2.0,6.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,16.0,1.0,4.0,,1.0,3.0,7.0,,,4.0,,,1.0,,,2.0,1.0,,1.0,,7.0,1.0,1.0,3.0,5.0,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,21,159.0,34.0,7.0,421.0,,53.0,27.0,560.0,3.0,28.0,11.0,26.0,140.0,78.0,24.0,4.0,15.0,4.0,,1.0,4.0,5.0,7.0,45.0,5.0,1.0,5.0,8.0,19.0,30.0,40.0,5.0,133.0,103.0,3.0,14.0,18.0,,19.0,8.0,51.0,10.0,172.0,123.0,3.0,8.0,5.0,,119.0,0.0,33.0,,229.0,20.0,24.0,21.0,3.0,3.0,3.0,8.0,42.0,31.0,189.0,49.0,36.0,9.0,4.0,1689.0,,15.0,16.0,2.0,83.0,115.0,85.0,390.0,383.0,18.0,68.0,162.0,1.0,26.0,233.0,31.0,173.0,65.0,15.0,72.0,85.0,41.0,2.0,341.0,14.0,625.0,1.0,57.0,44.0,713.0,55.0,14.0,40.0,3.0,1207.0,53.0,53.0,44.0,7.0,28.0,16.0,33.0,1.0,6.0,20.0,7.0,,4.0,5.0,8.0,1.0,,3.0,1.0,,6.0,5.0,3.0,3.0,9.0,1.0,9.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,10.0,5.0,4.0,2.0,15.0,13.0,17.0,1.0,,3.0,2.0,13.0,2.0,8.0,2.0,2.0,6.0,2.0,,,44.0,14.0,3.0,,,,44.0,,38.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
3902,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,21,1.0,,1.0,2.0,,,,3.0,,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6.0,2.0,,,,,,0.0,1.0,,3.0,,,,,,,,,,,,,2.0,,6.0,,,,,,,2.0,3.0,3.0,1.0,,1.0,,,2.0,,1.0,,,1.0,,,,3.0,1.0,3.0,,,,4.0,,,,,6.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,21,475.0,26.0,2.0,567.0,4.0,10.0,31.0,1022.0,202.0,25.0,37.0,28.0,165.0,164.0,19.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,5.0,6.0,4.0,,5.0,3.0,5.0,12.0,18.0,13.0,153.0,103.0,10.0,4.0,22.0,8.0,52.0,29.0,32.0,3.0,126.0,170.0,10.0,73.0,47.0,1.0,142.0,0.0,36.0,1.0,434.0,27.0,30.0,27.0,3.0,3.0,3.0,80.0,57.0,51.0,533.0,167.0,94.0,4.0,19.0,2317.0,2.0,10.0,14.0,10.0,9.0,457.0,35.0,414.0,360.0,58.0,44.0,90.0,1.0,12.0,255.0,24.0,536.0,49.0,127.0,30.0,81.0,81.0,2.0,322.0,7.0,755.0,54.0,10.0,55.0,1210.0,21.0,4.0,87.0,235.0,1951.0,29.0,29.0,28.0,21.0,18.0,13.0,62.0,,1.0,20.0,20.0,,,,,2.0,,,1.0,,1.0,2.0,,1.0,,,1.0,2.0,,1.0,2.0,2.0,1.0,,,7.0,1.0,,7.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,,2.0,6.0,,,1.0,,,,1.0,,,,,2.0,2.0,3.0,1.0,,3.0,2.0,,,,,,,,,1.0,,,,1.0,3.0,1.0,,,,2.0,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
4671,21,168.0,10.0,,128.0,9.0,3.0,19.0,290.0,75.0,17.0,23.0,12.0,76.0,56.0,2.0,,,,,,,,,7.0,3.0,,1.0,1.0,5.0,6.0,6.0,,43.0,61.0,5.0,1.0,6.0,1.0,18.0,15.0,11.0,3.0,49.0,56.0,5.0,18.0,11.0,,51.0,0.0,12.0,,149.0,10.0,15.0,12.0,3.0,1.0,1.0,20.0,8.0,7.0,17.0,70.0,36.0,6.0,6.0,887.0,3.0,1.0,2.0,2.0,100.0,11.0,16.0,171.0,156.0,47.0,14.0,168.0,,5.0,46.0,3.0,205.0,23.0,33.0,9.0,33.0,33.0,,73.0,1.0,205.0,32.0,3.0,44.0,377.0,7.0,1.0,21.0,97.0,619.0,4.0,4.0,6.0,3.0,6.0,3.0,18.0,3.0,2.0,6.0,6.0,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
4611,21,8.0,2.0,,11.0,2.0,,3.0,19.0,7.0,1.0,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,2.0,,1.0,1.0,2.0,,,,,9.0,0.0,,,5.0,,,,,,,,1.0,,1.0,2.0,2.0,2.0,1.0,26.0,,,,,7.0,,4.0,7.0,7.0,3.0,,13.0,,,7.0,,9.0,5.0,,,2.0,2.0,,10.0,,16.0,2.0,,4.0,23.0,,,2.0,7.0,38.0,1.0,1.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,21,100.0,3.0,,21.0,2.0,,13.0,121.0,,5.0,7.0,5.0,35.0,25.0,1.0,,,,,,,,,,,,,,,,,,2.0,14.0,1.0,,1.0,,,,,1.0,12.0,28.0,1.0,17.0,10.0,,6.0,0.0,6.0,,42.0,3.0,8.0,6.0,2.0,,,18.0,20.0,15.0,45.0,25.0,13.0,3.0,6.0,355.0,4.0,,1.0,,7.0,5.0,1.0,39.0,24.0,9.0,5.0,56.0,,,1.0,1.0,110.0,6.0,32.0,,,,,6.0,,35.0,10.0,,15.0,145.0,,,19.0,,218.0,,,2.0,1.0,,,15.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,21,150.0,11.0,1.0,178.0,5.0,7.0,16.0,324.0,36.0,6.0,6.0,15.0,97.0,74.0,8.0,,5.0,,,,,,1.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,3.0,95.0,59.0,5.0,2.0,4.0,1.0,12.0,11.0,10.0,6.0,41.0,39.0,5.0,15.0,7.0,,40.0,3.0,16.0,,117.0,13.0,21.0,18.0,3.0,,,11.0,21.0,12.0,53.0,40.0,35.0,8.0,5.0,915.0,4.0,4.0,4.0,2.0,108.0,3.0,13.0,129.0,115.0,37.0,20.0,115.0,,3.0,84.0,8.0,171.0,16.0,29.0,8.0,24.0,24.0,,106.0,1.0,233.0,11.0,7.0,17.0,380.0,11.0,9.0,21.0,43.0,582.0,11.0,11.0,9.0,1.0,3.0,3.0,15.0,,2.0,4.0,4.0,,,1.0,2.0,,1.0,,,,1.0,1.0,2.0,1.0,4.0,,,3.0,,,1.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,1.0,,6.0,2.0,2.0,,,,2.0,,,1.0,,1.0,,1.0,,,,1.0,,,3.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,21,2.0,,,3.0,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,2.0,,,,,,1.0,0.0,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,1.0,,,1.0,1.0,,1.0,3.0,,,1.0,,2.0,,,,,,,1.0,,3.0,,,,5.0,,,,,7.0,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,21,104.0,2.0,15.0,271.0,,47.0,10.0,372.0,1.0,211.0,85.0,29.0,252.0,169.0,15.0,,17.0,3.0,1.0,1.0,6.0,13.0,12.0,13.0,3.0,,6.0,,2.0,2.0,26.0,6.0,167.0,62.0,,4.0,16.0,2.0,7.0,,53.0,9.0,339.0,162.0,,11.0,8.0,,68.0,297.0,46.0,,129.0,26.0,39.0,33.0,6.0,,,20.0,6.0,4.0,135.0,31.0,22.0,15.0,1.0,2033.0,,7.0,8.0,,107.0,105.0,21.0,313.0,297.0,12.0,41.0,118.0,1.0,14.0,132.0,15.0,127.0,4.0,27.0,26.0,7.0,7.0,3.0,248.0,103.0,429.0,,60.0,12.0,549.0,33.0,18.0,19.0,1.0,798.0,41.0,41.0,49.0,5.0,9.0,11.0,13.0,2.0,3.0,3.0,3.0,6.0,4.0,1.0,1.0,1.0,3.0,,2.0,5.0,4.0,5.0,10.0,3.0,3.0,,2.0,,1.0,,2.0,4.0,3.0,2.0,1.0,1.0,8.0,3.0,21.0,5.0,3.0,4.0,15.0,3.0,9.0,1.0,1.0,24.0,4.0,,,,1.0,,3.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,21,98.0,10.0,9.0,346.0,2.0,73.0,9.0,440.0,2.0,71.0,34.0,35.0,186.0,101.0,13.0,,35.0,5.0,3.0,1.0,11.0,16.0,18.0,10.0,6.0,6.0,17.0,14.0,18.0,42.0,76.0,62.0,153.0,88.0,3.0,20.0,15.0,2.0,31.0,9.0,50.0,13.0,219.0,126.0,3.0,5.0,4.0,,56.0,418.0,37.0,,155.0,24.0,39.0,34.0,5.0,5.0,5.0,10.0,31.0,23.0,101.0,33.0,18.0,14.0,3.0,2180.0,,7.0,11.0,2.0,114.0,100.0,30.0,401.0,388.0,23.0,49.0,187.0,1.0,37.0,210.0,18.0,130.0,20.0,18.0,79.0,41.0,41.0,2.0,305.0,49.0,507.0,6.0,93.0,17.0,596.0,89.0,10.0,35.0,2.0,1102.0,74.0,74.0,27.0,8.0,30.0,23.0,27.0,1.0,11.0,4.0,4.0,3.0,5.0,1.0,1.0,,2.0,1.0,,5.0,6.0,6.0,16.0,2.0,5.0,,1.0,10.0,3.0,4.0,16.0,,9.0,9.0,6.0,4.0,7.0,6.0,9.0,6.0,5.0,3.0,32.0,15.0,16.0,,,19.0,4.0,,,2.0,3.0,,6.0,1.0,1.0,,,1.0,5.0,2.0,,,,6.0,9.0,,1.0,,,,,,,3.0,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
