id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
4129,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,210,441.0,19.0,223.0,,44.0,664.0,1.0,37.0,79.0,24.0,8.0,204.0,101.0,14.0,,3.0,13.0,,1.0,5.0,9.0,1.0,7.0,4.0,1.0,2.0,1.0,,3.0,,,1.0,,,0.0,2.0,1.0,,35.0,93.0,1.0,,,12.0,9.0,,,,4.0,5.0,64.0,118.0,99.0,45.0,58.0,1.0,15.0,309.0,20.0,1.0,36.0,33.0,,1.0,,,45.0,92.0,35.0,35.0,209.0,178.0,11.0,13.0,1871.0,2.0,5.0,775.0,19.0,164.0,18.0,3.0,141.0,141.0,1.0,55.0,37.0,12.0,242.0,,7.0,40.0,645.0,10.0,0.0,4.0,490.0,50.0,99.0,1.0,,,171786.47045898438,70.0,1.0,305.0,45.0,,97.0,,795.0,14.0,,4.0,31.0,1.0,1.0,1059.0,22.0,4.0,4.0,7.0,0.0,8.0,1.0,1.0,13.0,2.0,,,,,,11.0,,1.0,,,,,0.0,,,,,,,,,2.0,,1.0,,,,,,,,2.0,,,2.0,2.0,2.0,,2.0,,3.0,,1.0,,,7.0,119.0,2.0,,3.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,24.0,,,,,,1.0,,,,,,,3.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23615,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16467,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24626,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,210,16.0,,6.0,,1.0,22.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,4.0,3.0,,,1.0,1.0,,,,,,,5.0,3.0,2.0,2.0,7.0,,2.0,20.0,1.0,1.0,3.0,2.0,,,,,2.0,3.0,,,2.0,9.0,1.0,1.0,63.0,,1.0,33.0,1.0,6.0,1.0,,11.0,11.0,,2.0,1.0,1.0,7.0,,,2.0,22.0,,,,18.0,5.0,2.0,0.0,,,7669.2900390625,8.0,,15.0,5.0,,9.0,,33.0,1.0,1.0,,1.0,,1.0,39.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
4600,210,52.0,5.0,9.0,,18.0,61.0,,,,3.0,,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,3.0,,10.0,,,54.0,3.0,,2.0,2.0,,,,,,,,,25.0,34.0,1.0,4.0,270.0,,,59.0,,3.0,7.0,,35.0,35.0,,4.0,,,16.0,,,,46.0,,,,61.0,9.0,3.0,,,,12633.63623046875,10.0,,34.0,15.0,,50.0,,95.0,,,,,,,125.0,,1.0,1.0,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,,,,,13.0,1.0,13.0,3.0,7.0,,26.0,2.0,17.0,13.0,2.0,7.0,4.0,11.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6058,210,651.0,24.0,501.0,,47.0,1152.0,5.0,25.0,41.0,18.0,3.0,39.0,26.0,14.0,1.0,2.0,11.0,1.0,,8.0,8.0,,11.0,2.0,,,2.0,,3.0,,1.0,2.0,,3.0,6.0,2.0,2.0,,48.0,70.0,,1.0,,7.0,4.0,,,1.0,,,35.0,70.0,55.0,23.0,91.0,,8.0,267.0,14.0,,7.0,6.0,,,,,23.0,73.0,29.0,29.0,519.0,214.0,1.0,7.0,1234.0,0.0,3.0,1229.0,4.0,102.0,153.0,5.0,97.0,97.0,,43.0,27.0,7.0,411.0,,11.0,98.0,1136.0,2.0,,2.0,687.0,34.0,55.0,2.0,1.0,1.0,138439.8135986328,123.0,,559.0,34.0,,81.0,,1245.0,15.0,1.0,4.0,24.0,,5.0,1405.0,18.0,2.0,2.0,3.0,,17.0,2.0,2.0,14.0,1.0,,,,,,9.0,,,,,1.0,,2.0,,,,,,,,,1.0,,5.0,,,,1.0,,,,1.0,,,1.0,1.0,9.0,,1.0,,1.0,,,1.0,,3.0,182.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19927,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,210,468.0,16.0,223.0,,32.0,689.0,26.0,19.0,24.0,16.0,2.0,62.0,40.0,3.0,2.0,7.0,3.0,,,1.0,2.0,,2.0,1.0,,1.0,0.0,,1.0,1.0,2.0,1.0,,,1.0,3.0,,,54.0,71.0,,,,14.0,6.0,,,6.0,2.0,3.0,40.0,54.0,39.0,17.0,72.0,1.0,12.0,263.0,12.0,,4.0,4.0,,,,,17.0,58.0,14.0,14.0,316.0,169.0,,7.0,1060.0,5.0,1.0,769.0,5.0,20.0,118.0,15.0,137.0,137.0,,45.0,26.0,14.0,154.0,2.0,3.0,47.0,673.0,5.0,,7.0,503.0,44.0,39.0,5.0,7.0,7.0,116430.1615600586,80.0,,291.0,17.0,,70.0,,787.0,5.0,1.0,4.0,17.0,,43.0,964.0,8.0,10.0,10.0,9.0,,13.0,4.0,1.0,11.0,2.0,,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,3.0,1.0,7.0,1.0,3.0,,,,,,,1.0,117.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6889,210,105.0,24.0,246.0,20.0,19.0,335.0,2.0,7.0,10.0,19.0,12.0,50.0,33.0,9.0,10.0,12.0,5.0,,,,1.0,1.0,2.0,1.0,3.0,16.0,1.0,,1.0,1.0,10.0,18.0,,1.0,2.0,,,,119.0,50.0,3.0,1.0,1.0,21.0,15.0,,25.0,16.0,21.0,2.0,66.0,51.0,3.0,2.0,30.0,1.0,13.0,84.0,8.0,1.0,13.0,10.0,1.0,,,,2.0,34.0,7.0,7.0,166.0,20.0,12.0,,735.0,8.0,5.0,404.0,1.0,42.0,115.0,66.0,173.0,173.0,5.0,19.0,26.0,21.0,53.0,,4.0,134.0,319.0,9.0,2.0,16.0,126.0,39.0,3.0,29.0,45.0,26.0,96034.31787109376,180.0,9.0,341.0,1.0,23.0,29.0,,422.0,19.0,6.0,11.0,14.0,6.0,2.0,626.0,29.0,22.0,22.0,8.0,0.0,5.0,19.0,6.0,5.0,3.0,6.0,16.0,11.0,3.0,1.0,,,1.0,4.0,1.0,3.0,1.0,,,,,,1.0,1.0,,1.0,4.0,1.0,,6.0,,,3.0,,,1.0,,,2.0,1.0,10.0,1.0,8.0,1.0,2.0,3.0,,,,1.0,,10.0,8.0,2.0,1.0,1.0,,,,20.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,210,397.0,30.0,376.0,2.0,48.0,772.0,3.0,38.0,34.0,25.0,21.0,163.0,105.0,10.0,11.0,9.0,8.0,,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,,3.0,2.0,7.0,11.0,11.0,2.0,2.0,14.0,2.0,,2.0,114.0,131.0,3.0,2.0,2.0,46.0,25.0,1.0,,1.0,20.0,5.0,119.0,127.0,45.0,22.0,154.0,4.0,29.0,353.0,19.0,2.0,33.0,31.0,2.0,1.0,1.0,1.0,22.0,67.0,20.0,20.0,231.0,150.0,11.0,7.0,1738.0,7.0,7.0,944.0,11.0,133.0,154.0,31.0,251.0,251.0,14.0,39.0,78.0,46.0,272.0,,9.0,181.0,748.0,21.0,3.0,11.0,448.0,67.0,45.0,20.0,6.0,6.0,238961.8443603516,280.0,6.0,528.0,27.0,2.0,107.0,2.0,970.0,21.0,4.0,6.0,58.0,3.0,3.0,1274.0,22.0,19.0,19.0,24.0,0.0,9.0,12.0,3.0,24.0,8.0,,1.0,1.0,3.0,,6.0,,3.0,1.0,1.0,,,,1.0,,,,,,1.0,,3.0,,2.0,2.0,,0.0,2.0,,,0.0,,,2.0,1.0,5.0,4.0,5.0,1.0,,2.0,,,1.0,1.0,1.0,82.0,4.0,,5.0,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9664,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14658,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,210,299.0,33.0,247.0,,51.0,539.0,79.0,27.0,61.0,26.0,5.0,200.0,94.0,3.0,6.0,4.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,6.0,1.0,,2.0,5.0,6.0,3.0,,,1.0,,,,48.0,80.0,1.0,,,28.0,13.0,1.0,1.0,15.0,1.0,7.0,53.0,104.0,123.0,73.0,136.0,,11.0,424.0,21.0,,27.0,23.0,,,,,73.0,99.0,37.0,37.0,46.0,177.0,11.0,30.0,1987.0,2.0,1.0,743.0,10.0,240.0,9.0,52.0,293.0,293.0,3.0,53.0,24.0,28.0,240.0,1.0,6.0,107.0,530.0,14.0,0.0,4.0,358.0,92.0,123.0,3.0,32.0,31.0,228983.1451416016,190.0,5.0,432.0,82.0,,148.0,1.0,758.0,9.0,1.0,5.0,34.0,,112.0,1193.0,6.0,10.0,10.0,10.0,0.0,8.0,2.0,4.0,22.0,1.0,,7.0,7.0,5.0,,20.0,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,10.0,2.0,6.0,16.0,10.0,,4.0,,,,,2.0,74.0,2.0,2.0,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14051,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19909,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,210,580.0,148.0,1136.0,65.0,165.0,1713.0,12.0,61.0,59.0,35.0,28.0,243.0,169.0,50.0,55.0,45.0,35.0,0.0,3.0,4.0,9.0,12.0,10.0,18.0,6.0,12.0,4.0,7.0,6.0,14.0,53.0,78.0,11.0,28.0,83.0,4.0,14.0,6.0,304.0,218.0,7.0,7.0,10.0,44.0,26.0,,,11.0,89.0,9.0,259.0,234.0,36.0,25.0,321.0,23.0,54.0,622.0,34.0,13.0,43.0,36.0,5.0,9.0,5.0,9.0,25.0,87.0,18.0,18.0,520.0,255.0,8.0,5.0,3009.0,34.0,50.0,2041.0,9.0,454.0,189.0,147.0,602.0,602.0,20.0,87.0,111.0,44.0,622.0,1.0,26.0,588.0,1688.0,21.0,13.0,55.0,647.0,252.0,36.0,92.0,28.0,28.0,348524.1345214844,798.0,32.0,1449.0,19.0,70.0,249.0,5.0,2068.0,105.0,6.0,1.0,47.0,15.0,12.0,2747.0,114.0,75.0,75.0,69.0,0.0,18.0,60.0,30.0,30.0,6.0,,3.0,3.0,13.0,,1.0,,7.0,,4.0,2.0,3.0,1.0,3.0,,,,2.0,6.0,2.0,3.0,9.0,1.0,7.0,20.0,1.0,1.0,19.0,0.0,1.0,2.0,5.0,2.0,9.0,3.0,29.0,3.0,16.0,3.0,1.0,7.0,,,1.0,3.0,2.0,183.0,20.0,5.0,5.0,2.0,,3.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,4.0,,3.0,2.0,7.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,,2.0,,,3.0,1.0,,,,,,
19929,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15258,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23820,210,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.543548583984,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13822,210,3.0,,,,,3.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,13.0,,,3.0,,,,,,,,,,,1.0,,,,3.0,,,,3.0,,,,,,1408.19567871094,,,,,,,,3.0,,1.0,1.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,210,892.0,72.0,341.0,1.0,162.0,1233.0,13.0,63.0,120.0,36.0,8.0,330.0,211.0,17.0,3.0,10.0,10.0,,1.0,9.0,12.0,2.0,13.0,1.0,,,1.0,1.0,6.0,1.0,2.0,2.0,,1.0,6.0,8.0,,1.0,107.0,207.0,1.0,,2.0,27.0,22.0,1.0,,,3.0,8.0,114.0,175.0,193.0,118.0,182.0,,22.0,526.0,36.0,2.0,55.0,45.0,,1.0,,1.0,118.0,151.0,46.0,46.0,274.0,344.0,19.0,40.0,3153.0,6.0,4.0,1454.0,38.0,195.0,102.0,21.0,287.0,287.0,3.0,136.0,68.0,27.0,583.0,3.0,14.0,102.0,1215.0,11.0,,11.0,975.0,174.0,193.0,4.0,2.0,2.0,318534.5684814453,220.0,2.0,517.0,66.0,1.0,314.0,,1490.0,20.0,1.0,,42.0,2.0,13.0,1963.0,44.0,16.0,16.0,14.0,,9.0,,7.0,26.0,5.0,,,,1.0,,12.0,,1.0,,1.0,1.0,3.0,1.0,,,1.0,,1.0,2.0,,1.0,1.0,,4.0,1.0,,,1.0,,,,1.0,,,3.0,2.0,7.0,2.0,3.0,,10.0,,,,,6.0,200.0,5.0,,9.0,,,,1.0,,1.0,,,,,,,,,,,,,,,0.0,,,,2.0,9.0,,1.0,,,,2.0,,,3.0,,,,1.0,,,,2.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,
