id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
4656,210,253.0,39.0,269.0,3.0,52.0,508.0,1.0,14.0,14.0,18.0,7.0,129.0,52.0,,9.0,4.0,,,,,,,,,,1.0,,1.0,2.0,4.0,9.0,8.0,,2.0,8.0,,2.0,,100.0,94.0,2.0,,,20.0,9.0,,38.0,4.0,10.0,4.0,47.0,47.0,19.0,9.0,81.0,5.0,11.0,161.0,14.0,,20.0,18.0,,1.0,,,9.0,58.0,19.0,19.0,163.0,67.0,7.0,3.0,1302.0,9.0,2.0,560.0,1.0,110.0,82.0,77.0,158.0,158.0,4.0,40.0,50.0,20.0,173.0,1.0,5.0,130.0,480.0,10.0,0.0,16.0,277.0,67.0,19.0,9.0,54.0,22.0,164840.24731445312,173.0,1.0,374.0,7.0,3.0,79.0,,597.0,9.0,4.0,4.0,14.0,2.0,1.0,795.0,6.0,12.0,12.0,16.0,0.0,7.0,5.0,3.0,10.0,2.0,9.0,14.0,5.0,1.0,5.0,1.0,,,11.0,,,,,,,,,,1.0,,,,,,2.0,,1.0,2.0,,,,,,,1.0,2.0,1.0,3.0,1.0,15.0,2.0,,1.0,,1.0,2.0,49.0,7.0,1.0,1.0,1.0,,,,32.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,210,97.0,9.0,238.0,11.0,15.0,317.0,3.0,52.0,19.0,32.0,28.0,246.0,143.0,17.0,23.0,17.0,7.0,3.0,,3.0,4.0,1.0,8.0,4.0,1.0,11.0,7.0,2.0,4.0,9.0,23.0,31.0,3.0,5.0,25.0,2.0,3.0,,106.0,114.0,2.0,3.0,1.0,58.0,38.0,,26.0,37.0,39.0,3.0,200.0,120.0,25.0,9.0,32.0,12.0,35.0,155.0,22.0,3.0,46.0,38.0,3.0,1.0,,1.0,9.0,53.0,32.0,32.0,68.0,46.0,21.0,13.0,2142.0,12.0,10.0,438.0,,118.0,69.0,84.0,340.0,340.0,12.0,68.0,34.0,58.0,114.0,,18.0,132.0,314.0,34.0,1.0,25.0,141.0,28.0,25.0,62.0,85.0,61.0,232369.3350830078,190.0,13.0,387.0,28.0,11.0,57.0,8.0,443.0,40.0,10.0,9.0,40.0,2.0,3.0,960.0,63.0,51.0,51.0,38.0,0.0,8.0,23.0,15.0,27.0,4.0,11.0,18.0,7.0,5.0,1.0,5.0,,1.0,6.0,6.0,1.0,,,,,,,,1.0,,,3.0,,2.0,9.0,2.0,,3.0,,,1.0,1.0,1.0,2.0,5.0,12.0,3.0,15.0,5.0,9.0,8.0,,,2.0,1.0,,22.0,12.0,12.0,3.0,1.0,,,2.0,24.0,,2.0,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,3.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
4842,210,94.0,6.0,267.0,17.0,8.0,351.0,1.0,15.0,4.0,19.0,16.0,89.0,45.0,20.0,9.0,15.0,14.0,0.0,2.0,,3.0,4.0,5.0,6.0,6.0,24.0,1.0,,5.0,3.0,9.0,20.0,1.0,,2.0,1.0,5.0,,116.0,59.0,4.0,4.0,2.0,32.0,9.0,,20.0,4.0,20.0,2.0,80.0,58.0,1.0,1.0,34.0,6.0,23.0,75.0,9.0,4.0,12.0,12.0,3.0,2.0,2.0,2.0,1.0,15.0,7.0,7.0,160.0,7.0,5.0,,972.0,10.0,11.0,416.0,,31.0,55.0,47.0,157.0,157.0,10.0,22.0,27.0,32.0,71.0,,9.0,133.0,345.0,14.0,,23.0,107.0,16.0,1.0,34.0,28.0,10.0,130370.0361328125,180.0,,343.0,,21.0,11.0,1.0,422.0,29.0,7.0,10.0,17.0,6.0,1.0,650.0,60.0,29.0,29.0,18.0,,12.0,20.0,3.0,13.0,2.0,7.0,10.0,3.0,,1.0,,,3.0,5.0,1.0,3.0,2.0,1.0,0.0,,,,,1.0,1.0,1.0,4.0,2.0,1.0,5.0,,,1.0,,,,1.0,,1.0,,9.0,,2.0,,4.0,,,,1.0,1.0,,6.0,12.0,2.0,2.0,1.0,,0.0,,18.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
6899,210,136.0,17.0,441.0,39.0,16.0,572.0,4.0,93.0,47.0,35.0,26.0,220.0,149.0,63.0,18.0,23.0,37.0,1.0,5.0,5.0,8.0,10.0,22.0,15.0,3.0,18.0,8.0,5.0,8.0,9.0,17.0,71.0,12.0,11.0,54.0,1.0,7.0,2.0,186.0,73.0,6.0,13.0,5.0,65.0,23.0,,,26.0,61.0,7.0,249.0,181.0,29.0,22.0,65.0,14.0,51.0,183.0,27.0,13.0,31.0,30.0,11.0,8.0,5.0,8.0,22.0,46.0,15.0,15.0,220.0,48.0,10.0,4.0,2505.0,22.0,30.0,724.0,1.0,114.0,134.0,70.0,381.0,381.0,13.0,17.0,43.0,65.0,182.0,,32.0,279.0,525.0,26.0,2.0,31.0,159.0,31.0,29.0,69.0,29.0,29.0,277741.1140136719,423.0,42.0,641.0,1.0,49.0,28.0,24.0,771.0,81.0,9.0,8.0,35.0,10.0,5.0,1313.0,203.0,69.0,69.0,54.0,1.0,18.0,46.0,22.0,16.0,2.0,,5.0,5.0,15.0,,,,4.0,,7.0,5.0,5.0,4.0,2.0,1.0,,,,1.0,3.0,1.0,16.0,1.0,10.0,3.0,3.0,1.0,2.0,,1.0,,,1.0,7.0,2.0,19.0,4.0,3.0,2.0,,1.0,,,1.0,1.0,1.0,32.0,9.0,2.0,3.0,1.0,1.0,2.0,5.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,,,,2.0,2.0,3.0,1.0,,,,2.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
14637,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,210,181.0,21.0,404.0,56.0,12.0,577.0,2.0,119.0,89.0,35.0,13.0,259.0,186.0,60.0,12.0,31.0,28.0,4.0,4.0,9.0,11.0,11.0,24.0,10.0,3.0,11.0,7.0,1.0,11.0,6.0,12.0,57.0,9.0,7.0,50.0,2.0,3.0,4.0,198.0,149.0,9.0,10.0,10.0,52.0,20.0,,1.0,38.0,96.0,6.0,342.0,228.0,13.0,9.0,75.0,17.0,53.0,187.0,34.0,12.0,57.0,53.0,6.0,3.0,1.0,3.0,9.0,101.0,7.0,7.0,189.0,36.0,17.0,3.0,2970.0,22.0,23.0,786.0,5.0,142.0,133.0,83.0,560.0,560.0,19.0,53.0,77.0,52.0,228.0,1.0,31.0,255.0,561.0,24.0,10.0,37.0,220.0,34.0,13.0,126.0,43.0,43.0,345671.6633300781,398.0,52.0,625.0,2.0,63.0,21.0,7.0,802.0,72.0,14.0,1.0,30.0,11.0,5.0,1493.0,172.0,113.0,113.0,45.0,0.0,12.0,65.0,32.0,19.0,3.0,,8.0,8.0,15.0,,0.0,2.0,3.0,,14.0,10.0,3.0,5.0,4.0,,,,,,1.0,3.0,14.0,2.0,8.0,4.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,18.0,5.0,5.0,1.0,,4.0,,,3.0,1.0,,26.0,12.0,20.0,4.0,1.0,4.0,4.0,1.0,,5.0,3.0,,,,,,,,,,,,,,,,,,3.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,5.0,,,,1.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,
3830,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,210,655.0,52.0,192.0,,72.0,847.0,2.0,46.0,92.0,32.0,8.0,279.0,126.0,11.0,,2.0,7.0,,,9.0,10.0,,9.0,1.0,,,3.0,,3.0,,,1.0,,,1.0,3.0,1.0,,75.0,180.0,2.0,,,30.0,3.0,,,1.0,5.0,7.0,69.0,134.0,213.0,104.0,77.0,,16.0,452.0,32.0,,36.0,32.0,,1.0,1.0,,104.0,175.0,39.0,39.0,276.0,220.0,15.0,26.0,2745.0,2.0,1.0,1085.0,28.0,48.0,140.0,7.0,277.0,277.0,2.0,137.0,41.0,30.0,301.0,2.0,9.0,48.0,835.0,15.0,0.0,3.0,755.0,102.0,213.0,1.0,2.0,2.0,315872.7280273437,113.0,0.0,351.0,89.0,,175.0,1.0,1104.0,11.0,3.0,,32.0,2.0,4.0,1524.0,33.0,9.0,9.0,9.0,0.0,10.0,1.0,4.0,21.0,4.0,,,,0.0,,17.0,,1.0,,1.0,3.0,1.0,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,6.0,1.0,10.0,1.0,6.0,,4.0,,1.0,,,10.0,108.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2852,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,210,1416.0,97.0,1352.0,,173.0,2768.0,36.0,57.0,78.0,35.0,7.0,137.0,87.0,18.0,8.0,10.0,13.0,1.0,,11.0,16.0,3.0,11.0,3.0,1.0,6.0,3.0,2.0,5.0,5.0,7.0,9.0,,1.0,3.0,6.0,2.0,,131.0,182.0,1.0,3.0,3.0,14.0,12.0,,,3.0,2.0,2.0,93.0,139.0,95.0,62.0,345.0,,21.0,1072.0,34.0,3.0,21.0,19.0,,3.0,2.0,3.0,62.0,166.0,39.0,39.0,512.0,545.0,4.0,12.0,3057.0,9.0,7.0,2968.0,9.0,699.0,85.0,30.0,266.0,266.0,1.0,105.0,76.0,14.0,1283.0,4.0,16.0,372.0,2741.0,7.0,1.0,13.0,1485.0,163.0,95.0,6.0,6.0,6.0,350002.55389404297,468.0,,1519.0,43.0,,268.0,2.0,2998.0,26.0,1.0,1.0,42.0,,39.0,3354.0,31.0,11.0,11.0,18.0,0.0,29.0,3.0,3.0,20.0,3.0,,0.0,0.0,,,9.0,,,,,,0.0,1.0,,,,,,,,,1.0,,6.0,2.0,,,1.0,,,,,,2.0,3.0,3.0,18.0,3.0,3.0,,2.0,,,,,3.0,457.0,4.0,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,3.0,,,2.0,,1.0,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
23744,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14693,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12359,210,563.0,55.0,337.0,,70.0,896.0,78.0,36.0,54.0,32.0,10.0,284.0,152.0,11.0,3.0,8.0,10.0,,,5.0,7.0,1.0,7.0,2.0,2.0,6.0,3.0,,3.0,2.0,3.0,4.0,,,1.0,2.0,1.0,,108.0,121.0,1.0,2.0,,39.0,20.0,1.0,,14.0,4.0,5.0,85.0,162.0,97.0,38.0,156.0,2.0,20.0,596.0,32.0,1.0,65.0,56.0,,1.0,,1.0,38.0,112.0,65.0,65.0,107.0,257.0,24.0,21.0,2721.0,8.0,4.0,1117.0,16.0,331.0,12.0,35.0,329.0,329.0,,78.0,43.0,39.0,338.0,1.0,9.0,131.0,869.0,26.0,,9.0,648.0,127.0,97.0,18.0,28.0,28.0,271354.9172363281,220.0,6.0,529.0,72.0,,169.0,2.0,1149.0,14.0,6.0,,74.0,1.0,93.0,1691.0,30.0,17.0,17.0,25.0,,3.0,10.0,8.0,46.0,4.0,,4.0,4.0,2.0,,17.0,,,,,,1.0,,,,,,,,,,1.0,,3.0,,,,1.0,,,,2.0,,,9.0,1.0,3.0,14.0,9.0,,9.0,,,2.0,,10.0,151.0,1.0,2.0,6.0,,,,,,,1.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,14.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
5583,210,290.0,27.0,409.0,10.0,44.0,696.0,4.0,16.0,29.0,21.0,20.0,169.0,77.0,10.0,15.0,12.0,8.0,,,2.0,4.0,,5.0,2.0,,4.0,2.0,4.0,2.0,7.0,15.0,20.0,1.0,2.0,17.0,2.0,,1.0,121.0,119.0,2.0,,,27.0,19.0,1.0,,6.0,31.0,7.0,108.0,124.0,30.0,14.0,109.0,2.0,31.0,221.0,18.0,1.0,37.0,35.0,1.0,1.0,,0.0,14.0,55.0,43.0,43.0,240.0,99.0,12.0,2.0,1614.0,5.0,5.0,799.0,3.0,123.0,110.0,29.0,194.0,194.0,8.0,44.0,67.0,27.0,227.0,1.0,13.0,164.0,687.0,23.0,5.0,13.0,321.0,48.0,30.0,36.0,9.0,9.0,193544.376953125,211.0,11.0,497.0,14.0,10.0,72.0,1.0,809.0,25.0,5.0,3.0,49.0,3.0,4.0,1154.0,23.0,26.0,26.0,23.0,0.0,2.0,23.0,4.0,32.0,5.0,,3.0,3.0,1.0,,5.0,,,,2.0,,,1.0,,,,,,,,1.0,2.0,,3.0,5.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,,2.0,,1.0,1.0,1.0,5.0,61.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
3653,210,631.0,26.0,511.0,1.0,63.0,1142.0,,17.0,36.0,17.0,9.0,49.0,34.0,3.0,2.0,1.0,3.0,,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,0.0,2.0,2.0,1.0,,2.0,,,,35.0,68.0,,,,6.0,1.0,,,,,1.0,34.0,55.0,55.0,38.0,102.0,,17.0,358.0,13.0,1.0,7.0,6.0,1.0,,,,38.0,56.0,16.0,16.0,486.0,215.0,,9.0,1223.0,1.0,1.0,1223.0,8.0,66.0,152.0,6.0,93.0,93.0,,39.0,29.0,6.0,348.0,,2.0,107.0,1138.0,3.0,,1.0,670.0,46.0,55.0,4.0,,,137953.15502929688,133.0,1.0,557.0,22.0,1.0,91.0,1.0,1227.0,5.0,3.0,4.0,16.0,,,1356.0,10.0,5.0,5.0,,,16.0,3.0,,10.0,6.0,,,,,,9.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,2.0,5.0,,,,1.0,,,,,5.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,210,277.0,16.0,337.0,6.0,20.0,613.0,8.0,72.0,64.0,31.0,20.0,184.0,112.0,9.0,11.0,12.0,4.0,,,,2.0,,2.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,11.0,15.0,,6.0,15.0,,2.0,4.0,94.0,113.0,0.0,2.0,,33.0,24.0,,,6.0,22.0,6.0,161.0,149.0,31.0,17.0,103.0,2.0,34.0,291.0,21.0,,30.0,26.0,,2.0,,2.0,17.0,110.0,16.0,16.0,209.0,95.0,14.0,5.0,1897.0,12.0,8.0,763.0,11.0,103.0,122.0,23.0,219.0,219.0,7.0,44.0,62.0,33.0,171.0,,8.0,156.0,611.0,19.0,,14.0,319.0,35.0,31.0,23.0,8.0,8.0,236779.72869873047,224.0,30.0,454.0,12.0,6.0,43.0,3.0,765.0,20.0,8.0,10.0,58.0,1.0,8.0,1082.0,36.0,24.0,24.0,17.0,,11.0,12.0,9.0,32.0,3.0,,1.0,1.0,7.0,,2.0,,,,,3.0,,,0.0,,,,,,,,2.0,,,2.0,,,4.0,,,1.0,1.0,,1.0,2.0,4.0,6.0,2.0,2.0,,4.0,,,1.0,1.0,,61.0,2.0,3.0,2.0,1.0,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13872,210,150.0,18.0,257.0,9.0,9.0,405.0,2.0,11.0,3.0,10.0,3.0,85.0,40.0,5.0,6.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,,0.0,1.0,,1.0,1.0,6.0,8.0,,3.0,10.0,,1.0,1.0,85.0,48.0,2.0,,1.0,9.0,13.0,,6.0,3.0,12.0,,45.0,35.0,7.0,1.0,40.0,2.0,5.0,125.0,8.0,1.0,12.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,9.0,117.0,31.0,5.0,,689.0,4.0,4.0,447.0,1.0,122.0,41.0,26.0,95.0,95.0,6.0,13.0,29.0,9.0,125.0,,2.0,112.0,400.0,2.0,,5.0,158.0,28.0,7.0,18.0,16.0,10.0,82415.3671875,137.0,3.0,310.0,,9.0,14.0,,452.0,11.0,4.0,2.0,12.0,4.0,2.0,574.0,23.0,15.0,15.0,7.0,,5.0,13.0,4.0,7.0,2.0,1.0,2.0,1.0,2.0,,,,,,2.0,,1.0,,1.0,,,,,3.0,1.0,,1.0,,,4.0,,,1.0,,,,1.0,,,,5.0,1.0,5.0,,2.0,1.0,,,1.0,,,25.0,1.0,,2.0,,,1.0,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
23784,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,210,210.0,15.0,168.0,,14.0,377.0,73.0,20.0,22.0,14.0,10.0,78.0,54.0,,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,87.0,41.0,,,,30.0,7.0,,,23.0,13.0,4.0,54.0,50.0,23.0,16.0,55.0,,11.0,184.0,10.0,,18.0,18.0,,,,,16.0,38.0,9.0,9.0,162.0,70.0,4.0,4.0,940.0,2.0,,473.0,4.0,21.0,136.0,34.0,174.0,174.0,2.0,26.0,13.0,30.0,47.0,,1.0,92.0,372.0,7.0,,3.0,248.0,45.0,23.0,7.0,30.0,30.0,113352.4296875,133.0,1.0,262.0,13.0,,38.0,2.0,480.0,1.0,6.0,4.0,15.0,,85.0,718.0,11.0,13.0,13.0,10.0,,6.0,4.0,5.0,9.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,7.0,2.0,,,,,,,1.0,37.0,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,210,677.0,57.0,93.0,,220.0,770.0,,,10.0,33.0,,263.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,2.0,,,,,2.0,2.0,12.0,32.0,1.0,57.0,,,539.0,32.0,,33.0,29.0,,,,,1.0,2.0,0.0,0.0,264.0,279.0,10.0,24.0,2970.0,,,694.0,,44.0,22.0,5.0,283.0,283.0,,31.0,4.0,,244.0,,,15.0,548.0,,0.0,,771.0,90.0,32.0,0.0,,,149452.35986328125,57.0,,276.0,191.0,,488.0,,1047.0,,,,1.0,,,1373.0,0.0,2.0,2.0,2.0,0.0,21.0,,0.0,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,4.0,,,,,0.0,96.0,,,3.0,,,,,,,,171.0,17.0,157.0,29.0,64.0,9.0,252.0,11.0,210.0,161.0,19.0,70.0,30.0,101.0,8.0,13.0,18.0,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,3.0,5.0,4.0,,2.0,,,,,,,,,,,
